name,trial,cam,event,outcome
K_R2_2025-01-14_1,85,camB,No_reward,nd
K_R2_2025-01-14_1,86,camB,Reward,na
K_R2_2025-01-14_1,87,camB,Reward,s
K_R2_2025-01-14_1,88,camB,Reward,na
K_R2_2025-01-14_1,89,camB,Reward,na
K_R2_2025-01-14_1,90,camB,Reward,na
K_R2_2025-01-14_1,91,camB,No_reward,nd
K_R2_2025-01-14_1,92,camB,Reward,na
K_R2_2025-01-14_1,93,camB,Reward,f
K_R2_2025-01-14_1,94,camB,Reward,s
K_R2_2025-01-14_1,95,camB,No_reward,nd
K_R2_2025-01-14_1,96,camB,Reward,na
K_R2_2025-01-14_1,97,camB,Reward,na
K_R2_2025-01-14_1,98,camB,Reward,na
K_R2_2025-01-14_1,99,camB,Reward,na
K_R2_2025-01-14_1,100,camB,Reward,na
K_R2_2025-01-14_1,101,camB,Reward,na
K_R2_2025-01-14_1,102,camB,Reward,na
K_R2_2025-01-14_1,103,camB,No_reward,nd
K_R2_2025-01-14_1,104,camB,Reward,na
K_R2_2025-01-14_1,105,camB,Reward,na
K_R2_2025-01-14_1,106,camB,No_reward,nd
K_R2_2025-01-14_1,107,camB,Reward,na
K_R2_2025-01-14_1,108,camB,Reward,na
K_R2_2025-01-14_1,109,camB,Reward,na
K_R2_2025-01-14_1,110,camB,Reward,na
K_R2_2025-01-14_1,111,camB,Reward,na
K_R2_2025-01-14_1,112,camB,Reward,na
K_R2_2025-01-14_1,113,camB,Reward,na
K_R2_2025-01-14_1,114,camB,Reward,na
K_R2_2025-01-14_1,115,camB,Reward,na
K_R2_2025-01-14_1,116,camB,Reward,na
K_R2_2025-01-14_1,117,camB,Reward,na
K_R2_2025-01-14_1,118,camB,Reward,na
K_R2_2025-01-14_1,119,camB,No_reward,nd
