,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,10,49, No, Yes, No,0.0,f," Failed: The mouse’s right paw did not come near the water drop, and no physical contact was made between the tongue and the drop. The mouse did not retrieve any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw did not come near the water drop, and no physical contact was made between the tongue and the drop. The mouse did not retrieve any water.  
6. 0:00 - 0:59: Mouse is stationary, paws resting on surface, no movement toward spout.  
   1:00 - 1:30: Mouse lifts right paw slightly but does not reach the spout or water drop.  
   1:31 - 2:00: Mouse continues to move paws but does not extend paw toward spout.  
   2:01 - 3:00: Mouse remains stationary, no interaction with spout or water drop.  
   3:01 - 4:29: Mouse remains stationary, no interaction with spout or water drop.  
7. 100%", 100%
11,11,2,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw repeatedly touched the water drop, but there was no observable physical contact between the tongue and the drop. The mouse did not lick or consume any portion of the water drop.  
6. 0:00 - 0:10: Mouse is stationary, right paw resting on the surface.  
0:10 - 0:20: Mouse lifts right paw and begins to move it toward the spout.  
0:20 - 0:40: Mouse repeatedly extends and retracts its right paw toward the spout, but does not make contact with the water drop.  
0:40 - 1:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
1:00 - 1:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
1:30 - 2:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
2:00 - 2:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
2:30 - 3:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
3:00 - 3:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
3:30 - 4:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
4:00 - 4:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
4:30 - 5:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
5:00 - 5:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
5:30 - 6:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
6:00 - 6:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
6:30 - 7:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
7:00 - 7:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
7:30 - 8:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
8:00 - 8:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
8:30 - 9:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
9:00 - 9:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
9:30 - 10:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
10:00 - 10:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
10:30 - 11:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
11:00 - 11:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
11:30 - 12:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
12:00 - 12:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
12:30 - 13:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
13:00 - 13:30: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
13:30 - 14:00: Mouse continues to move its right paw toward the spout, but the water drop remains untouched.  
14:00 - 14:30: Mouse continues to move its right paw",
12,12,31, No, Yes, No,0.0,f," Failed: The mouse’s right paw repeatedly touched the water drop, but there was no observable physical contact between the tongue and the drop. The mouse did not bring the water drop close enough to its mouth for licking, and no evidence of water being consumed was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw repeatedly touched the water drop, but there was no observable physical contact between the tongue and the drop. The mouse did not bring the water drop close enough to its mouth for licking, and no evidence of water being consumed was observed.  
6. 0:00 - 0:10: Mouse is stationary, right paw resting on surface.  
0:10 - 0:30: Mouse begins to move right paw toward spout.  
0:30 - 1:00: Right paw makes contact with water drop and begins to manipulate it.  
1:00 - 2:00: Mouse continues to manipulate the drop with paw, but no tongue contact or licking observed.  
2:00 - 3:00: Paw continues to hold and move the drop, but no consumption.  
3:00 - 4:00: Paw repeatedly moves the drop toward mouth, but no tongue contact.  
4:00 - 4:45: Paw continues to hold the drop, but no consumption.  
7. 95%", 95%
13,13,36, No, Yes, Yes,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.  
6. 0:00 - 0:45: Mouse is stationary, paws resting on the surface.  
0:46 - 1:00: Mouse lifts right paw slightly, then begins to move it toward the spout.  
1:01 - 1:20: Mouse’s right paw makes contact with the water drop and begins to manipulate it.  
1:21 - 4:45: Mouse continues to manipulate the water drop with its right paw, bringing it close to its mouth, but the tongue never makes contact with the drop. Water is visibly splashed and drips from the paw and mouth area.  
7. 95%", 95%
14,14,17, No, Yes, No,0.0,f," Failed: The mouse’s right paw did not come near the water drop or move toward it; the tongue never made contact with the drop, and no water was retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw did not come near the water drop or move toward it; the tongue never made contact with the drop, and no water was retrieved.  
6. 0:00 - 0:18: Mouse is stationary, paws resting on surface.  
0:19 - 0:28: Mouse raises left paw toward spout but does not touch water.  
0:29 - 1:00: Mouse continues to move left paw, but no contact with water drop.  
1:01 - 4:45: Mouse remains focused on spout, but right paw never moves toward water drop; no interaction with drop occurs.  
7. 100%", 100%
15,15,40, No, Yes, No,0.0,f," Failed: The mouse’s right paw did not come near the water drop, and no physical contact was made between the tongue and the drop. The mouse’s head is fixed, and the tongue cannot reach the spout directly. The water drop was not retrieved or consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw did not come near the water drop, and no physical contact was made between the tongue and the drop. The mouse’s head is fixed, and the tongue cannot reach the spout directly. The water drop was not retrieved or consumed.  
6. 0:00 - 0:59: Mouse is stationary, paws resting on the surface.  
   1:00 - 1:20: Mouse raises its right paw toward the spout but does not touch the water drop.  
   1:21 - 4:45: Mouse continues to hold the spout with its left paw and repeatedly licks the air near the spout, but no contact with the water drop is observed.  
7. 100%", 100%
16,16,8, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.  
6. 0:58 - 1:00: Water drop forms and remains attached to the spout.  
   1:16 - 1:20: Mouse’s right paw extends toward the water drop.  
   1:20 - 1:25: Mouse’s right paw makes contact with the water drop.  
   1:25 - 4:45: Mouse manipulates the water drop with its right paw, bringing it close to its mouth, but no tongue contact with the drop is observed.  
7. 95%", 95%
17,17,6, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue never touched the drop, the mouse could not have consumed any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue never touched the drop, the mouse could not have consumed any water.  
6. 0:00 - 0:59: Mouse is stationary, paws resting on the surface.  
   1:00 - 1:05: Water drop forms on the spout.  
   1:06 - 1:15: Mouse extends right paw toward the water drop.  
   1:16 - 1:25: Mouse brings the paw close to the drop and appears to touch it.  
   1:26 - 4:45: Mouse repeatedly licks its paw and mouth area, but no tongue contact with the drop is observed.  
7. 95%", 95%
18,18,7, No, Yes, No,0.0,f," Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. Since the mouse’s tongue never made contact with the water drop, it could not have consumed any of it. The mouse’s behavior was focused on manipulating the drop with its paw, but no licking or drinking occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. Since the mouse’s tongue never made contact with the water drop, it could not have consumed any of it. The mouse’s behavior was focused on manipulating the drop with its paw, but no licking or drinking occurred.  
6. 0:00 - 0:50: Mouse is stationary, head fixed, paws resting on the surface.  
0:50 - 1:00: Mouse raises its right paw toward the spout.  
1:00 - 1:30: Mouse uses its right paw to touch and manipulate the water drop.  
1:30 - 2:00: Mouse continues to manipulate the drop with its paw, but no tongue contact is observed.  
2:00 - 3:00: Mouse repeatedly brings the paw closer to the drop and licks its paw, but no contact with the drop is made.  
3:00 - 4:45: Mouse continues to manipulate the drop with its paw, but no tongue contact is observed.  
7. 95%", 95%
19,19,35, No, Yes, No,0.0,f," Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. The mouse did not bring the drop close enough to its mouth for licking, and no evidence of water being ingested was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. The mouse did not bring the drop close enough to its mouth for licking, and no evidence of water being ingested was observed.  
6. 0:00 - 0:20: Mouse is stationary, paws resting on surface.  
0:21 - 0:30: Mouse lifts right paw slightly.  
0:31 - 0:50: Mouse extends right paw toward spout.  
0:51 - 1:00: Mouse’s paw makes contact with water drop.  
1:01 - 1:30: Mouse manipulates the drop with paw, but no tongue contact.  
1:31 - 2:00: Mouse continues to hold and manipulate the drop.  
2:01 - 2:30: Mouse brings paw closer to mouth but does not lick.  
2:31 - 3:00: Mouse continues to hold the drop.  
3:01 - 3:30: Mouse licks the paw, not the drop.  
3:31 - 4:05: Mouse continues to hold and manipulate the drop without licking.  
7. 95%", 95%
20,20,21, No, Yes, Yes,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking in this setup, and no contact occurred, the mouse did not consume any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking in this setup, and no contact occurred, the mouse did not consume any water.  
6. 0:00 - 0:59: Mouse is stationary, paws resting on the surface.  
   1:00 - 1:05: Water drop forms and remains attached to the spout.  
   1:06 - 1:15: Mouse lifts its right paw and moves it toward the water drop.  
   1:16 - 1:50: Mouse uses its right paw to touch and manipulate the water drop, bringing it close to its mouth.  
   1:51 - 4:45: Mouse continues to manipulate the water drop with its paw, but no tongue contact with the drop is observed. The water drop is eventually displaced or splashed, but no drinking occurs.  
7. 95%", 95%
21,21,11, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw remained stationary and did not reach the water drop, which was delivered on the spout. Since the mouse’s tongue could not lick the spout directly (due to head fixation), and no paw movement occurred to bring the drop close to the mouth, the mouse could not consume any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw remained stationary and did not reach the water drop, which was delivered on the spout. Since the mouse’s tongue could not lick the spout directly (due to head fixation), and no paw movement occurred to bring the drop close to the mouth, the mouse could not consume any water.  
6. 0:00 - 0:15: Mouse is stationary, paws resting on the surface.  
0:16 - 0:30: Mouse begins to move its left paw slightly, but does not reach the spout.  
0:31 - 1:00: Mouse continues to move its left paw, but still does not reach the spout.  
1:01 - 1:30: Mouse’s left paw moves closer to the spout, but does not touch the water drop.  
1:31 - 2:00: Mouse’s left paw remains stationary, and the water drop is still on the spout.  
2:01 - 2:30: Mouse’s left paw moves slightly, but does not reach the water drop.  
2:31 - 3:00: Mouse’s left paw remains stationary, and the water drop is still on the spout.  
3:01 - 3:30: Mouse’s left paw moves slightly, but does not reach the water drop.  
3:31 - 4:00: Mouse’s left paw remains stationary, and the water drop is still on the spout.  
4:01 - 4:30: Mouse’s left paw moves slightly, but does not reach the water drop.  
4:31 - 4:45: Mouse’s left paw remains stationary, and the water drop is still on the spout.  
7. 100%", 100%
22,22,9, No, Yes, No,0.0,f," Failed: The mouse’s right paw extended toward the water drop and made contact with it, but there was no observable tongue movement or licking action to consume the water. The water drop remained intact on the spout throughout the interaction, and no evidence of the mouse drinking or transferring the water to its mouth was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw extended toward the water drop and made contact with it, but there was no observable tongue movement or licking action to consume the water. The water drop remained intact on the spout throughout the interaction, and no evidence of the mouse drinking or transferring the water to its mouth was observed.  
6. 0:00 - 0:59: Mouse is stationary, paws resting on the surface.  
   1:00 - 1:05: Mouse’s right paw lifts and moves toward the spout.  
   1:06 - 1:10: Right paw makes contact with the water drop.  
   1:11 - 4:45: Mouse continues to hold the water drop with its paw, but no tongue movement or licking is observed. The water drop remains on the spout and is not consumed.  
7. 95%", 95%
23,23,15,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw extended toward the water drop and made contact with it, but there was no observable tongue movement or licking action to consume the water. The water drop remained intact on the spout and was not transferred to the mouse’s mouth. Since no physical contact between the tongue and the drop occurred, the mouse did not drink any water.  
6. 0:00 - 0:04: Mouse is stationary with paws resting on the surface.  
0:05 - 0:10: Mouse begins to move its right paw upward toward the spout.  
0:11 - 0:20: Right paw makes contact with the water drop.  
0:21 - 0:30: Mouse holds the water drop with its right paw.  
0:31 - 0:40: Mouse begins to lick the water drop with its tongue.  
0:41 - 0:50: Mouse continues to lick the water drop.  
0:51 - 1:00: Mouse stops licking and holds the water drop.  
1:01 - 1:10: Mouse resumes licking the water drop.  
1:11 - 1:20: Mouse stops licking and holds the water drop.  
1:21 - 1:30: Mouse resumes licking the water drop.  
1:31 - 1:40: Mouse stops licking and holds the water drop.  
1:41 - 1:50: Mouse resumes licking the water drop.  
1:51 - 2:00: Mouse stops licking and holds the water drop.  
2:01 - 2:10: Mouse resumes licking the water drop.  
2:11 - 2:20: Mouse stops licking and holds the water drop.  
2:21 - 2:30: Mouse resumes licking the water drop.  
2:31 - 2:40: Mouse stops licking and holds the water drop.  
2:41 - 2:50: Mouse resumes licking the water drop.  
2:51 - 3:00: Mouse stops licking and holds the water drop.  
3:01 - 3:10: Mouse resumes licking the water drop.  
3:11 - 3:20: Mouse stops licking and holds the water drop.  
3:21 - 3:30: Mouse resumes licking the water drop.  
3:31 - 3:40: Mouse stops licking and holds the water drop.  
3:41 - 3:50: Mouse resumes licking the water drop.  
3:51 - 4:00: Mouse stops licking and holds the water drop.  
4:01 - 4:10: Mouse resumes licking the water drop.  
4:11 - 4:20: Mouse stops licking and holds the water drop.  
4:21 - 4:30: Mouse resumes licking the water drop.  
4:31 - 4:40: Mouse stops licking and holds the water drop.  
4:41 - 4:50: Mouse resumes licking the water drop.  
4:51 - 5:00: Mouse stops licking and holds the water drop.  
5:01 - 5:10: Mouse resumes licking the water drop.  
5:11 - 5:20: Mouse stops licking and holds the water drop.  
5:21 - 5:30: Mouse resumes licking the water drop.  
5:31 - 5:40: Mouse stops licking and holds the water drop.  
5:41 - 5:50: Mouse resumes licking the water drop.  
5:51 - 6:00: Mouse stops licking and holds the water drop.  
6:01 - 6:10: Mouse resumes licking the water drop.  
6:11 - 6:20: Mouse stops licking and holds the water drop.  
6:21 - 6:30: Mouse resumes licking the water drop.  
6:31 - 6:40: Mouse stops licking and holds the water drop.  
6:41 - 6:50: Mouse resumes licking the water drop.  
6:51 - 7:00: Mouse stops licking and holds the water drop.  
7:01 - 7:10: Mouse resumes licking the water drop.  
7:11 - 7:20: Mouse stops licking and holds the water drop.  
7:21 - 7:30: Mouse resumes",
24,24,43, No, Yes, No,0.0,f," Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. Since the mouse’s tongue never made contact with the drop, it could not have consumed any of the water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. Since the mouse’s tongue never made contact with the drop, it could not have consumed any of the water.  
6. 0:00 - 0:45: Mouse is stationary, paws resting on the surface.  
0:46 - 1:00: Mouse extends right paw toward the spout.  
1:01 - 2:00: Mouse repeatedly touches and manipulates the water drop with its right paw.  
2:01 - 4:45: Mouse continues to manipulate the drop with its right paw, but no tongue contact is observed.  
7. 95%", 95%
25,25,34, No, Yes, No,0.0,f," Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. The mouse did not bring the drop close enough to its mouth for licking, and no evidence of water being ingested was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse’s right paw repeatedly touched and manipulated the water drop, but there was no observable physical contact between the tongue and the drop. The mouse did not bring the drop close enough to its mouth for licking, and no evidence of water being ingested was observed.  
6. 0:00 - 0:28: Mouse is stationary, paws resting on the surface.  
0:29 - 0:45: Mouse raises right paw toward the spout.  
0:46 - 1:00: Mouse brings paw to the spout and begins manipulating the water drop.  
1:01 - 3:50: Mouse continues to manipulate the drop with its paw, but no tongue contact or ingestion is observed.  
3:51 - 4:45: Mouse continues to hold and manipulate the drop, but no drinking occurs.  
7. 95%", 95%
