,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,10,4, No, Yes, Yes,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of drinking, and no contact occurred, the mouse did not consume any water.  
6. 0:00 - 0:50: Mouse is stationary, head fixed, paws resting.  
0:50 - 1:00: Mouse begins to move its right paw toward the spout.  
1:00 - 1:30: Mouse’s right paw makes contact with the water drop and begins to manipulate it.  
1:30 - 2:00: Mouse continues to manipulate the water drop with its right paw, bringing it closer to its mouth.  
2:00 - 3:00: Mouse begins to lick the water drop with its tongue, but the tongue does not make physical contact with the drop.  
3:00 - 4:00: Mouse continues to manipulate the water drop with its right paw, but no further contact with the tongue is observed.  
4:00 - 4:45: Mouse continues to manipulate the water drop with its right paw, but no further contact with the tongue is observed.  
7. 95%", 95%
11,11,41, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any subsequent licking action. Since the tongue never touched the drop, the mouse could not have consumed any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any subsequent licking action. Since the tongue never touched the drop, the mouse could not have consumed any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on the surface.  
1:00 - 1:10: Mouse raises its right paw toward the spout.  
1:10 - 1:20: Mouse’s right paw makes contact with the water drop.  
1:20 - 2:00: Mouse brings the water drop to its mouth with its right paw, but no tongue contact is observed.  
2:00 - 2:30: Mouse licks the paw, not the drop.  
2:30 - 4:45: Mouse remains stationary, no further interaction with the drop.  
7. 95%", 95%
12,12,1, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close to its mouth. The mouse’s tongue remained stationary and did not extend toward the spout. No evidence of water being retrieved or consumed is observed.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close to its mouth. The mouse’s tongue remained stationary and did not extend toward the spout. No evidence of water being retrieved or consumed is observed.  
6. 0:00 - 1:45: Mouse remains stationary, paws resting on surface.  
   1:46 - 2:00: Mouse begins to move its right paw toward the spout, but does not reach the water drop.  
   2:01 - 3:50: Mouse continues to manipulate its paws and mouth, but no contact with the water drop is made.  
   3:51 - 4:45: Mouse returns to resting position; no further interaction with the spout or water drop.  
7. 100%", 100%
13,13,16, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting on the surface.  
1:00 - 1:10: Water drop forms and remains attached to the spout.  
1:10 - 1:20: Mouse begins to move its right paw toward the water drop.  
1:20 - 1:40: Mouse uses its right paw to touch and manipulate the water drop.  
1:40 - 4:45: Mouse continues to manipulate the water drop with its right paw, but no tongue contact occurs. The water drop remains intact and is not licked or consumed.  
7. 95%", 95%
14,14,51, No, Yes, No,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw remained stationary and did not reach toward the spout or the water drop.,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw remained stationary and did not reach toward the spout or the water drop.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
   1:00 - 1:10: Mouse lifts left paw slightly, then right paw begins to move toward the spout.  
   1:10 - 1:20: Water drop appears on the spout.  
   1:20 - 1:30: Mouse’s right paw makes contact with the water drop.  
   1:30 - 4:45: Mouse licks the water drop from its paw.  
7. 100%", 100%
15,15,37, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw did not come near the water drop, and no movement toward the spout was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not retrieved or consumed by the mouse. The mouse’s right paw did not come near the water drop, and no movement toward the spout was observed.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting.  
   1:00 - 1:10: Water drop forms and remains attached to the spout.  
   1:10 - 1:30: Mouse raises its right paw toward the spout but does not touch the water drop.  
   1:30 - 4:45: Mouse continues to remain stationary, with no further interaction with the water drop.  
7. 100%", 100%
16,16,54, No, Yes, No,0.0,f," Failed: The mouse did not extend its tongue to make contact with the water drop, and no physical interaction with the drop was observed. The mouse’s right paw remained stationary and did not move toward the spout or the water drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not extend its tongue to make contact with the water drop, and no physical interaction with the drop was observed. The mouse’s right paw remained stationary and did not move toward the spout or the water drop.  
6. 0:00 - 1:40: Mouse is stationary, head fixed, paws resting.  
   1:40 - 2:00: Mouse lifts paws slightly but does not move toward the spout.  
   2:00 - 3:00: Mouse begins to move its left paw toward the spout but does not reach the water drop.  
   3:00 - 4:00: Mouse continues to move its paws but does not make contact with the water drop.  
   4:00 - 4:45: Mouse remains stationary, no further movement toward the spout or water drop.  
7. 95%", 95%
17,17,39, No, Yes, No,0.0,f," Failed: The mouse did not extend its tongue to make contact with the water drop. The mouse used its right paw to bring the water drop close to its mouth, but there is no visual evidence of the tongue making contact with the drop or any licking motion. The water drop remains intact on the spout throughout the video, and no consumption is observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not extend its tongue to make contact with the water drop. The mouse used its right paw to bring the water drop close to its mouth, but there is no visual evidence of the tongue making contact with the drop or any licking motion. The water drop remains intact on the spout throughout the video, and no consumption is observed.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on the surface.  
1:00 - 1:30: Mouse lifts its right paw and begins to move it toward the spout.  
1:30 - 2:00: Mouse brings its right paw close to the spout and appears to touch or interact with the water drop.  
2:00 - 4:45: Mouse continues to hold the water drop with its right paw and brings it to its mouth, but no tongue contact or licking is observed. The water drop remains on the spout and is not consumed.  
7. 95%", 95%
18,18,29, No, Yes, No,0.0,f," Failed: The mouse did not extend its tongue to make contact with the water drop, and no physical interaction with the drop was observed. The mouse’s right paw remained stationary and did not move toward the spout or the water drop. Therefore, no water was retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not extend its tongue to make contact with the water drop, and no physical interaction with the drop was observed. The mouse’s right paw remained stationary and did not move toward the spout or the water drop. Therefore, no water was retrieved.  
6. 0:00 - 0:10: Mouse is stationary, head fixed, paws resting.  
   0:10 - 0:30: Mouse begins to lick its paw, no interaction with spout.  
   0:30 - 1:00: Mouse continues licking paw, no movement toward spout.  
   1:00 - 2:00: Mouse remains stationary, no interaction with spout.  
   2:00 - 3:00: Mouse begins to lick its paw again, no interaction with spout.  
   3:00 - 4:00: Mouse continues licking paw, no interaction with spout.  
   4:00 - 4:45: Mouse remains stationary, no interaction with spout.  
7. 100%", 100%
19,19,49, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no evidence of the water drop being retrieved or transferred to the mouth is visible. The mouse’s right paw remained stationary and did not approach the spout or the water drop.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no evidence of the water drop being retrieved or transferred to the mouth is visible. The mouse’s right paw remained stationary and did not approach the spout or the water drop.  
6. 0:00 - 0:30: Mouse is stationary, paws resting on surface.  
0:30 - 1:00: Mouse begins to move its right paw slightly but does not reach the spout.  
1:00 - 1:30: Mouse raises its right paw toward the spout but does not make contact with the water drop.  
1:30 - 4:45: Mouse continues to move its right paw in small motions but never brings it close enough to the spout to touch the water drop. No tongue contact or water retrieval is observed.  
7. 100%", 100%
20,20,64, No, Yes, Yes,0.0,ps," Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but no tongue contact occurred. Since the mouse’s tongue did not make contact with the drop, it cannot be classified as successful or partial success under the specified criteria.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but no tongue contact occurred. Since the mouse’s tongue did not make contact with the drop, it cannot be classified as successful or partial success under the specified criteria.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Water drop forms and begins to hang from the spout.  
1:10 - 1:20: Mouse raises its right paw and touches the water drop.  
1:20 - 1:30: Mouse brings the water drop to its mouth with its paw.  
1:30 - 2:00: Mouse licks the water drop with its tongue.  
2:00 - 4:45: Mouse continues to lick and manipulate the water drop with its paw and tongue.  
7. 95%", 95%
21,21,63, No, Yes, Yes,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue or paw. The water drop was never touched or retrieved by the mouse, and no evidence of licking or drinking occurred.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue or paw. The water drop was never touched or retrieved by the mouse, and no evidence of licking or drinking occurred.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
   1:00 - 1:30: Mouse begins to move its right paw toward the spout, but does not reach the water drop.  
   1:30 - 2:30: Mouse continues to manipulate its right paw near the spout, but does not make contact with the water drop.  
   2:30 - 3:00: Mouse brings its paws together and begins to lick its paws, but no water is consumed.  
   3:00 - 4:45: Mouse remains stationary, paws resting on surface. No further interaction with the water drop occurs.  
7. 100%", 100%
22,22,56, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was never touched or manipulated by the mouse’s tongue or paws. The mouse’s right paw remained stationary and did not move toward the spout or the water drop. The mouse’s head is fixed, so it cannot lick the spout directly. The water drop was never brought close to the mouse’s mouth for licking.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was never touched or manipulated by the mouse’s tongue or paws. The mouse’s right paw remained stationary and did not move toward the spout or the water drop. The mouse’s head is fixed, so it cannot lick the spout directly. The water drop was never brought close to the mouse’s mouth for licking.  
6. 0:00 - 0:45: Mouse is stationary, paws resting on surface.  
0:46 - 1:00: Mouse lifts left paw slightly, then returns to resting position.  
1:01 - 1:30: Water drop appears on spout. Mouse remains still, right paw does not move toward spout.  
1:31 - 4:45: Mouse continues to remain stationary, right paw does not approach the spout or water drop. No interaction with the water drop occurs.  
7. 100%", 100%
23,23,31, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of the mouse bringing the drop to its mouth or licking it is visible. The mouse’s right paw did not reach the water drop, and no interaction with the drop occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The water drop was not consumed, and no evidence of the mouse bringing the drop to its mouth or licking it is visible. The mouse’s right paw did not reach the water drop, and no interaction with the drop occurred.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
   1:00 - 1:20: Mouse raises its right paw toward the spout, but does not touch the water drop.  
   1:20 - 4:45: Mouse continues to manipulate its paws and mouth, but no contact with the water drop is observed.  
7. 99%", 99%
24,24,50, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any licking motion. Since the tongue did not touch the drop, the mouse could not have consumed any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:30: Mouse begins to move its right paw toward the spout.  
1:30 - 1:40: Mouse’s right paw makes contact with the water drop.  
1:40 - 2:00: Mouse lifts the water drop with its paw.  
2:00 - 3:00: Mouse brings the water drop close to its mouth and begins to lick it.  
3:00 - 3:30: Mouse continues to lick the water drop.  
3:30 - 4:00: Mouse finishes licking the water drop and returns to its original position.  
7. 95%", 95%
25,25,60, No, Yes, Yes,0.0,ps," Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but no tongue contact occurred. Since the mouse’s tongue did not make contact with the drop, it cannot be classified as successful or partial success under the given criteria.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but no tongue contact occurred. Since the mouse’s tongue did not make contact with the drop, it cannot be classified as successful or partial success under the given criteria.  
6. 0:00 - 1:10: Mouse is stationary, head fixed, paws resting.  
1:10 - 1:18: Water drop forms and remains attached to the spout.  
1:18 - 1:28: Mouse lifts its right paw and moves it toward the water drop.  
1:28 - 1:38: Mouse’s right paw touches the water drop.  
1:38 - 2:00: Mouse brings the water drop to its mouth using its right paw.  
2:00 - 2:30: Mouse licks the water drop with its tongue.  
2:30 - 3:00: Mouse continues to lick the water drop.  
3:00 - 3:30: Mouse continues to lick the water drop.  
3:30 - 4:00: Mouse continues to lick the water drop.  
4:00 - 4:30: Mouse continues to lick the water drop.  
7. 95%", 95%
26,26,17, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue or paw. The water drop was never touched or manipulated by the mouse, and no evidence of retrieval or consumption was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue or paw. The water drop was never touched or manipulated by the mouse, and no evidence of retrieval or consumption was observed.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:30: Mouse begins to move paws slightly, but no interaction with spout or water drop.  
1:30 - 2:00: Mouse raises left paw toward spout, but does not touch water drop.  
2:00 - 2:30: Mouse brings left paw closer to spout, but still does not touch water drop.  
2:30 - 3:00: Mouse retracts paw and remains still.  
3:00 - 4:45: Mouse remains stationary, no interaction with water drop.  
7. 100%", 100%
27,27,40, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact between its tongue and the water drop. The mouse used its right paw to touch and manipulate the water drop, but there is no visual evidence of the tongue making contact with the drop. Since the tongue is the only organ capable of licking and consuming the water, and no such contact occurred, the mouse did not drink any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:30: Mouse lifts right paw and begins to interact with the water drop.  
1:30 - 4:45: Mouse uses right paw to manipulate and lick the water drop, but no tongue contact with the drop is observed.  
7. 95%", 95%
28,28,6, No, Yes, No,0.0,f," Failed: The mouse did not extend its tongue to make contact with the water drop. The mouse used its right paw to touch the water drop, but no observable licking or drinking occurred. The water drop was not consumed, and no evidence of ingestion was seen.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not extend its tongue to make contact with the water drop. The mouse used its right paw to touch the water drop, but no observable licking or drinking occurred. The water drop was not consumed, and no evidence of ingestion was seen.  
6. 0:00 - 1:09: Mouse is stationary, head fixed, paws resting.  
   1:10 - 1:20: Water drop forms and remains attached to the spout.  
   1:21 - 1:30: Mouse extends right paw toward the water drop.  
   1:31 - 2:00: Mouse brings the water drop to its mouth with its right paw.  
   2:01 - 4:45: Mouse licks the water drop with its tongue, but no water is visibly consumed.  
7. 95%", 95%
29,29,7, No, Yes, No,0.0,f," Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but there is no evidence of the tongue making contact with the drop or any liquid being transferred to the mouth. The mouse’s tongue remains retracted and does not interact with the drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse used its right paw to touch the water drop, but there is no evidence of the tongue making contact with the drop or any liquid being transferred to the mouth. The mouse’s tongue remains retracted and does not interact with the drop.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting on surface.  
1:00 - 1:10: Mouse lifts right paw and extends it toward the water drop.  
1:10 - 1:20: Mouse’s right paw makes contact with the water drop.  
1:20 - 4:45: Mouse holds the water drop with both paws and attempts to lick it, but the tongue does not make contact with the drop. The water remains on the spout or drips off without being consumed.  
7. 95%", 95%
30,30,35, No, Yes, Yes,0.0,f, Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close enough to its mouth for licking. The water drop was not consumed.,"1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make any physical contact with the water drop using its tongue. The mouse’s right paw did not reach the water drop or bring it close enough to its mouth for licking. The water drop was not consumed.  
6. 0:00 - 0:40: Mouse is stationary, paws resting on surface.  
0:40 - 1:00: Mouse begins to move its right paw toward the spout.  
1:00 - 1:30: Mouse’s right paw makes contact with the water drop and begins to manipulate it.  
1:30 - 2:00: Mouse brings the water drop closer to its mouth but does not lick it.  
2:00 - 3:00: Mouse continues to manipulate the water drop with its paws, but no licking occurs.  
3:00 - 4:00: Mouse drops the water drop and begins to lick its paws.  
4:00 - 4:45: Mouse continues to lick its paws and does not attempt to retrieve the water drop again.  
7. 95%", 95%
31,31,69, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any subsequent licking action. Since the tongue did not touch the drop, the mouse could not have consumed any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact between its tongue and the water drop. The mouse used its right paw to touch the water drop, but there is no visual evidence of the tongue making contact with the drop or any subsequent licking action. Since the tongue did not touch the drop, the mouse could not have consumed any water.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on surface.  
1:00 - 1:10: Water drop forms and remains attached to the spout.  
1:10 - 1:30: Mouse begins to move its right paw toward the water drop.  
1:30 - 2:00: Mouse’s right paw makes contact with the water drop.  
2:00 - 2:30: Mouse lifts the water drop with its paw and brings it close to its mouth.  
2:30 - 3:00: Mouse attempts to lick the water drop with its tongue, but the tongue does not make contact with the drop.  
3:00 - 4:45: Mouse continues to hold the water drop with its paw and attempts to lick it, but no contact is made. The water drop remains intact and is not consumed.  
7. 95%", 95%
