Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,22,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 29.8seconds, A close up of a mouse is seen sitting in front of a camera. 29.8 - 171.0seconds, A metal spout drops a ball of water for the mouse to grab. 171.0 - 286.2seconds, The mouse grabs the water with his tongue and drinks it all up.",
11,59, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 110.3seconds, The mouse then grabs the water and drinks it. 111.0 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
12,4, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 101.2seconds, The mouse then attempts to grab the water drop but fails. 102.6 - 286.2seconds, The mouse continues to try and grab the water drop but fails each time. 
7. I am 100% confident in my results.", I am 100% confident in my results.
13,1, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 79.8 - 160.4seconds, The mouse then uses his tongue to grab the drop and drink it. 160.4 - 286.2seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
14,75, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 170.4seconds, The mouse then grabs a water drop and begins to drink. 172.6 - 286.1seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
15,16, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 111.4seconds, The mouse then grabs a water droplet and begins to lick it. 112.1 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
16,51,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.6 - 113.2seconds, The mouse then grabs a water drop and begins to eat it. 113.2 - 286.2seconds, The mouse continues eating the water while the camera watches.",
17,37, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 1.8seconds, A water drop is placed on a metal spout. 1.9 - 286.1seconds, A mouse's tongue licks the drop off the spout. 286.1 - 287.1seconds, The mouse swallows the drop. 
7. I am 100% confident in my results.", I am 100% confident in my results.
18,74, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 190.3seconds, The mouse then grabs a water drop and drinks it. 191.4 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,54, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A mouse is seen sitting in front of a spout with a drop of water hanging from it. 9.1 - 19.1 seconds: The mouse then uses his tongue to lick the water off the spout. 19.5 - 286.9 seconds: The mouse continues licking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,78, Yes, Yes, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. Yes
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: The mouse is seen sitting in front of a spout with a drop of water on it. 9.3 - 18.3 seconds: The mouse uses its tongue to lick the drop of water off the spout. 18.7 - 286.2 seconds: The mouse continues licking the drop of water until it is gone. 286.2 - 287.6 seconds: The mouse finishes drinking the water and licks its paw. 
7. I am 100% confident in my results.", I am 100% confident in my results.
21,82, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 191.1seconds, The mouse then grabs a water drop and drinks it. 200.3 - 286.1seconds, The mouse continues to drink while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
22,39,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 80.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 79.9 - 171.1seconds, The mouse then grabs a water drop and begins to eat it. 162.1 - 286.8seconds, The mouse continues to eat the water while the camera watches.",
23,62,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.9 seconds: The mouse is seen sitting in front of a spout with water dripping from it. 9.7 - 17.7 seconds: The mouse uses its tongue to lick the water off the spout. 18.5 - 286.5 seconds: The mouse continues to lick the water off the spout. 287.3 - 288.1 seconds: The mouse finishes drinking the water. 288.9 - 289.7 seconds: The mouse stops licking and looks away from the spout. 290.5 - 291.3 seconds: The mouse looks back at the spout. 292.1 - 292.9 seconds: The mouse licks the spout again. 293.7 - 294.5 seconds: The mouse finishes drinking the water. 295.3 - 296.1 seconds: The mouse stops licking and looks away from the spout. 296.9 - 297.7 seconds: The mouse looks back at the spout. 298.5 - 299.3 seconds: The mouse licks the spout again. 300.1 - 300.9 seconds: The mouse finishes drinking the water. 301.7 - 302.5 seconds: The mouse stops licking and looks away from the spout. 303.3 - 304.1 seconds: The mouse looks back at the spout. 304.9 - 305.7 seconds: The mouse licks the spout again. 306.5 - 307.3 seconds: The mouse finishes drinking the water. 308.1 - 308.9 seconds: The mouse stops licking and looks away from the spout. 309.7 - 310.5 seconds: The mouse looks back at the spout. 311.3 - 312.1 seconds: The mouse licks the spout again. 312.9 - 313.7 seconds: The mouse finishes drinking the water. 314.5 - 315.3 seconds: The mouse stops licking and looks away from the spout. 316.1 - 316.9 seconds: The mouse looks back at the spout. 317.7 - 318.5 seconds: The mouse licks the spout again. 319.3 - 320.1 seconds: The mouse finishes drinking the water. 320.9 - 321.7 seconds: The mouse stops licking and looks away from the spout. 322.5 - 323.3 seconds: The mouse looks back at the spout. 324.1 - 324.9 seconds: The mouse licks the spout again. 325.7 - 326.5 seconds: The mouse finishes drinking the water. 327.3 - 328.1 seconds: The mouse stops licking and looks away from the spout. 328.9 - 329.7 seconds: The mouse looks back at the spout. 330.5 - 331.3 seconds: The mouse licks the spout again. 332.1 - 332.9 seconds: The mouse finishes drinking the water. 333.7 - 334.5 seconds: The mouse stops licking and looks away from the spout. 335.3 - 336.1 seconds: The mouse looks back at the spout. 336.9 - 337.7 seconds: The mouse licks the spout again. 338.5 - 339.3 seconds: The mouse finishes drinking the water. 340.1 - 340.9 seconds: The mouse stops licking and looks away from the spout. 341.7 - 342.5 seconds: The mouse looks back at the spout. 343.3 - 344.1 seconds: The mouse licks the spout again. 344.9 - 345.7 seconds: The mouse finishes drinking the water. 346.5 - 347.3 seconds: The mouse stops licking and looks away from the spout. 348.1 - 348.9 seconds: The mouse looks back at the spout. 349.7 - 350.5 seconds: The mouse licks the spout again. 351.3 - 352.1 seconds: The mouse finishes drinking the water. 352.9 - 353.7 seconds: The mouse stops licking and looks away from the spout. 354.5 - 355.3 seconds: The mouse looks back at the spout. 356.1 - 356.9 seconds: The mouse licks the spout again. 357.7 - 358.5 seconds: The mouse finishes drinking the water. 359.3 - 360.1 seconds: The mouse stops licking and looks away from the spout. 360.9 - 361.7 seconds: The mouse looks back at the spout. 362.5 - 363.3 seconds: The mouse licks the spout again. 364.1 - 364.9 seconds: The mouse finishes drinking the water. 365.7 - 366.5 seconds: The mouse stops licking and looks away from the spout. 367.3 - 368.1 seconds: The mouse looks back at the spout. 368.9 - 369.7 seconds: The mouse licks the spout again. 370.5 - 371.3 seconds: The mouse finishes drinking the water. 372.1 - 372.9 seconds: The mouse stops licking and looks away from the spout. 373.7 - 374.5 seconds: The mouse looks back at the spout. 375.3 - 376.1 seconds: The mouse licks the spout again. 376.9 - 377.7 seconds: The mouse finishes drinking the water. 378.5 - 379.3 seconds: The mouse stops licking and looks away from the spout. 380.1 - 380.9 seconds: The mouse looks back at the spout. 381.7 - 382.5 seconds: The mouse licks the spout again. 383.3 - 384.1 seconds: The mouse finishes drinking the water. 384.9 - 385.7 seconds: The mouse stops licking and looks away from the spout. 386.5 - 387.3 seconds: The mouse looks back at the spout. 388.1 - 388.9 seconds: The mouse licks the spout again. 390.1 - 390.9 seconds: The mouse finishes drinking the water. 391.7 - 392.5 seconds: The mouse stops licking and looks away from the spout. 393.3 - 394.1 seconds: The mouse looks back at the spout. 394.9 - 395.7 seconds: The mouse licks the spout again. 396.5 - 397.3 seconds: The mouse finishes drinking the water. 398.1 - 398.9 seconds: The mouse stops licking and looks away from the spout. 399.7 - 400.5 seconds: The mouse looks back at the spout. 401.3 - 402.1 seconds: The mouse licks the spout again. 402.9 - 403.7 seconds: The mouse finishes drinking the water. 404.5 - 405.3 seconds: The mouse stops licking and looks away from the spout. 406.1 - 406.9 seconds: The mouse looks back at the spout. 407.7 - 408.5 seconds: The mouse licks the spout again. 409.3 - 409.9 seconds: The mouse finishes drinking the water. 410.7 - 411.5 seconds: The mouse stops licking and looks away from the spout. 412.3 - 413.1 seconds: The mouse looks back at the spout. 413.9 - 414.7 seconds: The mouse licks the spout again. 415.5 - 416.3 seconds: The mouse finishes drinking the water. 417.1 - 417.9 seconds: The mouse stops licking and looks away from the spout. 418.7 - 419.5 seconds: The mouse looks back at the spout. 420.3 - 421.1 seconds: The mouse licks the spout again. 421.9 - 422.7 seconds: The mouse finishes drinking the water. 423.5 - 424.3 seconds: The mouse stops licking and looks away from the spout. 425.1 - 425.9 seconds: The mouse looks back at the spout. 426.7 - 427.5 seconds: The mouse licks the spout again. 428.3 - 429.1 seconds: The mouse finishes drinking the water. 430.1 - 430.9 seconds: The mouse stops licking and looks away from the spout. 431.7 - 432.5 seconds: The mouse looks back at the spout. 433.3 - 434.1 seconds: The mouse licks the spout again. 434.9 - 435.7 seconds: The mouse finishes drinking the water. 436.5 - 437.3 seconds: The mouse stops licking and looks away from the spout. 438.1 - 438.9 seconds: The mouse looks back at the spout. 439.7 - 440.5 seconds: The mouse licks the spout again. 441.3 - 442.1 seconds: The mouse finishes drinking the water. 442.9 - 443.7 seconds: The mouse stops licking and looks away from the spout. 444.5 - 445.3 seconds: The mouse looks back at the spout. 446.1 - 446.9 seconds: The mouse licks the spout again. 447.7 - 448.5 seconds: The mouse finishes drinking the water. 449.3 - 449.9 seconds: The mouse stops licking and looks away from the spout. 450.7 - 451.5 seconds: The mouse looks back at the spout. 452.3 - 453.1 seconds: The mouse licks the spout again. 453.9 - 454.7 seconds: The mouse finishes drinking the water. 455.5 - 456.3 seconds: The mouse stops licking and looks away from the spout. 457.1 - 457.9 seconds: The mouse looks back at the spout. 458.7 - 459.5 seconds: The mouse licks the spout again. 460.3 - 461.1 seconds: The mouse finishes drinking the water. 461.9 - 462.7 seconds: The mouse stops licking and looks away from the spout. 463.5 - 464.3 seconds: The mouse looks back at the spout. 465.1 - 465.9 seconds: The mouse licks the spout again. 466.7 - 467.5 seconds: The mouse finishes drinking the water. 468.3 - 469.1 seconds: The mouse stops licking and looks away from the spout. 470.1 - 470.9 seconds: The mouse looks back at the spout. 471.7 - 472.5 seconds: The mouse licks the spout again. 473.3 - 474.1 seconds: The mouse finishes drinking the water. 474.9 - 475.7 seconds: The mouse stops licking and looks away from the spout. 476.5 - 477.3 seconds: The mouse looks back at the spout. 478.1 - 478.9 seconds: The mouse licks the spout again. 479.7 - 480.5 seconds: The mouse finishes drinking the water. 481.3 - 482.1 seconds: The mouse stops licking and looks away from the spout. 482.9 - 483.7 seconds: The mouse looks back at the spout. 484.5 - 485.3 seconds: The mouse licks the spout again. 486.1 - 486.9 seconds: The mouse finishes drinking the water. 487.7 - 488.5 seconds: The mouse stops licking and looks away from the spout. 489.3 - 490.1 seconds: The mouse looks back at the spout. 490.9 - 491.7 seconds: The mouse licks the spout again. 492.5 - 493.3 seconds: The mouse finishes drinking the water. 494.1 - 494.9 seconds: The mouse stops licking and looks away from the spout. 495.7 - 496.5 seconds: The mouse looks back at the spout. 497.3 - 498.1 seconds: The mouse licks the spout again. 498.9 - 500.5 seconds: The mouse finishes drinking the water. 501.3 - 502.1 seconds: The mouse stops licking and looks away from the spout. 502.9 - 503.7 seconds: The mouse looks back at the spout. 504.5 - 505.3 seconds: The mouse licks the spout again. 506.1 - 506.9 seconds: The mouse finishes drinking the water. 507.7 - 508.5 seconds: The mouse stops licking and looks away from the spout. 509.3 - 509.9 seconds: The mouse looks back at the spout. 510.7 - 511.5 seconds: The mouse licks the spout again. 512.3 - 513.1 seconds: The mouse finishes drinking the water. 513.9 - 514.7 seconds: The mouse stops licking and looks away from the spout. 515.5 - 516.3 seconds: The mouse looks back at the spout. 517.1 - 517.9 seconds: The mouse licks the spout again. 518.7 - 519.5 seconds: The mouse finishes drinking the water. 520.3 - 521.1 seconds: The mouse stops licking and looks away from the spout. 521.9 - 522.7 seconds: The mouse looks back at the spout. 523.5 - 524.3 seconds: The mouse licks the spout again. 525.1 - 525.9 seconds: The mouse finishes drinking the water. 526.7 - 527.5 seconds: The mouse stops licking and looks away from the spout. 528.3 - 529.1 seconds: The mouse looks back at the spout. 529.9 - 530.7 seconds: The mouse licks the spout again. 531.5 - 532.3 seconds: The mouse finishes drinking the water. 533.1 - 533.9 seconds: The mouse stops licking and looks away from the spout. 534.7 - 535.5 seconds: The mouse looks back at the spout. 536.3 - 537.1 seconds: The mouse licks the spout again. 537.9 - 538.7 seconds: The mouse finishes drinking the water. 539.5 - 540.3 seconds: The mouse stops licking and looks away from the spout. 541.1 - 541.9 seconds: The mouse looks back at the spout. 542.7 - 543.5 seconds: The mouse licks the spout again. 544.3 - 545.1 seconds: The mouse finishes drinking the water. 545.9 - 546.7 seconds: The mouse stops licking and looks away from the spout. 547.5 - 548.3 seconds: The mouse looks back at the spout. 549.1 - 549.9 seconds: The mouse licks the spout again. 550.7 - 551.5 seconds: The",
24,29, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 17.9 - 111.2seconds, The mouse then grabs the drop with his tongue and begins to eat it. 111.2 - 286.2seconds, The mouse continues to eat the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
25,49, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 8.2 - 180.2seconds, The mouse then grabs the water and drinks it. 181.5 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
26,64,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 7.8 - 19.5seconds, The mouse then grabs a water droplet and begins to eat it. 19.5 - 286.1seconds, The mouse continues to eat the water while the camera watches.",
27,68,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with its tongue out and paw up. 79.8 - 160.1seconds, The mouse then grabs the water and drinks it. 160.1 - 286.1seconds, The mouse continues to drink the water while the camera watches.",
28,63,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 80.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 78.2 - 178.2seconds, The mouse then grabs a water droplet and begins to eat it. 161.9 - 280.1seconds, The mouse continues to eat the water while the camera watches.",
29,2, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.0 - 190.3seconds, The mouse then grabs a water droplet and drinks it. 191.4 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,56, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: The mouse is seen sitting in front of a spout with a drop of water on it. 9.3 - 18.3 seconds: The mouse then uses its tongue to lick the water off the spout and drink it. 18.3 - 286.1 seconds: The mouse continues to do this several times until all of the water is gone.
7. I am 100% confident in my results.", I am 100% confident in my results.
31,31,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 80.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 79.9 - 179.1seconds, The mouse then grabs a water drop and begins to drink. 179.1 - 286.3seconds, The mouse continues drinking while the camera watches on.",
32,50,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.9 - 111.9seconds, The mouse then grabs a water drop and begins to drink. 111.9 - 286.2seconds, The mouse continues drinking while the camera watches on.",
33,60,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.7 - 160.6seconds, The mouse then grabs a water drop and begins to eat it. 151.5 - 286.4seconds, The mouse continues to eat the water while the camera watches.",
34,71, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 29.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.6 - 157.2seconds, The mouse then grabs a water drop and drinks it. 157.2 - 286.2seconds, The mouse continues to grab more drops and drink them. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,72, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 28.9 - 103.2seconds, The mouse then grabs a water drop and drinks it. 103.2 - 179.1seconds, The mouse continues to grab more drops and drink them. 179.1 - 286.2seconds, The mouse grabs one final drop and drinks it all up. 
7. I am 100% confident in my results.", I am 100% confident in my results.
36,36,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 190.3seconds, The mouse then grabs a water drop and drinks it. 191.4 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
37,40,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.7 - 180.8seconds, The mouse then grabs a water drop and begins to eat it. 182.6 - 286.3seconds, The mouse continues to eat the water while looking back to the camera.",
38,8, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 9.1 - 180.8seconds, The mouse then grabs the water and drinks it. 181.2 - 286.2seconds, The mouse continues to drink the water while looking up at the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
39,79, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.7 - 180.2seconds, The mouse then grabs a water drop and drinks it. 181.0 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,6, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: The mouse is seen sitting in a chair with its head fixed in place. 9.5 - 13.9 seconds: A drop of water is placed on a spout in front of the mouse. 14.5 - 21.9 seconds: The mouse uses his tongue to lick the drop of water off the spout. 22.5 - 286.5 seconds: The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,7,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 110.2seconds, The mouse then grabs a water drop and begins to lick it. 111.5 - 286.4seconds, The mouse continues to drink the water while the camera watches.",
42,35,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a camera. 19.1 - 110.6seconds, The mouse is then shown drinking water from a spout. 112.2 - 286.7seconds, The mouse continues to drink the water while the camera watches on.",
43,65,,,,,s,,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging from it. 18.9 - 105.4seconds, The mouse then grabs the drop with his tongue and drinks it. 105.4 - 286.1seconds, The mouse continues to do this over and over again while the camera watches.",
44,30, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.2 - 111.6seconds, The mouse then grabs the water and drinks it. 113.0 - 286.6seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
45,21,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Successful: The mouse retrieved most of the water (more than 70%).6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.0 - 190.1seconds, The mouse then grabs a water drop and drinks it. 191.2 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
46,42, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.0 - 180.2seconds, The mouse then grabs a water drop and drinks it. 181.3 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
47,19, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 190.1seconds, The mouse then grabs a water drop and begins to drink. 191.2 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
