Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,107, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a camera. 19.1 - 110.1seconds, A metal spout is shown dripping water and the mouse drinks it. 112.4 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
11,93,,,,,ucn,,,
12,41, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7 seconds, The mouse is sitting in a chair waiting for a water drop to fall from above. 18.7 - 29.2 seconds, The mouse moves his tongue and touches the water drop. 29.2 - 288.2 seconds, The mouse drinks the water drop. 
7. I am 100% confident in my results.", I am 100% confident in my results.
13,1,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 78.9 - 176.3seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 176.3 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
14,16,,,,,ucn,,,
15,51,,,,,ucn,,,
16,74,,,,,ucn,,,
17,54, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a spout. 9.0 - 220.3seconds, The mice then grabs the drop of water with his tongue and drinks it. 222.5 - 286.1seconds, The mice continues to drink the water while the camera watches. 
7. 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a spout. 9.0 - 220.3seconds, The mice then grabs the drop of water with his tongue and drinks it. 222.5 - 286.1seconds, The mice continues to drink the water while the camera watches."," 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a spout. 9.0 - 220.3seconds, The mice then grabs the drop of water with his tongue and drinks it. 222.5 - 286.1seconds, The mice continues to drink the water while the camera watches."
18,82, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 29.3 - 161.2seconds, The mouse then grabs the drop with his tongue and drinks it. 162.8 - 286.1seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,103, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 24.7 seconds, The mouse is sitting in a chair waiting for a water drop to fall from above. 24.7 - 286.9 seconds, When the drop falls, the mouse uses his tongue to lick it up and drink. 
7. 100%", 100%
20,39,,,,,ucn,,,
21,62,,,,,ucn,,,
22,99, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 28.6 - 161.1seconds, The mouse then grabs the drop with his tongue and drinks it. 162.5 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
23,29,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8seconds, A close up of a mice is seen sitting in front of a camera. 10.8 - 179.2seconds, A metal stick moves closer to the mice and the mice licks it's paw. 179.2 - 286.4seconds, The mice then grabs the drop with his paw and drinks it.",
24,100,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.8seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 27.8 - 109.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 109.2 - 286.2seconds, He continues to drink the water while the camera watches.",
25,102, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging from it. 28.9 - 173.4seconds, The mouse then grabs the drop with his tongue and begins to eat it. 173.4 - 279.2seconds, The mouse continues to eat the water while the camera watches. 279.2 - 287.1seconds, The mouse finishes eating the water and looks back at the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
26,49,,,,,ucn,,,
27,64, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a water droplet. 19.4 - 113.2seconds, The mouse then grabs the droplet with his mouth and drinks it. 113.9 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
28,68, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A water drop is delivered to the tip of a metal spout. 7.9 - 18.2 seconds: The mouse's tongue touches the water drop. 18.3 - 286.2 seconds: The mouse drinks the water drop. 
7. I am 100% confident in my results.", I am 100% confident in my results.
29,63, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 19.8 seconds, The mouse is sitting in a chair waiting for a water drop to fall. 19.8 - 207.2 seconds, A drop of water falls from a spout and the mouse grabs it with his mouth and drinks it. 207.2 - 286.2 seconds, The mouse continues to wait for another drop to fall.
7. I am 100% confident in my results.", I am 100% confident in my results.
30,2,,,,,ucn,,,
31,56, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a spout. 9.0 - 230.4seconds, The mice then grabs a water droplet and drinks it. 231.6 - 286.4seconds, The mice continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
32,31, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8: The mouse is head-fixed and waiting for the water drop to be delivered. 7.8 - 19.2: The water drop is delivered and the mouse attempts to reach it with its tongue but fails. 19.2 - 286.2: The mouse continues to attempt to reach the water drop with its tongue, but it remains out of reach. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,91, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 29.4 - 170.3seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 171.0 - 286.4seconds, He continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,60,,,,,ucn,,,
35,71,,,,,ucn,,,
36,72, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 10.8 - 179.2seconds, The mouse then uses his tongue to grab the water and drink it. 180.4 - 286.2seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
37,88,,,,,ucn,,,
38,36,,,,,ucn,,,
39,95,,,,,ucn,,,
40,17, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mice is seen sitting in front of a camera. 19.2 - 111.2seconds, A metal spout appears and the mice drinks from it. 113.6 - 286.4seconds, The mice continues to drink from the spout while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,40,,,,,ucn,,,
42,105,,,,,ucn,,,
43,79,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 10.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 10.8 - 197.2seconds, The mouse then grabs the water with his tongue and drinks it. 197.2 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
44,6,,,,,ucn,,,
45,96,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mice is seen sitting in front of a spout with a drop of water hanging off. 78.9 - 178.0seconds, The mice then grabs the drop with his paw and puts it in his mouth. 178.0 - 286.1seconds, The mice continues to drink the water while the camera watches.",
46,101,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.8 seconds: The mouse is seen sitting in front of a spout with water dripping from it. 11.79 - 160.0 seconds: The mouse uses its tongue to lick the water off the spout. 161.0 - 273.0 seconds: The mouse grabs the water with its mouth and drinks it. 274.0 - 286.0 seconds: The mouse drops the water and looks at the camera. 7. I am 100% confident in my results.",
47,89,,,,,ucn,,,
48,69,,,,,ucn,,,
49,65, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging from it. 29.3 - 113.2seconds, The mouse then grabs the drop with his tongue and begins to drink. 113.2 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
50,30,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 17.8 - 109.2seconds, The mouse then grabs the droplet with his tongue and drinks it. 109.2 - 286.3seconds, The mouse continues to drink the water while the camera watches.",
51,21, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.7 seconds: A water drop is delivered to the tip of a metal spout. 10.7 - 286.9 seconds: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
52,110,,,,,ucn,,,
53,86,,,,,ucn,,,
54,42,,,,,ucn,,,
55,19, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 10.8 seconds: A water drop is delivered to the tip of a metal spout. 10.8 - 17.9 seconds: The mouse grabs the drop with its mouth and drinks it. 17.9 - 286.8 seconds: The mouse repeats the action several times. 
7. I am 100% confident in my results.", I am 100% confident in my results.
56,94,,,,,ucn,,,
57,97, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7seconds, A close up of a mouse is seen sitting in front of a camera. 29.4 - 160.2seconds, A metal stick moves closer to the mouse and the mouse drinks the water. 161.7 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
58,11,,,,,f,,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a water droplet. 19.3 - 100.3seconds, The mouse then grabs the droplet with his tongue and drinks it. 100.3 - 286.1seconds, The mouse continues to do this over and over again.",
59,9, Yes, Yes, No,0.0,f, Failed,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is sitting in a chair waiting for a water drop to be delivered. 19.8 - 207.2 seconds, A drop of water is delivered and the mouse uses his tongue to lick it up. 207.2 - 286.2 seconds, The mouse then drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
60,85,,,,,ucn,,,
61,43, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7seconds, A close up of a mice is seen sitting in front of a camera. 29.4 - 171.2seconds, A droplet of water is shown on a spout and the mouse attempts to grab it. 171.9 - 286.1seconds, The mouse continues to try and grab the water but fails. 
7. I am 100% confident in my results.", I am 100% confident in my results.
62,34, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a camera. 9.0 - 230.2seconds, A metal stick is seen dripping water onto a surface and the mice drinks it. 231.4 - 286.2seconds, The mice continues to drink the water while the camera watches. 
7. 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a camera. 9.0 - 230.2seconds, A metal stick is seen dripping water onto a surface and the mice drinks it. 231.4 - 286.2seconds, The mice continues to drink the water while the camera watches."," 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a camera. 9.0 - 230.2seconds, A metal stick is seen dripping water onto a surface and the mice drinks it. 231.4 - 286.2seconds, The mice continues to drink the water while the camera watches."
63,3,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A close up of a mouse is seen sitting in front of a camera. 27.8 - 111.4seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 111.4 - 286.2seconds, The mouse continues to grab the water with his tongue while the camera watches.",
64,104,,,,,ucn,,,
65,13,,,,,ucn,,,
66,47,,,,,ucn,,,
67,73,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 17.8 - 109.3seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 109.3 - 286.6seconds, The mouse continues to drink the water while the camera watches on.",
68,45, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.9seconds, A close up of a mouse is seen sitting in front of a camera. 28.6 - 161.8seconds, A drop of water is shown on a spout and the mouse licks it off. 162.5 - 286.1seconds, The mouse continues to lick the drop off the spout while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
69,20,,,,,ucn,,,
70,70,,,,,ucn,,,
71,48,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 80.9 - 187.1seconds, The mouse then grabs the water with his tongue and drinks it. 187.1 - 286.3seconds, The mouse continues to drink the water while the camera watches.",
72,14,,,,,ucn,,,
73,76, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a water droplet. 19.4 - 113.2seconds, The mouse then grabs the droplet with his tongue and drinks it. 114.6 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
74,23, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mice is seen sitting in front of a camera. 19.2 - 110.1seconds, A metal spout is shown dripping water and the mouse drinks it. 113.3 - 286.6seconds, The mouse continues to drink the water as the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
75,52,,,,,ucn,,,
76,10, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 9.1 - 220.3seconds, The mouse then grabs the droplet with his tongue and drinks it. 222.6 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
77,0,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 79.8 - 179.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 179.2 - 286.4seconds, The mouse continues to drink the water while the camera watches.",
78,81,,,,,ucn,,,
79,108, Yes, Yes, No,0.0,f, Failed,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 18.9 - 107.8seconds, The mouse then grabs the drop and drinks it. 107.8 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
80,58,,,,,ucn,,,
81,55,,,,,ucn,,,
82,98, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 9.1 - 210.3seconds, The mouse then grabs the droplet with his mouth and drinks it. 211.6 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
83,106, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9seconds, A close up of a mouse is seen followed by a drop of water being placed on a spout. 10.0 - 179.2seconds, The mouse then grabs the water with his paws and drinks it. 180.3 - 286.1seconds, The mouse continues to drink the water while the camera captures him from above. 
7. I am 100% confident in my results.", I am 100% confident in my results.
84,5,,,,,ucn,,,
85,44, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 21.8seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off it. 21.8 - 109.7seconds, The mouse then grabs the drop with his tongue and begins to drink. 109.7 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
