Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,74, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 286.9seconds, A mouse is shown sitting in front of a spout with a drop of water on it. 28.7 - 286.9seconds, The mouse then uses his tongue to try and grab the water but fails. 
7. I am 100% confident in my results.", I am 100% confident in my results.
11,115,,,,,ucn,,,
12,78, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 27.5 - 113.3seconds, The mouse then grabs the drop with his tongue and begins to drink. 113.3 - 286.2seconds, The mouse continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
13,82, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 78.9 - 162.4seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 162.4 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
14,99,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 179.8seconds, A close up of a mouse is seen sitting in a cage with a droplet hanging from a spout. 179.8 - 286.4seconds, The mouse then grabs the droplet and drinks it all up.",
15,100, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in a cage. 19.0 - 101.2seconds, A droplet of water is shown hanging from a spout. 103.4 - 286.6seconds, The mouse then grabs the drop and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
16,50, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 286.9seconds, A mouse is sitting in a cage. 17.0 - 286.9seconds, A drop of water is hanging from a spout. 17.0 - 286.9seconds, The mouse reaches for the drop of water with his tongue. 17.0 - 286.9seconds, The mouse drinks the drop of water.
7. I am 100% confident in my results.", I am 100% confident in my results.
17,105,,,,,s,,"1. Yes
2. No
3. Yes
4. 70%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A small mouse is seen sitting in front of a camera and looking off into the distance. 19.5 - 100.3seconds, A dropper then appears with a drop of water on it and the mouse grabs it with his mouth. 100.3 - 286.3seconds, The mouse then drinks the water and looks back to the camera.",
18,79, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A small mouse is seen sitting in front of a camera and looking off into the distance. 17.6 - 110.1seconds, A drop of water is shown dripping down and the mouse grabbing it with his tongue. 108.4 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,96, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 19.2 - 113.4seconds, A drop of water is shown hanging from a spout and the mouse grabs it with his mouth. 115.8 - 286.6seconds, The mouse then drinks the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,101, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A small mouse is seen sitting in front of a spout with a drop of water hanging off of it. 19.4 - 113.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 113.9 - 286.6seconds, He continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
21,89, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A small mouse is seen sitting in front of a spout with a drop of water hanging from it. 17.8 - 119.2seconds, The mouse then moves his paw up to grab the water and drinks it. 119.2 - 286.1seconds, The same process is shown again in slow motion. 
7. I am 100% confident in my results.", I am 100% confident in my results.
22,65, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 286.9seconds, A mouse is sitting in a cage. 1.7 - 286.9seconds, A drop of water is hanging from a metal spout. 28.3 - 286.9seconds, The mouse reaches out and licks the drop of water off the spout. 
7. I am 100% confident in my results.", I am 100% confident in my results.
23,110, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A small rodent is seen sitting in front of a spout with a drop of water hanging off of it. 17.2 - 111.1seconds, The animal then moves his paw up to grab the water and drink it. 111.1 - 286.3seconds, The animal continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,42, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a dropper. 17.8 - 112.2seconds, The dropper moves closer to the mouse and the mouse licks it's paw. 112.2 - 286.2seconds, The mouse then drinks the water from the dropper. 
7. I am 100% confident in my results.", I am 100% confident in my results.
25,97, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A small mouse is seen sitting in front of a spout with a drop of water hanging off. 19.4 - 111.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 112.6 - 286.4seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
26,92, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 19.4 - 111.2seconds, The mouse then attempts to grab the water but fails several times. 112.6 - 234.2seconds, The mouse continues to try and grab the water while the camera watches. 235.6 - 286.2seconds, The mouse finally grabs the water and drinks it. 
7. 95%", 95%
27,116, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 17.3 - 110.2seconds, The mouse then grabs the drop with his paw and attempts to drink it. 108.4 - 286.3seconds, He continues to grab the water but never drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
28,83, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7: The mouse is head-fixed and a water drop is delivered to the spout. 19.3 - 286.7: The mouse attempts to reach the water drop with its tongue but does not make physical contact, resulting in no water being consumed.
7. I am 100% confident in my results.", I am 100% confident in my results.
29,73, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.3 - 113.3seconds, A small drop of water is shown on a spout and the mouse grabs it with his mouth. 108.0 - 286.2seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,80, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7: The mouse is head-fixed and a water drop is delivered to the spout. 29.4 - 100.0: The mouse grabs the water drop with its paw and brings it to its mouth. 100.7 - 286.7: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
31,76, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 19.4 - 113.2seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 113.9 - 286.6seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
32,114, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 18.5 - 111.5seconds, A drop of water is shown dripping down and the mouse grabbing it with his mouth. 111.5 - 286.2seconds, The mouse then drinks the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,52,,,,,ucn,,,
34,0, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A small rodent is seen sitting in front of a camera with a droplet hanging from a string. 19.4 - 100.2seconds, The animal then moves his tongue out and licks the drop. 101.7 - 286.4seconds, He continues to lick the drop over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,81, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 286.9seconds, A mouse is sitting in a cage. 1.7 - 286.9seconds, A drop of water is hanging from a metal spout. 28.3 - 286.9seconds, The mouse grabs the drop with its paw and eats it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
36,87, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A small mouse is seen sitting in front of a camera and looking off into the distance. 19.4 - 103.2seconds, A dropper then appears with a drop of water on the end and the mouse grabs it with his mouth. 103.9 - 286.6seconds, The mouse then drinks the water and looks back to the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
37,117, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 19.8seconds, A close up of a mouse is seen sitting in a cage. 20.7 - 113.5seconds, A dropper then appears with a drop of water on it. 114.4 - 286.3seconds, The mouse then grabs the water and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
