Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
11,2, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A water drop is delivered to the spout. 9.0 - 17.9 seconds: The mouse grabs the drop with its mouth and drinks it. 18.0 - 286.9 seconds: The mouse continues to drink the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
12,31,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 80.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 80.9 - 176.2seconds, The mouse then uses his tongue to lick the drop off and drink it. 176.2 - 286.4seconds, The mouse continues to do this several times while the camera captures his movements.",
13,36,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 17.8 - 109.2seconds, The mouse then grabs the drop with his mouth and begins to drink. 109.2 - 286.4seconds, He continues drinking until the drop is gone.",
14,17, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 28.9 - 100.2seconds, The mouse then grabs a water drop and drinks it. 100.2 - 177.2seconds, The mouse continues to drink the water while the camera watches. 177.2 - 286.2seconds, The mouse finishes drinking and looks back at the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
15,40,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 111.2seconds, The mouse then grabs a water drop and attempts to drink it. 113.5 - 286.4seconds, The mouse continues to try and grab the water but fails.",
16,8,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 78.9 - 160.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 160.2 - 286.2seconds, The mouse continues to drink the water while the camera watches on.",
17,6,,,,,s,,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 18.9 - 101.3seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 101.3 - 286.3seconds, The mouse continues to drink the water while the camera watches.",
18,7, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 18.9 - 101.1seconds, The mouse then grabs a water drop and drinks it. 101.1 - 286.2seconds, The mouse continues to grab more drops and drink them. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,35, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 10.9 - 190.6seconds, The mouse then uses his tongue to grab the water and drink it. 192.8 - 286.4seconds, The mouse continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,21, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off it. 19.0 - 271.4seconds, The mouse then uses his tongue to lick the water off and drink it. 272.2 - 286.2seconds, The mouse continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
21,11, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 111.2seconds, The mouse then grabs a water droplet and drinks it. 111.9 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
22,9, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging from it. 18.9 - 117.2seconds, The mouse then grabs the drop with his mouth and begins to drink. 117.2 - 286.2seconds, He continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
23,15, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 18.9 - 109.2seconds, The mouse then grabs a water droplet and drinks it. 109.2 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,43,,,,,ucn,,1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 8.9 seconds: The mouse is sitting in a cage with its head fixed in place. 9.7 - 18.5 seconds: A drop of water is hanging from a spout above the mouse. 18.5 - 27.3 seconds: The mouse uses its paw to grab the drop of water and bring it to its mouth. 27.3 - 286.4 seconds: The mouse drinks the water.7. I am 100% confident in my results.,
25,34,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 89.7 seconds, The mouse is sitting in a cage waiting for a water drop to fall. 90.3 - 286.4 seconds, A water drop falls and the mouse grabs it with his mouth and drinks it.",
26,3, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 110.2seconds, The mouse then grabs a water droplet and begins licking it. 111.6 - 286.6seconds, The mouse continues to lick the drop while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
27,13, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 9.1 - 179.1seconds, The mouse then uses his tongue to lick the water off the spout. 181.5 - 286.2seconds, He continues licking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
28,45,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 80.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 80.9 - 172.1seconds, The mouse then uses his tongue to lick the drop of water off the spout. 172.1 - 286.1seconds, The mouse continues licking the water off the spout while the camera watches.",
29,53,,,,,f,,"1. No
2. Yes
3. No
4. 0%
5. Failed
6. 0 - 80.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 79.8 - 286.1seconds, The mouse then attempts to grab the water but fails.",
30,20, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A close up of a mouse is seen sitting in front of a spout. 9.1 - 179.1seconds, The mouse then grabs a water droplet with his tongue and begins to drink. 180.5 - 286.2seconds, The mouse continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
31,48,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.7 - 109.2seconds, The mouse then uses his tongue to lick the drop of water off the spout. 109.2 - 286.2seconds, The mouse continues licking the water and moving it around in his hands.",
32,14, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 18.5 - 111.2seconds, The mouse then grabs a water droplet and begins to lick it. 112.5 - 286.5seconds, The mouse continues licking the drop while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,12, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 18.9 - 103.2seconds, The mouse then grabs the drop with his mouth and drinks it all up. 103.2 - 286.2seconds, The mouse continues to drink the water over and over again while the camera captures him. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,23, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.7 - 170.2seconds, The mouse then grabs a water droplet and drinks it. 171.0 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,52,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 119.2seconds, The mouse then uses his tongue to lick the water off the spout. 119.2 - 286.2seconds, He continues licking until he has drank all the water.",
36,10,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 17.8 - 109.7seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 109.7 - 286.4seconds, The mouse continues to drink the water while the camera watches.",
37,0,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 79.8seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 79.8 - 179.2seconds, The mouse then grabs the drop with his mouth and begins to drink. 179.2 - 286.3seconds, The mouse continues drinking while the camera watches on.",
38,81,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 10.8 - 27.9seconds, The mouse then uses his tongue to lick the water off the spout. 27.9 - 286.4seconds, He continues to lick the water off the spout while the camera watches.",
39,38, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A water drop is delivered to the mouse's nose. 9.0 - 17.0 seconds: The mouse grabs the water drop with its mouth. 17.1 - 286.1 seconds: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
40,26, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.8 - 19.4seconds, The mouse then grabs a water droplet and drinks it. 19.4 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,5, Yes, No, No,0.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. No
4. 0%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 19.5 - 109.5seconds, The mouse then grabs a water droplet and drinks it. 110.1 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
42,44,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 9.1 - 179.1seconds, The mouse then grabs a water drop and attempts to drink it. 180.5 - 286.4seconds, The mouse fails to do so and ends up dropping the water.",
