Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
13,21, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 20.7 - 109.2seconds, The mouse then grabs the water and drinks it. 110.1 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
14,86, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 18.9 - 107.8seconds, The mouse then grabs the drop and drinks it. 107.8 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
15,46, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 17.8 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.3seconds, He continues to do this several times while the camera watches. 
7. 99%", 99%
16,24,,,,,ucn,,,
17,19,,,,,ucn,,,
18,11, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 27.8 - 161.4seconds, The mouse then uses his tongue to grab the water and drink it. 158.2 - 286.2seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,92,,,,,ucn,,,
20,109,,,,,ucn,,,
21,15,,,,,ucn,,,
22,43,,,,,ucn,,,
23,34, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 9.0 - 190.5seconds, The mouse then attempts to grab the water but fails. 192.7 - 286.1seconds, The mouse continues to try and grab the water but fails each time. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,13,,,,,ucn,,,
25,47,,,,,ucn,,,
26,83, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a hole with its hands down and tongue out. 17.6 - 110.4seconds, A drop of water is shown on a spout and the mouse grabs it with his paws. 108.7 - 286.2seconds, The mouse then drinks the water and looks back to the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
27,80, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 113.0seconds, The mouse then grabs a water droplet and drinks it. 115.3 - 286.6seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
28,20,,,,,ucn,,,
29,12, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 110.2seconds, The mouse then grabs the water and drinks it. 111.6 - 286.5seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,23, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8: The mouse is head-fixed and waiting for the water drop to be delivered. 7.8 - 19.2: The water drop is delivered and the mouse attempts to retrieve it with its tongue. 19.2 - 286.2: The mouse successfully retrieves the water drop with its tongue and drinks it.
7. I am 100% confident in my results.", I am 100% confident in my results.
31,10,,,,,ucn,,,
32,0,,,,,ucn,,,
33,81, No, Yes, No,0.0,f, Failed,"1. No
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 10.8 seconds: The mouse is seen sitting in front of a spout with a water drop hanging from it. 11.79 - 160.72 seconds: The mouse then uses its paws to grab the drop and bring it to its mouth. 161.61 - 286.61 seconds: The mouse drinks the water and swallows it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,38,,,,,ucn,,,
35,58, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 19.8 seconds: A mouse is seen sitting in front of a spout with a drop of water on it. 20.7 - 101.5 seconds: The mouse then uses his tongue to lick the water off the spout. 102.4 - 286.3 seconds: The mouse continues licking until he has drank all of the water. 
7. 99%", 99%
36,44,,,,,ucn,,,
