Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
30,64, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 109.2 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
31,68, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 17.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 18.5 - 108.2seconds, The mouse then grabs the water with his paws and drinks it. 111.8 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
32,63,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 17.8 - 109.2seconds, The mouse then grabs the water with his paws and drinks it. 109.2 - 286.1seconds, The mouse continues to drink the water while the camera watches.",
33,113,,,,,ucn,,,
34,2,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8seconds, A close up of a mouse is seen sitting in front of a spout. 10.8 - 179.1seconds, The mouse then grabs a drop of water and attempts to drink it. 179.1 - 286.1seconds, The mouse continues to grab the water but fails to drink it.",
35,31,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 119.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 119.2 - 286.4seconds, He continues to drink the water while the camera watches.",
36,50, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A water drop is delivered to the tip of a metal spout. 7.9 - 10.8 seconds: The mouse's tongue makes contact with the water drop. 10.9 - 286.2 seconds: The mouse grabs the water drop with its paws and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
37,91,,,,,ucn,,,
38,60,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 109.2 - 286.6seconds, He continues to drink the water while the camera watches.",
39,71, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a water droplet. 19.4 - 110.3seconds, The mouse then grabs the water with his paws and drinks it. 111.0 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,72,,,,,ucn,,,
41,88,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 18.9 - 107.5seconds, The mouse then grabs the drop and drinks it. 107.5 - 286.1seconds, The mouse continues to drink the water while the camera watches.",
42,36, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 9.0 - 190.3seconds, The mouse then grabs the water with his paws and drinks it. 192.5 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
43,95,,,,,ucn,,,
44,17, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a camera. 19.1 - 111.2seconds, A drop of water is shown dripping down and the mouse grabs it with his mouth. 113.5 - 286.4seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
45,40, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 27.4 - 113.1seconds, The mouse then grabs the water with his paws and puts it in his mouth. 113.1 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
46,105, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a camera. 19.1 - 111.8seconds, A drop of water is shown dripping down and the mouse grabs it with his mouth. 113.1 - 286.3seconds, The mouse then drinks the water and looks back to the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
47,8,,,,,ucn,,,
48,79,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 27.8 - 113.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 113.2 - 286.1seconds, The mouse continues to grab the drops and eat them one by one.",
49,6, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7seconds, A close up of a mouse is seen sitting in front of a camera. 29.4 - 110.2seconds, A droplet of water is shown dripping down and the mouse grabs it with his mouth. 111.6 - 286.2seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
50,96,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 18.9 - 107.0seconds, The mouse then grabs the droplet with his paws and puts it in his mouth. 107.0 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
51,101,,,,,ucn,,,
52,7,,,,,ucn,,,
53,35,,,,,ucn,,,
54,65,,,,,ucn,,,
55,30, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a water spout and looking up at the water. 9.1 - 19.7seconds, The mouse then grabs the water with his paws and drinks it. 20.8 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
56,21,,,,,f,,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.4 - 110.2seconds, The mouse then grabs the drop with his tongue and drinks it. 111.6 - 286.3seconds, The mouse continues to do this over and over again.",
57,110, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a camera. 19.2 - 101.2seconds, A droplet of water is shown on a spout and the mouse grabs it with his paws. 103.6 - 286.4seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
58,46, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.8 seconds: The mouse is seen sitting in front of a spout with a drop of water hanging from it. 10.8 - 27.9 seconds: The mouse then uses its tongue to lick the water off the spout. 27.9 - 286.1 seconds: The mouse continues licking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
59,42, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.9 - 117.2seconds, A droplet of water is shown dripping down and the mouse grabs it with his paws. 117.2 - 286.2seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
60,24,,,,,ucn,,,
61,19,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 17.8 - 109.2seconds, The mouse then grabs the water with his paws and drinks it. 109.2 - 286.3seconds, The mouse continues to drink the water while the camera watches.",
62,94,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 18.9 - 107.4seconds, The mouse then grabs the water with his paws and drinks it. 107.4 - 286.3seconds, The mouse continues to drink the water while the camera watches.",
63,97, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A close up of a mouse is seen sitting in front of a small spout. 27.8 - 116.2seconds, The mouse then grabs a water droplet and begins to drink. 116.2 - 286.1seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
64,11, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.9 seconds, The mouse is sitting in a chair waiting for a water drop to fall from a spout. 18.3 - 19.7 seconds, The mouse grabs the drop with his mouth and drinks it. 20.1 - 286.2 seconds, The mouse continues to drink the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
65,92,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 78.9 - 179.4seconds, The mouse then grabs the water with his paws and drinks it. 179.4 - 286.3seconds, The mouse continues to drink the water while the camera watches.",
66,109, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 19.7 - 111.9seconds, The mouse then grabs the water with his paws and puts it in his mouth. 113.7 - 286.3seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
67,116,,,,,ucn,,,
68,9,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 78.9 - 179.2seconds, The mouse then grabs the water with his paws and drinks it. 179.2 - 286.3seconds, The mouse continues to drink the water while the camera watches.",
69,15, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A close up of a mouse is seen sitting in front of a camera. 18.6 - 101.3seconds, A drop of water is shown dripping down and the mouse grabs it with his paws. 101.3 - 286.1seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
70,43,,,,,ucn,,,
71,34,,,,,ucn,,,
72,3,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 78.9 - 176.4seconds, The mouse then grabs the water with his paws and drinks it. 176.4 - 286.2seconds, The mouse continues to drink the water while the camera watches on.",
73,104,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 19.8seconds, A close up of a mice is seen sitting in front of a small spout. 19.8 - 107.2seconds, The mice then grabs the drop of water with his paws and puts it in his mouth. 107.2 - 286.2seconds, The mice continues to drink the water while the camera watches.",
74,13, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 27.8 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.4seconds, The mouse continues to do this over and over again. 
7. 99%", 99%
75,47,,,,,ucn,,,
76,83, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a small spout. 9.0 - 190.2seconds, The mice watches as a drop of water falls and he grabs it with his mouth. 192.4 - 286.2seconds, He then drinks the water while the camera captures him from above. 
7. 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a small spout. 9.0 - 190.2seconds, The mice watches as a drop of water falls and he grabs it with his mouth. 192.4 - 286.2seconds, He then drinks the water while the camera captures him from above."," 0.0 - 7.8seconds, A close up of a mice is seen sitting in front of a small spout. 9.0 - 190.2seconds, The mice watches as a drop of water falls and he grabs it with his mouth. 192.4 - 286.2seconds, He then drinks the water while the camera captures him from above."
77,73, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a water droplet and attempting to grab it with his tongue. 79.8 - 179.2seconds, The mouse grabs the drop but does not drink it. 179.2 - 286.1seconds, He then tries again and drinks the drop. 
7. I am 100% confident in my results.", I am 100% confident in my results.
78,45,,,,,ucn,,,
79,80,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 87.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 87.9 - 179.2seconds, The mouse then grabs the water with his paws and drinks it. 179.2 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
80,53, Yes, Yes, No,0.0,f, Failed,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 17.9seconds, A close up of a mouse is seen sitting in a cage with a small water droplet hanging from a metal spout. 18.5 - 110.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 111.7 - 286.6seconds, The mouse continues to drink the water while the camera watches on. 
7. 100%", 100%
81,20, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8seconds, A mouse is seen sitting in front of a water spout and grabbing the water with his tongue. 19.8 - 107.0seconds, The mouse continues to drink the water while the camera watches. 107.0 - 286.2seconds, The mouse grabs the water with his paws and drinks it up. 
7. 99%", 99%
82,48, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a camera. 19.4 - 113.2seconds, A drop of water is shown dripping down and the mouse grabs it with his paws. 113.9 - 286.3seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
83,14, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.9 - 111.2seconds, A drop of water is shown dripping down and the mouse grabs it with his mouth. 108.2 - 286.1seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
84,12,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 17.8 - 109.2seconds, The mouse then grabs the water with his mouth and begins to drink. 109.2 - 286.3seconds, The mouse continues drinking while the camera watches on.",
85,90,,,,,ucn,,,
86,114, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a camera. 19.4 - 102.2seconds, A drop of water is shown dripping down and the mouse grabs it with his mouth. 103.6 - 286.6seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
87,57,,,,,ucn,,,
88,119,,,,,ucn,,,
89,10,,,,,ucn,,,
90,81,,,,,ucn,,,
91,38, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A water drop is delivered to the tip of a metal spout. 7.9 - 19.0 seconds: The mouse watches the drop intently. 19.1 - 20.2 seconds: The mouse grabs the drop with its mouth and begins to drink. 20.3 - 286.1 seconds: The mouse continues to drink the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
92,26, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8: The mouse is head-fixed and waiting for the water drop to be delivered. 8.0 - 19.0: The water drop is delivered and the mouse attempts to reach it with its tongue but fails. 20.0 - 286.0: The mouse grabs the water drop with its paws and drinks it.
7. I am 100% confident in my results.", I am 100% confident in my results.
93,58,,,,,ucn,,,
94,55,,,,,ucn,,,
95,87,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8seconds, A close up of a mouse is seen sitting in front of a water droplet. 19.8 - 107.0seconds, The mouse then grabs the droplet with his paws and puts it in his mouth. 107.0 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
