Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,4, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 18.5 - 107.2seconds, The mouse then grabs the water with his mouth and drinks it. 110.5 - 287.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
11,41,,,,,f,,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 17.8 - 110.1seconds, The mouse then uses his tongue to grab the water and drink it. 110.1 - 286.1seconds, The mouse continues to do this over and over again while the camera captures him.",
12,1,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 18.9 - 117.0seconds, The mouse then grabs the water with his paws and drinks it. 117.0 - 286.1seconds, The mouse continues to drink the water while the camera watches.",
13,16,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 78.9 - 172.7seconds, The mouse then uses his tongue to grab the water and drink it. 172.7 - 286.1seconds, The mouse continues drinking the water while the camera watches on.",
14,51, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with its tongue out and paw up. 78.9 - 169.1seconds, The mouse then grabs the water and drinks it. 169.1 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
15,37, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7 seconds, The mouse is sitting in a chair licking his lips. 19.3 - 286.7 seconds, A drop of water is hanging from a metal spout and the mouse tries to get it with his tongue. 
7. I am 100% confident in my results.", I am 100% confident in my results.
16,54, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7: The mouse is shown waiting for the water drop to be delivered. 19.3 - 100.0: The mouse grabs the drop with its tongue and drinks it. 100.6 - 286.7: The mouse continues to drink the water.
7. I am 100% confident in my results.", I am 100% confident in my results.
17,39, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9 seconds, The mouse is sitting in a chair licking his lips. 19.7 - 265.3 seconds, A drop of water is placed on a metal spout and the mouse tries to get it with his tongue. 266.1 - 286.1 seconds, He licks at it several times but can't reach it. 
7. 99%", 99%
18,29,,,,,ucn,,,
19,49, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 20.8 seconds, The mouse is seen sitting in a cage with its head fixed in place. 21.9 - 72.5 seconds, A small water droplet is shown on a metal spout. 73.6 - 111.2 seconds, The mouse uses his tongue to lick the droplet off of the spout. 112.3 - 286.4 seconds, The mouse drinks the water and swallows it. 
7. 100%", 100%
20,64, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 27.5 - 172.8seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 168.5 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
21,63, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.4 - 127.2seconds, The mouse then uses his tongue to grab the water and drink it. 130.5 - 286.1seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
22,56, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.8seconds, A mouse is seen sitting in a cage with its head fixed and a drop of water hanging from a metal spout. 27.8 - 109.2seconds, The mouse then grabs the water with his tongue and drinks it. 109.2 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
23,31, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.4 - 160.2seconds, The mouse then grabs a water droplet and begins to drink. 148.1 - 286.1seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,50,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.9 - 107.3seconds, The mouse then uses his tongue to grab the water and drink it. 107.3 - 286.3seconds, The mouse continues to do this several times while the camera watches.",
25,60, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 27.4 - 113.1seconds, The mouse then uses his tongue to lick the water off the spout. 113.1 - 286.3seconds, He continues licking until he has drank all the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
26,17, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9 seconds, The mouse is sitting on a table waiting for a water drop to fall. 18.9 - 27.4 seconds, A water drop falls and the mouse uses his tongue to grab it. 27.4 - 286.4 seconds, The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
27,40, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.8seconds, A close up of a mouse is seen sitting in a cage. 29.2 - 171.1seconds, A drop of water is shown on a spout and the mouse grabs it with his mouth. 173.5 - 286.2seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
28,6, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.2 - 161.2seconds, The mouse then grabs a water drop and begins to drink. 147.8 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
29,7, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A mouse is seen sitting in a cage with its head fixed in place. 8.9 - 17.5 seconds: A water droplet is shown dripping from a spout. 18.6 - 286.8 seconds: The mouse uses his tongue to lick the water off of the spout and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,35, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8 seconds: A mouse is seen sitting in front of a spout with a drop of water on it. 10.8 - 17.9 seconds: The mouse then uses his tongue to lick the water off the spout. 17.9 - 286.2 seconds: The mouse continues licking until he has the entire drop in his mouth and swallows. 
7. 99%", 99%
31,69,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.2seconds, The mouse continues to do this several times while the camera watches.",
32,30, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8 seconds: A water drop is delivered to a head-fixed mouse. 7.9 - 286.2 seconds: The mouse uses its right paw to retrieve the water drop and drink it.
7. I am 100% confident in my results.", I am 100% confident in my results.
33,21, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.9 seconds, The mouse is seen sitting in front of a spout with water dripping from it. 18.5 - 111.7 seconds, The mouse then uses his tongue to lick the water off the spout. 112.3 - 286.2 seconds, The mouse continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,46, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 113.3seconds, The mouse then grabs a water droplet and begins to lick it. 113.3 - 286.2seconds, The mouse continues licking the water until it is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,42, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 27.6 - 163.2seconds, The mouse then grabs the water and drinks it all up. 163.2 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
36,24, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 28.5 - 172.1seconds, The mouse then grabs a water droplet and begins to drink. 173.5 - 286.2seconds, The mouse continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
37,19, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7: The mouse is head-fixed and a water drop is delivered to the spout. 19.3 - 226.7: The mouse uses its right paw to grab the water drop and drink it. 227.3 - 286.7: The mouse drops the water drop and does not attempt to retrieve it again.
7. I am 100% confident in my results.", I am 100% confident in my results.
38,11, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in a cage with its head fixed and a drop of water hanging from a metal spout. 27.4 - 160.4seconds, The mouse then grabs the water with his tongue and drinks it. 151.9 - 286.4seconds, The mouse continues to drink the water while the camera captures him. 
7. I am 100% confident in my results.", I am 100% confident in my results.
39,15, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a camera and grabbing a water droplet with its mouth. 78.9 - 177.4seconds, The mouse then drinks the water while moving his paws around. 177.4 - 286.1seconds, He continues to drink the water until it's all gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,43, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.2 - 111.2seconds, The mouse then grabs a water droplet and begins to drink. 108.5 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,34,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 19.8seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 19.8 - 107.2seconds, The mouse then uses his tongue to lick the water off the spout. 107.2 - 286.2seconds, The mouse continues licking the water off the spout while the camera watches.",
42,3,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.7 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.2seconds, The mouse continues drinking the water while the camera watches.",
