Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
14,4, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.4 - 110.3seconds, The mouse then uses his tongue to grab the water and drink it. 111.0 - 286.3seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
15,41,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.8 - 107.3seconds, The mouse then uses his tongue to lick the water off the spout. 107.3 - 286.2seconds, He continues licking until he has drank all the water.",
16,1, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 23.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 23.8 - 107.9seconds, The mouse then grabs the water and drinks it. 107.9 - 286.2seconds, The mouse continues to drink the water over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
17,75, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a water spout and licking the drop. 79.5 - 179.1seconds, The mouse continues to lick the drop while the camera watches. 180.5 - 288.2seconds, The mouse drinks all the water in the end. 
7. I am 100% confident in my results.", I am 100% confident in my results.
18,16, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 79.8 - 179.0seconds, The mouse then uses his tongue to lick the water off and drink it. 179.0 - 286.1seconds, He continues to do this several times while the camera captures his movements. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,51, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 29.0 - 163.6seconds, The mouse then grabs a water droplet and drinks it. 166.9 - 287.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,74,,,,,ucn,,,
21,54,,,,,ucn,,,
22,82,,,,,ucn,,,
23,39, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.1 - 113.0seconds, The mouse then uses his tongue to grab the drop and drink it. 115.5 - 286.6seconds, The mouse continues grabbing the drops while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,29,,,,,ucn,,,
25,49,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 170.1seconds, The mouse then grabs a water droplet and drinks it. 172.3 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
26,64, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 27.8 - 109.2seconds, The mouse then grabs the drop with his tongue and begins to drink. 109.2 - 286.1seconds, He continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
27,68, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a small spout with water dripping down. 19.4 - 265.1seconds, The mouse then reaches out and licks the water off the spout. 266.7 - 286.2seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
28,63, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 103.3seconds, The mouse then grabs the water and drinks it. 104.0 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
29,2, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.9 - 103.3seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 103.3 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,31, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is sitting in a chair waiting for a water drop to be delivered. 19.8 - 27.5 seconds, A water drop is delivered to the mouse and it uses its tongue to grab the drop. 27.5 - 286.2 seconds, The mouse then drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
31,50, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 10.8 - 197.4seconds, The mouse then uses his tongue to grab the water and drink it. 197.4 - 286.2seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
32,71, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A mouse is seen sitting in front of a spout with a drop of water on it. 7.8 - 19.4 seconds: The mouse then uses its tongue to lick the water off the spout. 19.4 - 286.2 seconds: The mouse continues licking the water off the spout while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,72,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 17.8 - 109.1seconds, The mouse then uses his tongue to lick the water off the edge. 109.1 - 286.1seconds, He continues licking until he has drank all the water.",
34,36, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 78.9 - 179.2seconds, The mouse then uses his tongue to grab the water and drink it. 179.2 - 286.2seconds, He continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,17,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.7 - 119.2seconds, The mouse then uses his tongue to lick the water off and drink it. 119.2 - 286.2seconds, He continues to do this several times while the camera watches.",
36,40, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 9.0 - 286.1seconds, The mouse then uses his tongue to lick the water off and drink it. 
7. 99% confident", 99% confident
37,79, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8 seconds, The mouse is sitting in a chair waiting for a water drop to fall from above. 17.8 - 21.9 seconds, The mouse uses his tongue to lick the water drop off of the spout. 21.9 - 286.1 seconds, The mouse drinks the water drop. 
7. I am 100% confident in my results.", I am 100% confident in my results.
38,6, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7seconds, A close up of a mouse is seen sitting in front of a camera. 29.4 - 171.1seconds, The mouse then grabs a water droplet and drinks it. 172.8 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
39,7, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a water droplet and licking it. 9.1 - 286.2seconds, The mouse then grabs the drop with his paws and eats it all up. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,35, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 27.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 28.6 - 161.7seconds, The mouse then grabs the drop and drinks it. 162.4 - 287.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,69,,,,,ucn,,,
42,65,,,,,ucn,,1. Yes2. No3. No4. 0%5. Failed6. 0.0 - 17.8 seconds: A mouse is seen sitting in front of a small spout with water dripping from it. 17.8 - 23.9 seconds: The mouse then uses his tongue to flick the water off the spout and into its mouth. 23.9 - 286.2 seconds: The mouse continues to do this several times.,
43,30, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 11.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 11.8 - 19.7seconds, The mouse then grabs the water and drinks it. 19.7 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. 99% confident", 99% confident
44,21, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.8 - 107.3seconds, The mouse then uses his tongue to grab the water and drink it. 107.3 - 286.4seconds, The mouse continues drinking the water while the camera watches. 
7. 99%", 99%
45,46, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.9 - 111.2seconds, The mouse then grabs the water and drinks it. 111.2 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
46,24, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.9 - 170.4seconds, The mouse then uses his tongue to lick the water off and drink it. 170.4 - 286.3seconds, He continues to do this several times while the camera watches. 
7. 99%", 99%
47,19, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.4 - 111.2seconds, The mouse is shown licking a drop of water off of a spout. 108.1 - 286.2seconds, The mouse continues to lick the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
48,94, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 17.8 - 109.1seconds, The mouse then grabs the drop and drinks it. 109.1 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
49,11, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.2 - 161.8seconds, The mouse then grabs the drop of water and drinks it. 159.2 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
50,9, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.8 seconds: The mouse is seen sitting in front of a spout with a drop of water on it. 11.79 - 286.2 seconds: The mouse then uses its tongue to lick the water off the spout and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
51,43, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a water spout and grabbing the water with his tongue. 17.8 - 109.7seconds, The mouse continues to drink the water while the camera watches. 109.7 - 286.6seconds, The mouse grabs the water drop several times and drinks it all up. 
7. 99%", 99%
52,34, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.7seconds, A mouse is seen sitting in front of a water spout and grabbing the drop with his tongue. 29.4 - 173.2seconds, The mouse continues to drink the water while the camera watches. 174.9 - 286.2seconds, The mouse grabs the drop several more times and drinks it all up. 
7. 100%", 100%
53,3, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: The mouse is seen sitting in front of a spout with water dripping from it. 9.2 - 17.9 seconds: The mouse uses its paw to grab the water and bring it to its mouth. 18.4 - 286.7 seconds: The mouse continues to drink the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
54,13, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.8 seconds: A water drop is delivered to the mouse's nose. 11.0 - 27.9 seconds: The mouse uses its tongue to grab the water drop. 28.1 - 286.9 seconds: The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
55,73, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9 seconds, The mouse is seen sitting in front of a spout with water dripping down. 19.71 - 102.2 seconds, The mouse then uses his tongue to lick the water off the spout. 103.0 - 286.2 seconds, The mouse continues to drink the water while the camera watches. 
7. 99%", 99%
56,45, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.9 - 173.2seconds, The mouse then uses his tongue to lick the water off and drink it. 173.2 - 286.2seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
57,53, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 81.2 - 217.2seconds, The mouse then uses his tongue to grab the drop and drink it. 219.6 - 286.4seconds, The mouse continues drinking while the camera captures him. 
7. I am 100% confident in my results.", I am 100% confident in my results.
58,20,,,,,ucn,,,
59,70,,,,,ucn,,,
60,48, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a water spout and grabbing the water with his tongue. 9.0 - 286.7seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
61,14, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.4 - 111.2seconds, The mouse then grabs the drop with his tongue and drinks it. 112.6 - 286.2seconds, The mouse continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
62,76, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with its tongue out and paw up. 80.9 - 179.0seconds, The mouse then grabs the water and drinks it. 180.1 - 286.3seconds, The mouse continues to drink while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
63,23, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a water droplet and licking it. 28.9 - 73.4seconds, The mouse continues to lick the droplet over and over again. 73.4 - 127.5seconds, The mouse then grabs the droplet with his paw and puts it in his mouth. 127.5 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. 100%", 100%
64,57,,,,,ucn,,,
65,52, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.7 - 110.5seconds, The mouse then grabs the drop and puts it in his mouth. 111.3 - 286.3seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
66,10,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 79.5 - 286.1seconds, The mouse then uses his tongue to grab the water and drink it.",
67,0, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 29.3 - 171.4seconds, The mouse then grabs the water and drinks it. 173.9 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
68,38,,,,,ucn,,,
69,26, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is sitting in a machine licking his lips. 20.7 - 106.5 seconds, A drop of water is placed on the spout and the mouse grabs it with his tongue. 107.4 - 286.3 seconds, He then drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
70,58,,,,,ucn,,,
71,55,,,,,ucn,,,
72,87, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 78.9 - 178.3seconds, The mouse then uses his tongue to lick the water off and drink it. 178.3 - 286.3seconds, He continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
73,5, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 9.1 - 191.5seconds, The mouse then uses his tongue to grab the water and drink it. 192.6 - 286.2seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
