Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,21, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off it. 19.4 - 111.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 111.9 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
11,24, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off it. 10.8 - 179.1seconds, The mouse then grabs the drop with his paw and attempts to drink it. 179.1 - 286.1seconds, He continues to try and grab the drop but fails. 
7. I am 100% confident in my results.", I am 100% confident in my results.
12,19, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.3 - 161.3seconds, The mouse then grabs a water droplet and drinks it. 161.3 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
13,11, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 193.2seconds, The mouse then uses his tongue to lick the water off the spout. 193.2 - 286.1seconds, He continues licking until he has the entire drop in his mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
14,9, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off. 19.4 - 100.3seconds, The mouse then moves his paw up to grab the water and drinks it. 101.0 - 286.3seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
15,15,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 10.8 - 19.7seconds, The mouse then uses his tongue to lick the drop off. 19.7 - 286.6seconds, He then drinks the water while the camera watches.",
16,3, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.1seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 109.1 - 286.3seconds, He continues to drink the water while the camera watches. 
7. 99%", 99%
17,13,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.0 - 171.2seconds, The mouse then uses his tongue to lick the drop off and into his mouth. 171.2 - 286.2seconds, He continues to do this several times while the camera watches.",
18,20, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 2.8seconds, A close up of a mouse is seen sitting in front of a spout. 2.9 - 17.3seconds, The mouse then grabs a water droplet with his paw and brings it to his mouth. 17.3 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,14, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 10.8 - 179.5seconds, The mouse then uses his tongue to grab the water and drink it. 180.6 - 286.3seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,12,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 9.2 - 180.2seconds, The mouse then grabs a water droplet with his tongue and drinks it. 181.7 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
21,23,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 79.8 - 179.0seconds, The mouse then grabs the drop with his paws and attempts to drink it. 179.0 - 286.2seconds, However, he fails to do so and ends up dropping the water.",
22,10, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 9.0 - 190.1seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 191.3 - 286.1seconds, He continues to drink the water while the camera watches. 
7. 100%", 100%
23,0, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 10.8 - 197.1seconds, The mouse then uses his tongue to lick the water off and drinks it. 197.1 - 286.3seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,26, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 79.8 - 160.8seconds, The mouse then grabs the drop with his paws and brings it to his mouth. 160.8 - 286.2seconds, He then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
25,5,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.9 - 107.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 107.2 - 286.2seconds, He continues to drink the water while the camera watches.",
