Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
23,29, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.2 - 111.2seconds, The mouse then grabs a water drop and drinks it. 113.6 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,49, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 9.1 - 170.2seconds, The mouse then grabs a water droplet and attempts to drink it. 171.0 - 286.4seconds, The mouse continues to try and grab the water but fails. 
7. I am 100% confident in my results.", I am 100% confident in my results.
25,64,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.3 - 101.4seconds, The mouse then grabs the drop with his tongue and drinks it. 102.0 - 286.4seconds, The mouse continues to drink the water while the camera watches.",
26,68,,,,,ucn,,,
27,63,,,,,ucn,,,
28,2, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 198.4seconds, The mouse then grabs a water droplet and drinks it. 201.5 - 286.2seconds, The mouse continues to drink while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
29,56, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 109.1seconds, The mouse then uses his tongue to lick the water off and drinks it. 109.1 - 286.5seconds, He continues to drink the water while the camera watches him. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,31,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.7 - 109.2seconds, The mouse then uses his tongue to lick the water off the spout. 109.2 - 286.2seconds, He continues to do this several times while the camera watches.",
31,50, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A water drop is delivered to the spout. 7.9 second <till 16.2 second: The mouse's tongue makes contact with the water drop. 16.3 second <till 286.2 second: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
32,91, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8seconds, A mouse is seen sitting in a cage with its head fixed in place. 11.7 - 191.4seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 192.3 - 286.2seconds, The mouse then drinks the water while still being held in place. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,60, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 78.9 - 179.2seconds, The mouse then uses his tongue to lick the water off and drink it. 179.2 - 286.1seconds, The mouse continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,71, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.7 seconds: A mouse is seen sitting in front of a spout with a drop of water on it. 10.7 - 286.9 seconds: The mouse then uses his tongue to lick the water off and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,72, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.4 - 100.2seconds, The mouse then uses his tongue to lick the water off the spout. 101.6 - 286.7seconds, He continues to do this several times while the camera watches. 
7. 99%", 99%
36,88,,,,,ucn,,,
37,36, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.4 - 103.2seconds, The mouse then uses his tongue to lick the water off the spout. 104.9 - 286.6seconds, He continues licking until he has drank all the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
38,17,,,,,ucn,,,
39,40, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 10.9 - 190.8seconds, The mouse then uses his tongue to try and grab the water. 191.9 - 286.6seconds, He licks the water off but doesn't drink any. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,8, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.9 - 286.1seconds, The mouse then grabs a water drop and drinks it all up. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,79, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in a cage with its head fixed and a drop of water hanging from a metal spout. 19.1 - 113.2seconds, The mouse then uses his tongue to lick the water off the spout. 121.4 - 286.4seconds, The mouse continues licking the water while the camera captures his movements. 
7. I am 100% confident in my results.", I am 100% confident in my results.
42,7, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 111.6seconds, The mouse then grabs a water drop and begins licking it. 112.3 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
43,35, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.8 - 113.4seconds, The mouse then grabs a water droplet and attempts to drink it. 113.4 - 286.3seconds, The mouse continues to grab the water but fails to do so. 
7. I am 100% confident in my results.", I am 100% confident in my results.
44,69,,,,,ucn,,,
45,65,,,,,ucn,,,
46,30,,,,,ucn,,,
47,46,,,,,ucn,,,
48,42, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 109.2seconds, The mouse then uses his tongue to lick the water off the spout. 109.2 - 286.3seconds, He continues licking until he has no more water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
49,24, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.4 - 103.3seconds, The mouse then uses his tongue to lick the water off the spout. 104.0 - 286.7seconds, He continues licking until he has the entire drop in his mouth and swallows. 
7. I am 100% confident in my results.", I am 100% confident in my results.
50,19, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.5 - 111.3seconds, The mouse then uses his tongue to lick the water off the spout. 108.1 - 286.4seconds, He continues licking until he has the entire drop in his mouth and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
51,94,,,,,ucn,,,
52,11, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.9 - 103.8seconds, The mouse then grabs the water and drinks it. 103.8 - 286.6seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
53,92, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.4 - 110.2seconds, The mouse then attempts to grab the water but fails several times. 111.6 - 286.3seconds, The mouse continues to try and grab the water but never succeeds. 
7. I am 100% confident in my results.", I am 100% confident in my results.
54,9, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.9 - 103.3seconds, The mouse then uses his tongue to lick the water off the spout. 103.3 - 286.2seconds, He continues licking until he has no more water to drink. 
7. I am 100% confident in my results.", I am 100% confident in my results.
55,85,,,,,ucn,,,
56,43, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.8 - 113.2seconds, The mouse then grabs a water droplet and drinks it. 113.2 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
57,34, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.0 - 103.7seconds, The mouse then grabs a water droplet and attempts to drink it. 111.2 - 286.2seconds, The mouse continues to try and grab the water but fails. 
7. I am 100% confident in my results.", I am 100% confident in my results.
58,3,,,,,ucn,,,
59,13, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 110.3seconds, The mouse then grabs the drop with his tongue and drinks it. 110.3 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
60,47, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 103.2seconds, The mouse then grabs a water drop and begins licking it. 104.6 - 286.3seconds, The mouse continues to lick the drop while moving his paws around. 
7. I am 100% confident in my results.", I am 100% confident in my results.
61,83, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 10.7 - 190.2seconds, The mouse then grabs a water drop and drinks it. 191.0 - 286.2seconds, The mouse continues to drink while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
62,73, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 18.5 - 179.1seconds, The mouse then grabs a water droplet and drinks it. 182.9 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
63,45, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.8 - 113.2seconds, The mouse then grabs a water droplet and attempts to drink it. 113.2 - 286.2seconds, The mouse continues to grab the droplet over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
64,80, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 111.5seconds, The mouse then grabs a water drop and drinks it. 113.8 - 286.6seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
65,53, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 101.4seconds, The mouse then grabs the water and drinks it. 103.7 - 286.6seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
66,20, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.5 - 111.6seconds, The mouse then uses his tongue to lick the water off the spout. 112.2 - 286.2seconds, He continues licking until he has the entire drop in his mouth and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
67,48, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.6 - 111.2seconds, The mouse then grabs a water droplet and begins licking it. 111.2 - 286.1seconds, The mouse continues to lick the droplet while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
68,14, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.0seconds, The mouse then uses his tongue to grab the water and drink it. 109.0 - 286.2seconds, The mouse continues to do this over and over again. 
7. 99%", 99%
69,12,,,,,ucn,,,
70,23, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.5 - 111.3seconds, The mouse then grabs a water droplet and drinks it. 112.6 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
71,57, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 182.2seconds, The mouse then grabs a water drop and begins licking it. 183.7 - 286.4seconds, The mouse continues to lick the drop while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
72,52, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.9 - 177.3seconds, The mouse then uses his tongue to lick the water off and drinks it. 177.3 - 286.2seconds, He continues to drink the water while the camera watches him. 
7. I am 100% confident in my results.", I am 100% confident in my results.
73,10, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.8 - 111.4seconds, The mouse then grabs a water droplet and begins licking it. 111.4 - 286.2seconds, The mouse continues to lick the droplet while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
74,0, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 79.5 - 178.4seconds, The mouse then grabs the drop and puts it in his mouth. 179.0 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
75,26,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a water drop hanging off the edge. 19.4 - 101.2seconds, The mouse then uses his tongue to grab the drop and drink it. 102.6 - 286.9seconds, The mouse continues to do this several times while the camera watches.",
76,58, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 111.1seconds, The mouse then grabs a water droplet and drinks it. 114.4 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
77,5, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.4 - 113.2seconds, The mouse then grabs a water droplet and drinks it. 113.2 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
78,44, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.4 - 101.3seconds, The mouse then uses his tongue to grab the water and drink it. 102.0 - 286.4seconds, The mouse continues drinking while the camera watches from the side. 
7. I am 100% confident in my results.", I am 100% confident in my results.
