Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
27,2, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a metal spout. 80.9 - 173.2 seconds, The mouse then uses his tongue to lick the droplet off of the spout. 173.2 - 286.2 seconds, The mouse continues licking until all of the water is gone. 
7. 99%", 99%
28,56, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 89.7 seconds, The mouse is shown sitting in a clamp and licking his lips. 90.3 - 183.2 seconds, A drop of water is placed on the spout and the mouse grabs it with his mouth. 183.8 - 286.4 seconds, He then proceeds to lick the drop of water off of his mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
29,50,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A close up of a mouse is seen with a water droplet hanging from a spout. 79.8 - 160.2seconds, The mouse then grabs the droplet with his tongue and drinks it. 160.2 - 286.1seconds, The mouse continues to drink the water while the camera watches on.",
30,60, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.9 seconds: A water drop is placed on a metal spout. 9.0 - 27.9 seconds: The mouse watches the drop intently. 28.0 - 288.9 seconds: The mouse licks the drop off the spout and swallows it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
31,72, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 89.7 seconds, The mouse is seen sitting in front of a water droplet and grabbing it with his tongue. 90.3 - 161.2 seconds, The mouse then grabs the water and puts it in his mouth. 161.8 - 286.4 seconds, The mouse continues to drink the water while looking back at the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
32,36, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.9 seconds: A water drop is placed on a metal spout. 9.0 - 27.9 seconds: The mouse watches the drop intently. 28.0 - 288.9 seconds: The mouse licks the drop off the spout and swallows it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,17, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A water drop is delivered to the mouse's nose. 9.0 - 18.0 seconds: The mouse uses its right paw to grab the water drop. 18.3 - 286.7 seconds: The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,40,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 8.7seconds, A close up of a mouse is seen with a water droplet hanging from a spout. 9.0 - 180.2seconds, The mouse then uses his tongue to grab the water and drink it. 181.5 - 286.2seconds, The mouse continues drinking the water while the camera watches.",
35,8, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A metal spout with a drop of water is shown. 9.0 - 18.9 seconds: A mouse is shown in a head fixed position. 19.0 - 232.1 seconds: The mouse uses its right paw to grab the drop of water and drink it. 232.1 - 286.1 seconds: The mouse continues to drink the water until it is gone.
7. I am 100% confident in my results.", I am 100% confident in my results.
36,6, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A water drop is placed on a metal spout. 9.0 - 18.3 seconds: The mouse watches the drop intently. 18.6 - 286.3 seconds: The mouse licks the drop off the spout and swallows it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
37,7, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a metal spout. 80.9 - 179.2 seconds, The mouse then uses his tongue to lick the droplet off of the spout. 179.2 - 286.2 seconds, The mouse continues licking until all of the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
38,35, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a metal spout. 80.9 - 172.2 seconds, The mouse then uses his tongue to lick the droplet off of the spout. 172.2 - 286.2 seconds, The mouse continues licking until all of the water is gone. 
7. 99%", 99%
39,69, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9 seconds, The mouse is shown sitting in a chair with his head fixed and a metal spout in front of him. 80.9 - 107.2 seconds, A drop of water is placed on the tip of the spout. 107.2 - 123.4 seconds, The mouse uses his tongue to lick the drop of water off the spout. 123.4 - 286.2 seconds, The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,65, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 1.7 seconds: A mouse is seen sitting in a cage with its head fixed in place. 1.8 - 19.2 seconds: A small water droplet is shown on a metal spout in front of the mouse. 20.2 - 286.9 seconds: The mouse uses its tongue to lick up the water and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,21, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A water drop is placed on a metal spout. 9.0 - 19.3 seconds: The mouse watches the drop intently. 20.0 - 286.7 seconds: The mouse uses its tongue to grab the drop and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
42,46,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A close up of a mouse is seen with a water droplet hanging from a spout. 18.7 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.3seconds, The mouse continues to do this several times while the camera watches.",
43,42, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9 seconds, The mouse is shown sitting in a chair with his head fixed and a drop of water hanging from a spout. 80.9 - 170.5 seconds, The mouse uses its paw to grab the water and put it in its mouth. 170.5 - 286.2 seconds, The mouse continues to drink the water until it is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
44,24, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A mouse is seen sitting in a cage with its head fixed in place. 9.2 - 18.2 seconds: A metal spout appears and a drop of water hangs from it. 18.7 - 286.7 seconds: The mouse uses his tongue to lick the drop of water off the spout. 
7. I am 100% confident in my results.", I am 100% confident in my results.
45,19, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 1.8 seconds: A water drop is placed on a metal spout. 1.9 - 21.7 seconds: The mouse uses its tongue to retrieve the water drop. 21.8 - 286.4 seconds: The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
46,11, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A water drop is placed on a metal spout. 9.0 - 20.9 seconds: The mouse reaches out with its paw and grabs the water drop. 21.2 - 286.2 seconds: The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
47,15,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9 seconds, The mouse is shown sitting in a chair with his head fixed and a metal tube in front of him. 80.9 - 170.5 seconds, A drop of water is placed on the end of the tube and the mouse tries to lick it off. 170.5 - 286.4 seconds, He is unsuccessful and the drop falls back into the container.",
48,43, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A water drop is delivered to a head-fixed mouse. 9.0 - 18.0 seconds: The mouse uses its right paw to grab the water drop. 18.1 - 286.1 seconds: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
49,34, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 89.7 seconds, The mouse is shown sitting in a chair with his head fixed and a metal tool holding a drop of water on the tip of a spout. 90.3 - 171.1 seconds, The mouse then uses his tongue to lick the drop of water off the spout. 171.7 - 286.4 seconds, The mouse continues to drink the water until it is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
50,47,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a metal spout. 18.9 - 173.2 seconds, The mouse then uses his tongue to lick the droplet off of the spout. 173.2 - 286.2 seconds, He continues to drink until the drop is gone.",
51,73,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 87.9seconds, A close up of a mouse is seen sitting in a cage with a small drop of water hanging from a spout. 87.9 - 179.1seconds, The mouse then grabs the water with his tongue and begins to drink. 179.1 - 286.2seconds, The mouse continues drinking while the camera watches on.",
52,45, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A water drop is placed on a metal spout. 9.0 - 19.5 seconds: The mouse watches the drop intently. 20.1 - 286.5 seconds: The mouse uses its tongue to grab the drop and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
53,80, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A close up of a mice is seen with a droplet of water hanging from a spout. 9.1 - 180.3seconds, The mice then uses his tongue to grab the water and drink it. 181.7 - 286.4seconds, The mice continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
54,53,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in a cage with a small drop of water hanging from a spout. 18.7 - 109.2seconds, The mouse then grabs the drop with his tongue and drinks it. 109.2 - 286.2seconds, The mouse continues to drink the water over and over again.",
55,20,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A close up of a mice is seen sitting in a cage. 19.1 - 113.2seconds, A droplet of water is shown hanging from a spout. 115.5 - 286.4seconds, The mice then uses his tongue to lick the drop off and drink it.",
56,48,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in a cage with a metal spout in front of it. 19.4 - 103.2seconds, The mouse then grabs the water and drinks it all up. 104.6 - 286.4seconds, The mouse continues to drink the water while the camera watches on.",
57,12, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a metal spout. 17.8 - 190.1 seconds, The mouse then uses his tongue to lick the droplet off of the spout. 190.1 - 286.1 seconds, The mouse drinks the entire drop of water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
58,76, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.9 seconds: A water drop is delivered to the mouse's nose. 9.0 - 27.9 seconds: The mouse uses its tongue to retrieve the water drop. 28.0 - 286.9 seconds: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
59,23, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A water drop is delivered to the mouse's nose. 9.0 - 286.7 seconds: The mouse uses its tongue to retrieve the water drop and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
60,57, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 9.1 - 180.2seconds, The mouse then uses his tongue to grab the drop and drink it. 181.6 - 286.4seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
61,119, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in a cage with a droplet of water hanging above it. 17.8 - 119.2seconds, The mouse then grabs the water with his tongue and begins to eat it. 119.2 - 286.1seconds, The mouse continues to eat the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
62,52,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 18.7seconds, A close up of a mouse is seen with a metal spout in front of it. 19.4 - 101.2seconds, The mouse then grabs a hold of the water and drinks it. 102.6 - 286.6seconds, The mouse continues to drink the water while the camera watches on.",
63,81,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in a cage with a small drop of water hanging from a spout. 18.7 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.2seconds, The mouse continues to do this several times while the camera watches.",
64,38, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.9 seconds: A water drop is placed on a metal spout. 9.0 - 27.9 seconds: The mouse watches the drop intently. 28.0 - 288.9 seconds: The mouse licks the drop off the spout and swallows it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
65,26, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.9 seconds: A water drop is placed on a metal spout. 9.0 - 17.9 seconds: The mouse reaches out with its right paw and touches the water drop. 18.0 - 286.1 seconds: The mouse licks the water drop off of the spout. 
7. I am 100% confident in my results.", I am 100% confident in my results.
66,5, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A close up of a mouse is seen sitting in a cage. 10.9 - 190.2seconds, A metal spout is shown dripping water and the mouse drinks it. 191.4 - 286.1seconds, The mouse continues to drink the water as the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
67,44, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 9.1 - 180.4seconds, The mouse then uses his tongue to grab the water and drink it. 181.8 - 286.2seconds, The mouse continues drinking the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
