Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
33,2,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a camera and looking around. 78.9 - 179.2seconds, The mouse then grabs a water droplet with his tongue and begins to drink. 179.2 - 286.1seconds, The mouse continues drinking while the camera watches on.",
34,56,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 18.7 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.2seconds, The mouse continues to do this over and over again.",
35,31, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 29.4 - 160.7seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 161.3 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
36,50, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7 seconds, The mouse is shown sitting in a chair with his head fixed in place. 19.3 - 100.2 seconds, A drop of water is placed on a spout and the mouse uses its tongue to lick it up. 100.8 - 286.6 seconds, The mouse continues to drink the water until it is gone. 
7. 100%", 100%
37,91,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.4seconds, The mouse then uses his tongue to grab the drop and drink it. 109.4 - 286.1seconds, The mouse continues to do this several times while the camera watches.",
38,60,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in front of a water droplet. 79.2 - 214.2seconds, The mouse then grabs the droplet with his tongue and drinks it. 215.5 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
39,71, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 19.8 seconds, The mouse is seen sitting in front of a spout with water dripping down. 19.8 - 107.2 seconds, The mouse then uses his tongue to lick the water off the spout. 107.2 - 286.1 seconds, The mouse continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,72, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a metal spout. 18.9 - 72.4 seconds, The mouse then uses his tongue to lick the droplet off of the spout. 72.4 - 112.2 seconds, The mouse continues to lick the droplet and eventually drinks it all up. 112.2 - 286.2 seconds, The mouse does this several times until he has had enough water.
7. I am 100% confident in my results.", I am 100% confident in my results.
41,88,,,,,ucn,,,
42,36, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A close up of a mouse is seen sitting in a cage. 9.0 - 286.1seconds, The mouse then grabs a water droplet and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
43,95,,,,,ucn,,,
44,17, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7: The mouse is head-fixed and can't move its head. 29.3 - 286.0: A drop of water is delivered to the spout and the mouse grabs it with his tongue and drinks it.
7. I am 100% confident in my results.", I am 100% confident in my results.
45,40,,,,,ucn,,,
46,8, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 9.1 - 179.2seconds, The mouse then grabs a water droplet and begins to drink. 181.4 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
47,79,,,,,ucn,,,
48,7,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in a cage and looking off into the distance. 78.9 - 173.1seconds, The mouse then grabs a piece of food and begins to eat it. 173.1 - 286.2seconds, The mouse continues to eat while the camera watches on.",
49,35,,,,,ucn,,,
50,89, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 9.0 - 170.1seconds, The mouse then uses his tongue to grab the water and drink it. 171.3 - 286.1seconds, The mouse continues to do this over and over again. 
7. 100%", 100%
51,69,,,,,ucn,,,
52,65, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in a cage and looking off into the distance. 78.9 - 172.3seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 172.3 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
53,30, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 19.4 - 101.2seconds, The mouse then grabs a water droplet with his tongue and drinks it. 102.6 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
54,46, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in a cage. 19.4 - 111.2seconds, The mouse is then shown licking a drop of water off of a spout. 112.6 - 286.2seconds, The mouse continues to lick the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
55,42,,,,,ucn,,,
56,24,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 79.8seconds, A close up of a mouse is seen sitting in a cage and looking off into the distance. 79.8 - 179.2seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 179.2 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
57,19, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7: The mouse is head-fixed and can't move its head. 29.3 - 254.0: The mouse uses its tongue to lick up a water drop that is hanging from a metal spout. 254.6 - 286.0: The mouse drops the water drop and doesn't drink any more water.
7. I am 100% confident in my results.", I am 100% confident in my results.
58,11, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.9seconds, A close up of a mouse is seen sitting in front of a camera. 28.6 - 161.5seconds, The mouse then grabs a water droplet and begins licking it. 162.2 - 287.1seconds, The mouse continues to lick the droplet while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
59,92, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8 seconds, The mouse is seen sitting in front of a small spout with water dripping from it. 17.8 - 29.2 seconds, The mouse then uses his tongue to flick the water up and into his mouth. 29.2 - 286.1 seconds, The mouse continues to do this several times. 
7. I am 100% confident in my results.", I am 100% confident in my results.
60,116,,,,,ucn,,,
61,9,,,,,ucn,,,
62,15, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A close up of a mouse is seen sitting in front of a camera. 27.8 - 118.3seconds, A drop of water is shown on a spout and the mouse grabs it with his tongue. 118.3 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
63,43, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in a cage with its head fixed in place. 10.9 - 191.1seconds, A small drop of water is shown on a spout and the mouse grabs it with his tongue. 191.1 - 286.1seconds, The mouse then drinks the water while still being held in place. 
7. 100% confident", 100% confident
64,34, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9 seconds, The mouse is sitting in a chair with his head fixed and he is looking at a water drop hanging from a spout. 18.9 - 107.0 seconds, The mouse uses his tongue to lick the drop of water off the spout. 107.0 - 286.1 seconds, The mouse drinks the water drop completely. 
7. I am 100% confident in my results.", I am 100% confident in my results.
65,3, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 27.8 - 119.2seconds, The mouse then uses his tongue to lick the water off and drink it. 119.2 - 286.2seconds, He continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
66,13, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 20.8seconds, A close up of a mouse is seen sitting in front of a camera. 20.8 - 107.9seconds, The mouse then drinks a drop of water that is placed on a metal spout. 107.9 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
67,73, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 29.2 - 170.6seconds, The mouse then grabs the water with his tongue and drinks it. 171.0 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
68,45, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9 seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.7 - 101.2 seconds, The mouse then uses his tongue to grab the water and drink it. 102.0 - 286.2 seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
69,80, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.9seconds, A water drop is delivered to a mouse's mouth. 8.9 - 14.7seconds, The mouse grabs the water with its paw and brings it to its mouth. 14.7 - 286.1seconds, The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
70,53, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 19.8: The mouse is sitting in a chair with its head fixed in place. 19.8 - 202.7: A drop of water is placed on the spout in front of the mouse. 202.7 - 253.5: The mouse uses his tongue to lick the drop of water off the spout and drinks it. 253.5 - 286.4: The mouse continues to drink the water until it is gone.
7. 99%", 99%
71,20,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 18.7 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.3seconds, The mouse continues to do this several times while the camera watches.",
72,70, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in a cage with its head fixed in place. 9.0 - 230.2seconds, A small drop of water is placed on a metal spout and the mouse tries to get it. 231.4 - 286.2seconds, The mouse licks the water off the spout but does not drink it. 
7. 0.0 - 7.8seconds, A mouse is seen sitting in a cage with its head fixed in place. 9.0 - 230.2seconds, A small drop of water is placed on a metal spout and the mouse tries to get it. 231.4 - 286.2seconds, The mouse licks the water off the spout but does not drink it."," 0.0 - 7.8seconds, A mouse is seen sitting in a cage with its head fixed in place. 9.0 - 230.2seconds, A small drop of water is placed on a metal spout and the mouse tries to get it. 231.4 - 286.2seconds, The mouse licks the water off the spout but does not drink it."
73,48, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 27.8: The mouse is head-fixed and a water drop is delivered to the spout. 28.4 - 190.0: The mouse uses its tongue to retrieve the water drop. 190.6 - 287.8: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
74,14,,,,,ucn,,,
75,76, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.9 - 107.5seconds, The mouse then uses his tongue to lick the water off and drink it. 107.5 - 286.2seconds, The mouse continues to do this over and over again while the camera watches. 
7. 99%", 99%
76,23,,,,,ucn,,,
77,57,,,,,ucn,,,
78,119,,,,,ucn,,,
79,52,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 79.8 - 179.2seconds, The mouse then grabs a water droplet and drinks it all up. 179.2 - 286.3seconds, The mouse continues to drink more water while the camera watches.",
80,10, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A close up of a mouse is seen sitting in a cage. 9.0 - 286.1seconds, The mouse then attempts to grab a drop of water and fails several times. 
7. 0.0 - 7.8seconds, A close up of a mouse is seen sitting in a cage. 9.0 - 286.1seconds, The mouse then attempts to grab a drop of water and fails several times."," 0.0 - 7.8seconds, A close up of a mouse is seen sitting in a cage. 9.0 - 286.1seconds, The mouse then attempts to grab a drop of water and fails several times."
81,0, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is sitting in a chair. 20.71 - 102.42 seconds, A drop of water is hanging from a metal spout. 103.33 - 160.04 seconds, The mouse uses its paw to grab the drop and drink it. 160.95 - 286.76 seconds, The mouse continues to drink the water. 
7. 99%", 99%
82,81, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 18.9 - 171.2seconds, The mouse then uses his tongue to lick the water off the spout and drink it. 171.2 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. 99%", 99%
83,38, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 19.0 - 111.6seconds, The mouse then grabs a water droplet with his tongue and drinks it. 113.8 - 286.1seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
84,55, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8 seconds, The mouse is head fixed and a water drop is delivered to the tip of its nose. 17.8 - 20.9 seconds, The mouse licks the water off of its nose. 20.9 - 286.2 seconds, The mouse does not move for the rest of the video.
7. I am 100% confident in my results.", I am 100% confident in my results.
85,87,,,,,ucn,,,
86,5,,,,,ucn,,,
87,44,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9seconds, A close up of a mouse is seen sitting in a cage and looking around. 78.9 - 176.4seconds, The mouse then grabs a water droplet with his tongue and drinks it. 176.4 - 286.1seconds, The mouse continues to drink the water while the camera watches on.",
