Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
19,102,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 19.5 - 112.5seconds, A drop of water is shown hanging from a string and the mouse grabs it with his mouth. 113.1 - 286.1seconds, The mouse then drinks the water and looks back at the camera.",
20,49, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 17.8 - 109.2seconds, The mouse then grabs the water with his paw and puts it in his mouth. 109.2 - 286.1seconds, He continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
21,68, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 19.4 - 103.2seconds, The mouse then grabs the drop with his mouth and begins to drink. 103.9 - 286.7seconds, He continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
22,2,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 18.9 - 179.4seconds, The mouse then uses his tongue to grab the water and drink it. 179.4 - 286.2seconds, He continues to do this several times while the camera watches.",
23,31, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a water droplet and licking it off the spout. 79.8 - 160.8seconds, The mouse continues to lick the droplet while the camera watches. 160.8 - 286.2seconds, The mouse continues to lick the droplet and ends by looking at the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,50, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 18.5 - 101.2seconds, The mouse then uses his tongue to grab the water and drink it. 102.8 - 286.2seconds, The mouse continues to do this over and over again while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
25,72, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 18.9 - 107.0seconds, The mouse then uses his tongue to flick the water off the spout and into his mouth. 107.0 - 286.1seconds, The mouse continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
26,36, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A small mouse is seen sitting in front of a spout with a drop of water hanging off of it. 18.9 - 107.2seconds, The mouse then moves his tongue around and attempts to drink the water. 107.2 - 216.1seconds, The mouse continues to try and grab the water but fails. 216.1 - 286.1seconds, He keeps trying until he eventually grabs the water and drinks it. 
7. 100%", 100%
27,17,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a water droplet and licking it. 17.8 - 286.9seconds, The mouse then grabs the water with his paw and drinks it.",
28,105,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.4 - 110.2seconds, The mouse then attempts to grab the water by moving his tongue but fails. 111.6 - 286.4seconds, The mouse continues to try and grab the water but never succeeds.",
29,8, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in a cage. 19.5 - 113.3seconds, A small drop of water is shown on a spout and the mouse grabs it with his tongue. 113.3 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,6, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 10.9 - 170.3seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 171.4 - 286.4seconds, He continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
31,96, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 18.9 - 107.0seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 107.0 - 286.1seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
32,101, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.9 - 113.4seconds, A droplet of water is shown hanging above the mouse and he licks it off his paw. 113.4 - 286.3seconds, The mouse continues to lick the water off his paw while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,7, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 18.9 - 101.0seconds, The mouse then uses his tongue to grab the water and drink it. 101.0 - 286.1seconds, The mouse continues to do this over and over again while the camera captures him. 
7. I am 100% confident in my results.", I am 100% confident in my results.
34,69, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 286.9seconds, A mouse is sitting in a cage. 1.7 - 286.9seconds, A drop of water is hanging from a metal spout. 28.2 - 286.9seconds, The mouse reaches for the drop of water with its paw. 286.9 - 287.4seconds, The mouse licks the drop of water off its paw.
7. 99% confident.", 99% confident.
35,30, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.9 - 110.7seconds, A droplet of water is shown on a spout and the mouse grabs it with his mouth. 108.7 - 286.7seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
36,21,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.7 - 109.3seconds, The mouse then grabs the drop with his paws and drinks it. 109.3 - 286.6seconds, The mouse continues to drink the water while the camera watches.",
37,42, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a camera and looking off into the distance. 18.9 - 101.8seconds, A drop of water is shown on a stick and the mouse grabs it with his mouth. 101.8 - 286.4seconds, The mouse then drinks the water and looks back to the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
38,19, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 19.5 - 105.1seconds, The mouse then grabs a water droplet and drinks it. 110.8 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
39,94, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A close up of a mouse is seen sitting in front of a camera. 18.5 - 173.1seconds, A drop of water is shown hanging from a spout and the mouse grabs it with his mouth. 174.5 - 286.4seconds, The mouse then drinks the water and looks back to the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,97, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 18.5 - 111.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 111.2 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
41,92, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a camera with its head fixed in place. 9.1 - 190.3seconds, A small drop of water is shown on a spout and the mouse drinks it. 192.6 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
42,9, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 17.8 - 109.3seconds, The mouse then uses his tongue to grab the water and drink it. 109.3 - 286.1seconds, The mouse continues to do this over and over again while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
43,15, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.2 - 113.0seconds, The mouse then grabs the water with his paws and drinks it. 116.2 - 286.7seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
44,85, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a small spout. 19.4 - 113.2seconds, A drop of water is shown hanging from the spout and the mouse licks it off. 113.9 - 286.7seconds, The mouse continues to lick the drop while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
45,34, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.4 - 111.4seconds, The mouse then moves his tongue out to grab the water and drinks it. 112.1 - 286.2seconds, The same clip is shown again in slow motion. 
7. I am 100% confident in my results.", I am 100% confident in my results.
46,3,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a water spout and grabbing the water with his tongue. 18.9 - 107.3seconds, The mouse continues to drink the water while the camera watches. 107.3 - 286.3seconds, The mouse grabs the water and drinks it all up in one gulp.",
47,13, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 10.9 - 171.1seconds, The mouse then uses his tongue to grab the water and drink it. 173.8 - 286.6seconds, The mouse continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
48,47, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 17.3 - 110.4seconds, The mouse then grabs the drop and drinks it. 108.0 - 286.2seconds, The mouse continues to drink while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
49,83, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A small rodent is seen sitting in front of a camera and looking off into the distance. 19.9 - 101.1seconds, A droplet of water is shown hanging above the animal. 102.1 - 233.3seconds, The animal then uses his tongue to lick the water up and drink it. 234.3 - 286.3seconds, He continues to do this several times while the camera watches. 
7. 99%", 99%
50,73, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.6 - 113.1seconds, A droplet of water is shown on a spout and the mouse grabs it with his mouth. 108.5 - 286.4seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
51,20, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 19.5 - 108.2seconds, A drop of water is shown hanging from a string and the mouse grabs it with his mouth. 111.6 - 286.3seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
52,48, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 19.4 - 100.2seconds, The mouse then grabs the drop with his mouth and begins to drink. 101.6 - 286.6seconds, He continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
53,14, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.1 - 101.4seconds, The mouse then grabs the drop of water and begins to drink it. 103.7 - 286.6seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
54,12, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 19.4 - 101.2seconds, The mouse then uses his tongue to grab the water and drink it. 102.6 - 286.2seconds, The mouse continues to do this over and over again while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
55,76, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.6 - 110.4seconds, A droplet of water is shown hanging above the animal. 108.1 - 286.3seconds, The mouse then uses his tongue to grab the water and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
56,23,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.2 - 111.2seconds, A droplet of water is shown above the animal and the mouse attempts to grab it. 106.1 - 286.2seconds, The mouse continues to try and grab the water but fails.",
57,119, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off of it. 17.9 - 111.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 111.2 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
58,10, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 17.8 - 111.8seconds, A droplet of water is shown hanging from a spout and the mouse grabs it with his mouth. 108.7 - 286.6seconds, The mouse then drinks the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
59,81, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen sitting in front of a camera. 19.5 - 109.2seconds, A droplet of water is shown hanging from a string and the mouse grabs it with his mouth. 111.6 - 286.6seconds, The mouse then drinks the water and looks back at the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
60,26,,,,,ucn,,,
61,55, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A small mouse is seen sitting in front of a camera with a droplet hanging above it. 19.4 - 111.2seconds, The mouse then moves his tongue around and attempts to drink the water. 111.9 - 286.6seconds, He continues to try and grab the water but fails to do so. 
7. I am 100% confident in my results.", I am 100% confident in my results.
62,98, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.7: The mouse is head-fixed and a water drop is delivered to the spout. 29.3 - 100.0: The mouse grabs the drop with its paw and brings it to its mouth. 100.6 - 181.3: The mouse drinks the water. 181.9 - 286.0: The mouse drops the water and tries to get more.
7. 100%", 100%
63,117, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging from it. 19.4 - 110.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 111.6 - 286.5seconds, He continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
64,5,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.7 - 110.3seconds, The mouse then grabs the water with his tongue and drinks it. 111.1 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
