Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,59, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 9.0 - 230.2seconds, The mouse then uses his tongue to grab the water and drink it. 232.4 - 286.1seconds, He continues to do this several times while the camera watches. 
7. 100%", 100%
11,4,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 109.1seconds, The mouse then uses his tongue to grab the water and drink it. 109.1 - 286.3seconds, The mouse continues to do this over and over again.",
12,41, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 27.4 - 157.3seconds, The mouse then grabs the water and drinks it. 157.3 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
13,1,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 79.5 - 286.2seconds, The mouse then uses his tongue to lick the water off and drink it.",
14,75,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with its tongue out. 19.4 - 113.2seconds, The mouse then grabs a water drop and begins licking it. 113.9 - 286.6seconds, The mouse continues to lick the drop while the camera watches.",
15,16,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.2seconds, The mouse then uses his tongue to lick the drop of water off the spout. 109.2 - 286.1seconds, He continues licking until he has drank all the water.",
16,37,,,,,ucn,,"1. Yes2. No3. Yes4. 0%5. Failed6. 0.0 - 18.9 seconds, The mouse is sitting in a chair. 19.71 - 102.4 seconds, A drop of water is hanging from a spout. 103.2 - 286.2 seconds, The mouse uses its paw to get the water and drinks it.",
17,74,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 119.2seconds, The mouse then uses his tongue to lick the water off the spout. 119.2 - 286.1seconds, He continues licking until he has no more water.",
18,54, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with water dripping down. 19.4 - 119.2seconds, The mouse then uses his tongue to grab the water and drink it. 120.7 - 286.2seconds, The mouse continues drinking while the camera captures him from several angles. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,78, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 29.2 - 161.4seconds, The mouse then grabs the drop and drinks it. 163.8 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,39,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 19.4 - 113.2seconds, The mouse then uses his tongue to lick the drop of water into his mouth. 114.6 - 286.3seconds, He continues to do this several times while the camera watches.",
21,62, Yes, Yes, No,0.0,f, Failed,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 9.1 - 171.1seconds, The mouse then uses his tongue to lick the water off the spout and drink it. 172.5 - 286.2seconds, The mouse continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
22,29,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.4 - 111.4seconds, The mouse then uses his tongue to grab the water and drink it. 112.1 - 286.2seconds, The mouse continues to do this several times while the camera watches.",
23,49,,,,,ucn,,1. Yes2. No3. Yes4. 70%5. Successful6. 0.0 - 18.9 seconds: A mouse is seen sitting in front of a spout with a drop of water hanging from it. 19.5 - 223.2 seconds: The mouse then uses his tongue to lick the water off the spout and drinks it. 224.8 - 286.2 seconds: The mouse continues drinking until all of the water is gone.,
24,64, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 28.9 - 173.3seconds, The mouse then uses his tongue to lick the water off and drink it. 173.3 - 279.2seconds, He continues drinking until all the water is gone. 279.2 - 286.1seconds, He then puts the drop back on the spout. 
7. 100%", 100%
25,63, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 9.0 - 191.8seconds, The mouse then uses his tongue to lick the drop of water off the spout. 192.1 - 286.4seconds, He continues licking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
26,2, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 9.0 - 23.3seconds, The mouse then uses his tongue to lick the water off the spout. 24.1 - 286.2seconds, He continues licking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
27,31, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.1seconds, The mouse continues to do this over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
28,50, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.9 - 107.6seconds, The mouse then uses his tongue to lick the water off and drink it. 107.6 - 286.5seconds, He continues to do this several times while the camera watches. 
7. 99%", 99%
29,60, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 79.8 - 179.0seconds, The mouse then uses his tongue to lick the drop of water off the spout. 179.0 - 286.1seconds, The mouse continues licking the water and drinking it all up. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,71, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.4 - 110.2seconds, The mouse then uses his tongue to grab the water and drink it. 111.6 - 286.3seconds, The mouse continues to do this several times while the camera watches. 
7. 99% confident", 99% confident
31,72, Yes, Yes, No,0.0,f, Failed,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.9 - 170.0seconds, The mouse then uses his tongue to lick the water off and drink it. 170.0 - 286.1seconds, He continues drinking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
32,88,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 29.0 - 163.5seconds, The mouse then grabs a water drop and drinks it. 165.7 - 286.5seconds, The mouse continues to drink the water while the camera watches.",
33,17,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 109.1seconds, The mouse then uses his tongue to lick the water off the spout. 109.1 - 286.1seconds, He continues licking until he has no more water.",
34,40,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 28.9 - 171.2seconds, The mouse then uses his tongue to lick the drop off and drink it. 171.2 - 286.2seconds, He continues to do this several times while the camera watches.",
35,8, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.4 - 110.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 111.6 - 286.3seconds, He continues to drink the water while the camera watches. 
7. 99%", 99%
36,79, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is sitting in a cage waiting for the water drop to be delivered. 19.8 - 27.4 seconds, A water drop is delivered to the mouse on a metal spout. 27.4 - 286.2 seconds, The mouse uses its front right paw to grab the water and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
37,6,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.4seconds, The mouse continues to do this several times while the camera watches.",
38,7,,,,,f,,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 17.8 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.1seconds, The mouse continues to do this several times while the camera watches.",
39,35,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 18.7seconds, A close up of a mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.7 - 109.2seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 109.2 - 286.2seconds, He continues to drink the water while the camera watches on.",
40,69, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 19.4 - 101.2seconds, The mouse then uses his tongue to grab the water and drink it. 102.6 - 286.2seconds, The mouse continues to do this over and over again. 
7. 99%", 99%
41,65, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 198.2seconds, The mouse then uses his tongue to grab the drop and drink it. 198.2 - 286.1seconds, He continues to do this several times while the camera watches. 
7. 99%", 99%
42,30, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 29.4 - 161.4seconds, The mouse then uses his tongue to grab the water and drink it. 162.1 - 286.1seconds, He continues to do this several times while the camera watches. 
7. 100%", 100%
43,21, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 9.1 - 23.6seconds, The mouse then uses his tongue to lick the water off the spout. 24.2 - 286.4seconds, He continues licking until all the water is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
44,86,,,,,ucn,,,
45,42, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with water dripping down. 27.3 - 160.4seconds, The mouse then grabs the drop and drinks it. 160.4 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
46,11, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 119.2seconds, The mouse then uses his tongue to lick the drop of water off the spout. 119.2 - 286.3seconds, He continues licking until all the water is gone. 
7. 99%", 99%
47,9, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off. 27.2 - 110.2seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 108.5 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
48,15, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 81.0 - 210.4seconds, The mouse then grabs the drop with his paws and puts it in his mouth. 211.8 - 286.2seconds, He continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
49,85,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 79.8 - 179.0seconds, The mouse then grabs the drop with his tongue and drinks it. 179.0 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
50,43, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.3 - 110.2seconds, The mouse then uses his tongue to lick the water off the spout. 111.8 - 286.2seconds, He continues licking until he has drank all the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
51,34,,,,,f,,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 79.8 - 179.2seconds, The mouse then uses his tongue to lick the water off and drink it. 179.2 - 286.1seconds, He continues to do this several times while the camera watches.",
52,3, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 17.8 - 190.0seconds, The mouse then uses his tongue to lick the water off the spout. 190.0 - 286.1seconds, He continues licking until he has drank all the water. 
7. 100%", 100%
53,13, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8: The mouse is head-fixed and waiting for the water drop to be delivered. 8.0 - 19.1: The water drop is delivered and the mouse attempts to reach it with its tongue. 20.0 - 27.8: The mouse successfully grabs the water drop with its tongue and drinks it. 28.0 - 28.6: The video ends before we can see if the mouse drinks any more water.
7. I am 100% confident in my results.", I am 100% confident in my results.
54,47, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.7 - 119.2seconds, The mouse then uses his tongue to grab the water and drink it. 119.2 - 286.2seconds, The mouse continues to do this several times while the camera watches. 
7. 99%", 99%
55,83, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 138.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 139.3 - 286.2seconds, The mouse then uses his tongue to grab the water and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
56,73, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the edge. 18.7 - 119.2seconds, The mouse then uses his tongue to lick the water off the spout. 119.2 - 286.2seconds, He continues licking until he has drank all the water. 
7. 99%", 99%
57,45,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 119.2seconds, The mouse then uses his tongue to grab the water and drink it. 119.2 - 286.1seconds, The mouse continues to do this several times while the camera watches.",
58,80, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 28.6 - 179.1seconds, The mouse then grabs a water droplet and begins to drink. 180.5 - 286.2seconds, The mouse continues drinking while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
59,53,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 119.2seconds, The mouse then uses his tongue to lick the water off the spout. 119.2 - 286.3seconds, He continues licking until he has drank all the water.",
60,20, Yes, No, Yes,0.0,f, Failed,"1. Yes
2. No
3. Yes
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 17.8 - 109.2seconds, The mouse then uses his tongue to lick the drop of water off the spout. 109.2 - 286.2seconds, He continues licking until all the water is gone. 
7. 99%", 99%
61,48,,,,,ucn,,1. Yes2. No3. Yes4. 70%5. Successful6. 0.0 - 10.0 seconds: The mouse is seen sitting in front of a spout with a drop of water on it. 10.0 - 18.0 seconds: The mouse uses its tongue to lick the drop of water off the spout. 18.0 - 28.0 seconds: The mouse drinks the water. 28.0 - 286.9 seconds: The mouse continues to drink the water and then sits back.,
62,14,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 28.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 28.9 - 171.6seconds, The mouse then uses his tongue to lick the drop of water off the spout. 171.6 - 279.2seconds, The mouse continues licking the water and moving it around in his mouth. 279.2 - 287.2seconds, He eventually spits it out and looks back at the spout.",
63,12, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 18.9 - 117.5seconds, The mouse then grabs the drop with his tongue and begins to drink. 117.5 - 286.3seconds, He continues drinking until the drop is gone. 
7. I am 100% confident in my results.", I am 100% confident in my results.
64,76, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 29.8seconds, A mouse is seen sitting in front of a spout with water dripping down. 29.8 - 172.1seconds, The mouse then uses his tongue to grab the drop and drink it. 172.1 - 286.2seconds, He continues to do this several times while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
65,23,,,,,ucn,,,
66,57,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 7.8seconds, A mouse is seen sitting in front of a spout with its tongue out. 9.0 - 286.1seconds, The mouse then grabs a water droplet and drinks it all up. 286.1 - 287.2seconds, The mouse continues to drink the water.",
67,52, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 17.8 - 109.2seconds, The mouse then grabs the drop with his tongue and drinks it. 109.2 - 286.3seconds, The mouse continues to drink the water over and over again. 
7. I am 100% confident in my results.", I am 100% confident in my results.
68,10, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 10.8 seconds: A water drop is delivered to the mouse's nose. 10.8 - 27.9 seconds: The mouse uses its tongue to grab the water drop. 27.9 - 286.2 seconds: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
69,0,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0 - 10.8 seconds, The mouse is sitting still waiting for the water drop. 10.8 - 27.9 seconds, A water drop is delivered to the spout. 27.9 - 286.1 seconds, The mouse uses its tongue to lick up the water drop.",
70,81,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 19.8 - 107.1seconds, The mouse then uses his tongue to grab the water and drink it. 107.1 - 286.1seconds, The mouse continues to do this several times while the camera watches.",
71,38, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 19.4 - 111.2seconds, The mouse then uses his tongue to grab the water and drink it. 112.6 - 286.2seconds, He continues to do this several times while the camera watches. 
7. 99% confident", 99% confident
72,26,,,,,f,,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 18.9 - 117.3seconds, The mouse then attempts to grab the water but fails several times. 117.3 - 286.1seconds, The mouse continues to try and grab the water but never succeeds.",
73,58,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 27.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 27.8 - 109.2seconds, The mouse then grabs the drop with his mouth and pulls it into his mouth. 109.2 - 286.1seconds, He continues to drink the water while the camera watches.",
74,55,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 18.9seconds, A mouse is seen sitting in front of a spout with its tongue out. 17.4 - 111.4seconds, The mouse then grabs a water drop and puts it in his mouth. 108.0 - 286.2seconds, The mouse continues to do this over and over again.",
75,87,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 89.7seconds, A mouse is seen sitting in front of a spout with a drop of water hanging off the end. 89.7 - 177.1seconds, The mouse then uses his tongue to grab the water and drink it. 177.1 - 286.2seconds, He continues to do this several times while the camera watches.",
76,44,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 79.8seconds, A mouse is seen sitting in front of a spout with a drop of water on it. 79.8 - 160.8seconds, The mouse then uses his tongue to lick the water off and drink it. 160.8 - 286.6seconds, The mouse continues licking the water off the spout while the camera watches.",
