Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,1, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is shown in a dark room with a metal spout above it. 18.4 - 286.9: A drop of water falls from the spout and the mouse attempts to reach it with its tongue but fails to do so.
7. I am 100% confident in my results.", I am 100% confident in my results.
11,75, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can not move its head. 17.8 - 286.9: A water drop is delivered to the spout and the mouse attempts to reach it with its paw. 286.9: The mouse does not retrieve any of the water.
7. I am 100% confident in my results.", I am 100% confident in my results.
12,16, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in a dark room with its head fixed. 19.2 - 103.0seconds, A drop of water is placed on a stick in front of the mouse. 110.6 - 288.1seconds, The mouse then uses his paw to grab the water and bring it to his mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
13,51,,,,,ucn,,,
14,37, Yes, No, Yes,80.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 80%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 1.0 seconds: A water drop is delivered to the spout. 1.0 - 15.9 seconds: The mouse extends its tongue and grabs the water drop with its paw. 15.9 - 286.1 seconds: The mouse brings the water drop to its mouth and drinks it.
7. I am 100% confident in my results.", I am 100% confident in my results.
15,74,,,,,ucn,,,
16,54, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 79.8: The mouse's tongue is extended towards the water drop on the spout. 80.4 - 102.2: The mouse's right paw moves towards the water drop and touches it. 102.8 - 111.6: The mouse's tongue makes contact with the water drop, but the drop remains attached to the spout. 112.2 - 120.0: The mouse's tongue licks the water drop, but the drop remains attached to the spout. 120.6 - 129.4: The mouse's tongue makes contact with the water drop, and the drop detaches from the spout. 129.4 - 138.2: The mouse's tongue licks the water drop, and the drop falls into its mouth. 138.2 - 147.0: The mouse's tongue licks the water drop, and the drop falls into its mouth. 147.6 - 156.4: The mouse's tongue licks the water drop, and the drop falls into its mouth. 156.4 - 165.2: The mouse's tongue licks the water drop, and the drop falls into its mouth. 165.8 - 174.6: The mouse's tongue licks the water drop, and the drop falls into its mouth. 174.6 - 183.4: The mouse's tongue licks the water drop, and the drop falls into its mouth. 183.4 - 192.2: The mouse's tongue licks the water drop, and the drop falls into its mouth. 192.2 - 201.0: The mouse's tongue licks the water drop, and the drop falls into its mouth. 201.0 - 210.8: The mouse's tongue licks the water drop, and the drop falls into its mouth. 210.8 - 219.6: The mouse's tongue licks the water drop, and the drop falls into its mouth. 219.6 - 228.4: The mouse's tongue licks the water drop, and the drop falls into its mouth. 228.4 - 237.2: The mouse's tongue licks the water drop, and the drop falls into its mouth. 237.2 - 246.0: The mouse's tongue licks the water drop, and the drop falls into its mouth. 246.0 - 254.8: The mouse's tongue licks the water drop, and the drop falls into its mouth. 254.8 - 263.6: The mouse's tongue licks the water drop, and the drop falls into its mouth. 263.6 - 272.4: The mouse's tongue licks the water drop, and the drop falls into its mouth. 272.4 - 281.2: The mouse's tongue licks the water drop, and the drop falls into its mouth. 281.2 - 282.8: The mouse's tongue licks the water drop, and the drop falls into its mouth. 282.8 - 284.6: The mouse's tongue licks the water drop, and the drop falls into its mouth. 284.6 - 285.4: The mouse's tongue licks the water drop, and the drop falls into its mouth.
7. I am 100% confident in my results.", I am 100% confident in my results.
17,78,,,,,ucn,,,
18,39, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and cannot move its head. 18.4 - 286.9: The mouse uses its right paw to retrieve the water drop from the spout and drink it.
7. I am 100% confident in my results.", I am 100% confident in my results.
19,29, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9: The mouse is head fixed and can't move its head. 18.9 - 286.9: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,112, No, Yes, No,0.0,f, Failed,"1. No
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A mouse is seen sitting in a dark room with its head fixed. 19.7 - 103.7seconds, A drop of water is shown on a spout and the mouse attempts to reach it. 104.5 - 286.2seconds, The mouse continues to try and grab the water but fails. 
7. I am 100% confident in my results.", I am 100% confident in my results.
21,102, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and cannot move its head. 17.8 - 286.9: A water drop is delivered to the spout. 17.8 - 286.9: The mouse's tongue extends towards the water drop but does not make contact. 17.8 - 286.9: The mouse's right paw moves towards the water drop but does not touch it.
7. 100% confident", 100% confident
22,49,,,,,ucn,,,
23,64, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8s: The mouse is shown sitting in a dark room with its tongue out and paws up. 11.7 - 28.9s: A drop of water is shown on a spout above the mouse. 29.8 - 100.0s: The mouse attempts to reach the drop but fails. 100.9 - 172.1s: The mouse continues to try and grab the drop, but it keeps slipping away. 172.9 - 286.2s: The mouse eventually gives up and stops trying.
7. I am 100% confident in my results.", I am 100% confident in my results.
24,68, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7: The mouse is head fixed and can't move its head. 19.4 - 286.7: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
25,63, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8: The mouse is head fixed and can't move its head. 10.8 - 107.9: The mouse lifts its paw and grabs the water drop. 107.9 - 286.7: The mouse drinks the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
26,113,,,,,ucn,,,
27,2,,,,,ucn,,,
28,56, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can't move its head. 18.4 - 286.9: The mouse is trying to reach the water drop with its tongue but can't because it's head fixed.
7. I am 100% confident in my results.", I am 100% confident in my results.
29,31, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can not move its head. 18.4 - 286.9: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,50, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 89.7: The mouse is shown reaching for a water drop on a spout. 90.4 - 166.2: The mouse grabs the drop with its paw and brings it to its mouth. 166.9 - 286.6: The mouse drinks the water.
7. I am 100% confident in my results.", I am 100% confident in my results.
31,91, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can't move its head. 18.4 - 286.9: A water drop is delivered to the spout and the mouse's tongue touches it but does not lift off the surface.
7. I am 100% confident in my results.", I am 100% confident in my results.
32,71, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. Time start - Time end: Event
   0.0 - 17.8: Mouse is shown in a dark room with its head fixed.
   18.9 - 286.2: A water drop is delivered to the spout, but the mouse does not move towards it.
7. I am 100% confident in my results.", I am 100% confident in my results.
33,72, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9: The mouse is head fixed and can't move its head. 18.4 - 286.5: A water drop is delivered to the spout. 286.5 - 286.5: The mouse's tongue touches the water drop.
7. 100%", 100%
34,88, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9: The mouse is head fixed and can't move its head. 18.4 - 257.9: A water drop is delivered to the spout. 258.4 - 286.3: The mouse's right paw moves towards the water drop but does not make contact. 
7. I am 100% confident in my results.", I am 100% confident in my results.
35,36, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. Time start - Time end: Event
   0.0 - 17.8: Mouse is in a dark room with its head fixed.
   18.4 - 286.9: A water drop is delivered to the spout and the mouse attempts to reach it with its paw but does not make contact.
7. I am 100% confident in my results.", I am 100% confident in my results.
36,95, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can not move its head. 17.8 - 286.9: A water drop is delivered to the spout and the mouse attempts to reach it with its paw. 286.9: The mouse does not retrieve any of the water.
7. I am 100% confident in my results.", I am 100% confident in my results.
37,105,,,,,ucn,,,
38,8,,,,,ucn,,,
39,79, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. Time start - Time end: Event
   0.0 - 17.8: A mouse is seen sitting in a dark room and looking around.
   18.9 - 286.1: A drop of water is placed on a spout and the mouse tries to reach it with its paw but fails.
7. I am 100% confident in my results.", I am 100% confident in my results.
40,96,,,,,ucn,,,
41,101, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. Time start - Time end: Event
   0.0 - 17.9: The mouse is head fixed and cannot move its head.
   18.5 - 286.1: The mouse does not move its paw to retrieve the water drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
42,35, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and cannot move its head. 18.5 - 286.9: The mouse's tongue touches the water drop but does not lift it off the spout. 
7. I am 100% confident in my results.", I am 100% confident in my results.
43,89, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9: The mouse is head fixed and can't move its head. 18.4 - 286.4: A water drop is delivered to the spout. 18.4 - 286.4: The mouse's tongue extends towards the water drop but does not make contact. 18.4 - 286.4: The mouse's paw does not lift off the surface to reach the water drop.
7. 100%", 100%
44,69, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can't move its head. 17.8 - 286.9: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
45,65, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9: The mouse is shown waiting for the water drop to be delivered. 18.4 - 286.5: The mouse extends its tongue and grabs the water drop, but does not drink any of it.
7. I am 100% confident in my results.", I am 100% confident in my results.
46,30, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 148.0 seconds, wait for the mouse to grab the food. 149.0 - 286.0 seconds, let the mouse eat the food.
7. I am 100% confident in my results.", I am 100% confident in my results.
47,21, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can't move its head. 17.8 - 286.9: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
48,86,,,,,ucn,,,
49,46,,,,,ucn,,,
50,24, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8: The mouse is head fixed and can't move its head. 10.8 - 17.9: The mouse's tongue is extended towards the water drop. 17.9 - 286.2: The mouse's right paw moves towards the water drop, but it doesn't make contact with the drop.
7. I am 100% confident in my results.", I am 100% confident in my results.
51,19, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 87.0 seconds, Take out the water on the spout. 87.0 - 159.0 seconds, Suck the water with the tongue. 159.0 - 286.0 seconds, Drop the water and lick the spout.
7. I am 100% confident in my results.", I am 100% confident in my results.
52,97,,,,,ucn,,,
53,116,,,,,ucn,,,
54,15, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 87.0 seconds, Take out the water on the spout. 87.0 - 286.0 seconds, Suck the water with the tongue. 
7. I am 100% confident in my results.", I am 100% confident in my results.
55,85,,,,,ucn,,,
56,43, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 87.0seconds, A mouse is seen sitting in a dark room with its head fixed and paws out. 87.0 - 169.0seconds, A drop of water is shown on a spout and the mouse grabs it with his paw. 169.0 - 286.1seconds, The mouse then drinks the water but does not move his paw. 
7. I am 100% confident in my results.", I am 100% confident in my results.
57,34, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9seconds, A mouse is seen sitting in a dark room and looking off into the distance. 18.5 - 100.4seconds, The mouse then grabs a hold of a water droplet and begins licking it. 101.0 - 286.2seconds, The mouse continues to drink the water while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
58,3,,,,,ucn,,,
59,47,,,,,ucn,,,
60,83,,,,,ucn,,,
61,73,,,,,ucn,,,
62,45,,,,,ucn,,,
63,80, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and cannot move its head. 18.4 - 286.9: A water drop is delivered to the spout. 287.5 - 286.9: The mouse's tongue touches the water drop but does not lift it.
7. 100% confident", 100% confident
64,53,,,,,ucn,,,
65,20, No, Yes, No,0.0,f, Failed,"1. No
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.7: The mouse is head fixed and can't move its head. 19.4 - 286.7: The mouse is trying to reach the water drop with its tongue but can't because it's head fixed.
7. 99%", 99%
66,70, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. Time start - Time end: Event
   0.0 - 17.8: Mouse is shown in a dark room with its head fixed.
   18.9 - 286.2: A water drop is delivered to the spout, but the mouse does not reach for it.
7. I am 100% confident in my results.", I am 100% confident in my results.
67,14, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.7: The mouse is head fixed and can not move its head. 19.4 - 286.7: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
68,12, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A mouse is seen sitting in a dark room with its head fixed. 19.2 - 100.8seconds, A drop of water is shown on a spout and the mouse tries to reach it. 103.2 - 286.4seconds, The mouse moves his paws around but never drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
69,114,,,,,ucn,,,
70,23, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 78.9: The mouse is head fixed and can't move its head. 79.4 - 286.4: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
71,57, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 79.8seconds, A mouse is seen sitting in a dark room and looking off into the distance. 79.8 - 162.1seconds, The mouse then grabs a ball with his mouth and begins pushing it around. 162.1 - 286.1seconds, The mouse continues to push the ball around while the camera watches. 
7. 95%", 95%
72,52, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 87.0seconds, A mouse is seen sitting in a dark room with its head fixed and a drop of water on a spout. 87.0 - 192.0seconds, The mouse then grabs the water with his paw and attempts to drink it. 192.0 - 286.1seconds, The mouse continues to try and grab the water but fails to do so. 
7. I am 100% confident in my results.", I am 100% confident in my results.
73,10,,,,,ucn,,,
74,0, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8: The mouse is head fixed and can't move its head. 17.8 - 286.9: The mouse uses its right paw to grab the water drop and bring it to its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
75,38,,,,,ucn,,,
76,26, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 87.0 seconds, Lift up the paw to the mouth. 87.0 - 286.0 seconds, Drop the paw and lick the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
77,58,,,,,ucn,,,
78,55, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 107.8seconds, A mouse is seen sitting in a dark room and grabbing a ball of water with its paws. 109.3 - 286.1seconds, The mouse then drinks the water while still being held down by the clamps. 
7. I am 100% confident in my results.", I am 100% confident in my results.
79,87, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.9: The mouse is head fixed and cannot move its head. 18.4 - 286.4: A water drop is delivered to the spout. 286.9 - 287.4: The mouse's right paw moves towards the water drop and touches it, but does not lift off the surface.
7. I am 100% confident in my results.", I am 100% confident in my results.
80,117,,,,,ucn,,,
81,5, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 79.8seconds, A mouse is seen sitting in a dark room and looking off into the distance. 79.8 - 177.0seconds, The mouse then grabs a ball of food and begins to eat. 177.0 - 286.2seconds, The mouse continues to eat while the camera watches on. 
7. 100%", 100%
82,44, No, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. No
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 85.0seconds, A mouse is seen sitting in a dark room with its head fixed and paws out. 79.2 - 161.4seconds, A drop of water is shown on a spout and the mouse grabs it with his paw. 148.2 - 287.1seconds, The mouse then drinks the water and looks back to the camera. 
7. I am 100% confident in my results.", I am 100% confident in my results.
