Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,1, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 18.9 - 107.4seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 107.4 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
11,51,,,,,f,,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 27.8seconds, A close up of a mouse is seen sitting in a cage with a small drop of water hanging from a spout. 27.8 - 119.2seconds, The mouse then grabs the drop with his tongue and drinks it. 119.2 - 286.1seconds, The mouse continues to drink the water while the camera watches on.",
12,37, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A mouse is seen sitting in a cage with its head fixed in place. 9.2 - 18.3 seconds: A small water droplet is shown dripping from a spout. 18.8 - 286.7 seconds: The mouse uses his tongue to lick the droplet off of the spout and drinks it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
13,39, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 18.9seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 17.8 - 111.4seconds, The mouse then grabs the drop with his paw and puts it in his mouth. 111.4 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
14,62, Yes, No, Yes,100.0,s, Successful,"1. Yes
2. No
3. Yes
4. 100%
5. Successful
6. 0.0 - 1.8 seconds: A mouse is seen sitting in a cage with its head fixed in place. 1.9 - 17.1 seconds: A small water droplet is shown on a metal spout above the mouse. 17.2 - 286.4 seconds: The mouse uses its tongue to lick up the water droplet and drinks it. 
7. 99% confident", 99% confident
15,29,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 78.9seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 78.9 - 161.1seconds, The mouse then uses his tongue to grab the drop and drink it. 161.1 - 286.1seconds, The mouse continues to do this several times while the camera captures his movements.",
16,64, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A water drop is delivered to a head-fixed mouse. 9.0 - 18.0 seconds: The mouse uses its right paw to grab the water drop. 18.1 - 23.1 seconds: The mouse drinks the water. 23.2 - 286.2 seconds: The mouse continues to drink the water.
7. I am 100% confident in my results.", I am 100% confident in my results.
17,63, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 9.2 - 173.2seconds, The mouse then grabs the water with his tongue and drinks it. 174.7 - 286.3seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
18,2, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in a cage. 19.1 - 113.3seconds, The mouse is shown licking a drop of water off of a spout. 115.6 - 286.4seconds, The mouse continues to lick the water off the spout while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
19,31, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 8.9 seconds: A water drop is delivered to the mouse's nose. 9.0 - 18.0 seconds: The mouse grabs the drop with its tongue and drinks it. 18.1 - 286.1 seconds: The mouse continues to drink the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
20,17, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in a cage. 19.1 - 111.2seconds, A small drop of water is shown on a spout and the mouse grabs it with his tongue. 113.5 - 286.4seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
21,40,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9seconds, A close up of a mouse is seen sitting in a cage with a small water droplet hanging from a spout. 80.9 - 176.2seconds, The mouse then uses his tongue to grab the drop and drink it. 176.2 - 286.2seconds, The mouse continues to do this several times while the camera captures his movements.",
22,8, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A water drop is placed on a metal spout. 7.8 - 19.3 seconds: The mouse watches the drop intently. 19.3 - 286.2 seconds: The mouse uses its tongue to grab the drop and drink it. 
7. 100%", 100%
23,6, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7seconds, A close up of a mouse is seen with a water droplet hanging from a spout. 19.3 - 107.2seconds, The mouse then grabs the droplet with his tongue and drinks it. 110.5 - 286.2seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
24,7,,,,,ucn,,1. Yes2. No3. Yes4. 100%5. Successful6. 0.0 - 18.9 seconds: A mouse is seen sitting in a cage with its head fixed in place. 20.7 - 286.1 seconds: A small drop of water is shown dripping from a spout and the mouse uses his tongue to lick it up.,
25,35, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in a cage. 19.1 - 112.2seconds, A droplet of water is shown hanging from a spout. 115.2 - 286.2seconds, The mouse then uses his tongue to lick the drop off and drink it. 
7. I am 100% confident in my results.", I am 100% confident in my results.
26,69,,,,,f,,"1. Yes
2. Yes
3. No
4. 0%
5. Failed
6. 0.0 - 18.9seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 18.9 - 107.8seconds, The mouse then attempts to grab the water but fails several times. 107.8 - 179.7seconds, The mouse continues to try and grab the water while the camera watches. 179.7 - 286.7seconds, The mouse finally grabs the water and drinks it.",
27,65,,,,,s,,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 28.9seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 28.9 - 109.2seconds, The mouse then uses his tongue to grab the water and drink it. 109.2 - 286.2seconds, The mouse continues to do this several times while the camera watches.",
28,30,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9seconds, A mouse is seen sitting in a cage with its head fixed and a water droplet hanging from a spout. 79.8 - 207.3seconds, The mouse then uses his tongue to grab the water and drink it. 207.3 - 286.2seconds, The mouse continues drinking until all the water is gone.",
29,21, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 8.7 seconds: A mouse is seen sitting in a cage with its head fixed in place. 9.1 - 18.3 seconds: A small water droplet is shown dripping from a spout. 18.7 - 286.7 seconds: The mouse uses his tongue to lick the water off of the spout. 
7. I am 100% confident in my results.", I am 100% confident in my results.
30,46,,,,,ucn,,,
31,42,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed6. 0.0 - 18.9 seconds, The mouse is seen sitting in a cage with its head fixed in place. 19.71 - 106.2 seconds, A small water droplet is then shown dripping from a metal spout and the mouse attempts to catch it with his tongue. 112.4 - 286.4 seconds, The mouse continues to lick at the droplet but never fully catches it.",
32,24, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 7.8 seconds: A water drop is delivered to the mouse's nose. 7.9 - 286.2 seconds: The mouse uses its tongue to retrieve the water drop. 
7. I am 100% confident in my results.", I am 100% confident in my results.
33,19, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 18.7 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a spout. 19.3 - 103.2 seconds, The mouse then uses its tongue to lick the droplet off of the spout. 103.2 - 286.2 seconds, The mouse continues licking until all of the water is gone. 
7. 100%", 100%
34,109, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9seconds, A mouse is seen sitting in front of a small spout with water dripping down. 79.8 - 211.1seconds, The mouse then uses his tongue to grab the water and drink it. 211.1 - 286.2seconds, The mouse continues to do this over and over again. 
7. 100%", 100%
35,9, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 1.8 seconds: A water drop is delivered to a head-fixed mouse. 1.9 - 27.5 seconds: The mouse uses its right paw to retrieve the water drop. 27.6 - 286.2 seconds: The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
36,15,,,,,ucn,,1. Yes2. No3. Yes4. 100%5. Successful6. 0.0 - 8.7 seconds: A mouse is seen sitting in front of a small spout with a drop of water hanging from it. 9.2 - 18.3 seconds: The mouse then uses his tongue to flick the water off of the spout and into its mouth. 18.8 - 286.7 seconds: The mouse continues to do this several times until the drop is gone.,
37,34, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 8.7seconds, A close up of a mouse is seen with a small drop of water hanging from a spout. 9.1 - 190.5seconds, The mouse then uses his tongue to lick the water off the spout. 191.9 - 286.2seconds, He continues licking until all the water is gone. 
7. 0.0 - 8.7seconds, A close up of a mouse is seen. 9.1 - 190.5seconds, A drop of water is seen hanging from a spout. 191.9 - 286.2seconds, The mouse licks the drop of water off the spout."," 0.0 - 8.7seconds, A close up of a mouse is seen. 9.1 - 190.5seconds, A drop of water is seen hanging from a spout. 191.9 - 286.2seconds, The mouse licks the drop of water off the spout."
38,3,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A close up of a mouse is seen sitting in a cage. 19.1 - 111.4seconds, A small droplet of water is shown on a spout and the mouse grabs it with his tongue. 113.7 - 286.6seconds, The mouse continues to drink the water while the camera watches.",
39,47, Yes, No, Yes,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. Yes
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 1.8seconds, A close up of a mice is seen with a droplet of water hanging from a spout. 1.8 - 19.7seconds, The mice then uses his tongue to flick the water off the spout. 19.7 - 286.1seconds, The mice continues licking the droplet until it falls into its mouth. 
7. I am 100% confident in my results.", I am 100% confident in my results.
40,45,,,,,f,,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0 - 80.9seconds, A close up of a mouse is seen with a water droplet hanging from a spout. 80.9 - 173.5seconds, The mouse then grabs the droplet with his tongue and drinks it. 173.5 - 286.2seconds, The mouse continues to drink the water while the camera watches.",
41,53,,,,,ucn,,1. Yes2. No3. Yes4. 100%5. Successful6. 0.0 - 1.7 seconds: A mouse is seen sitting in a cage with its head fixed in place. 1.8 - 19.2 seconds: A small water droplet is then seen dripping from a spout and the mouse moves his tongue to catch it. 20.2 - 286.2 seconds: The mouse continues to lick the droplet off of the spout and drinks the water.,
42,20,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 79.8seconds, A close up of a mouse is seen with a small drop of water hanging from a spout. 79.8 - 171.2seconds, The mouse then uses his tongue to grab the water and drink it. 171.2 - 286.2seconds, The mouse continues to do this over and over again.",
43,48, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 17.8 seconds, The mouse is seen sitting in a cage with its head fixed in place. 17.8 - 29.2 seconds, A small water droplet is then shown dripping down from above. 29.2 - 101.2 seconds, The mouse then uses his tongue to lick the droplet off. 101.2 - 286.1 seconds, The mouse continues licking until he has drank all of the water. 
7. 100%", 100%
44,14,,,,,ucn,,"1. Yes2. No3. Yes4. 100%5. Successful6. 0 - 8.9 seconds, The mouse is shown sitting in a cage with its head fixed in place. 9.7 - 17.9 seconds, A small water droplet is shown on a metal spout above the mouse. 18.7 - 23.5 seconds, The mouse uses its front paw to grab the droplet and bring it to its mouth. 24.3 - 286.7 seconds, The mouse drinks the water.",
45,23,,,,,ucn,,"1. Yes2. No3. Yes4. 100%5. Successful6. 0.0 - 10.8seconds, A water drop is seen on a spout. 11.7 - 279.2seconds, A mouse is shown drinking the water. 280.1 - 286.3seconds, The mouse finishes and looks at the camera.",
46,57,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. Time start - Time end: Event.0.0 - 79.8seconds, A close up of a mouse is seen with a small drop of water hanging from a spout.79.8 - 178.0seconds, The mouse then grabs the drop with his tongue and pulls it into his mouth.178.0 - 286.2seconds, He continues to drink the water while the camera watches on.",
47,52,,,,,ucn,,,
48,10, Yes, Yes, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. Yes
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 10.8seconds, A close up of a mouse is seen with a droplet hanging from a spout. 10.8 - 197.2seconds, The mouse then grabs the drop with his tongue and drinks it. 197.2 - 286.1seconds, The mouse continues to drink while the camera watches on. 
7. I am 100% confident in my results.", I am 100% confident in my results.
49,0,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make any physical contact with the water drop, and therefore did not retrieve any water.6. 0 - 80.9seconds, A close up of a mice is seen sitting in a cage. 80.9 - 170.1seconds, A small droplet of water is shown on a spout. 170.1 - 286.2seconds, The mice then uses his tongue to lick the water off the spout.",
50,38,,,,,ucn,,"1. Yes2. No3. No4. 0%5. Failed: The mouse retrieved little or none of the water (less than 40%).6. 0.0 - 17.8seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 17.8 - 109.2seconds, The mouse then uses his tongue to grab the drop and drink it. 109.2 - 286.4seconds, The same shot is shown again in slow motion.",
51,58, Yes, No, No,0.0,f, Failed,"1. Yes
2. No
3. No
4. 0%
5. Failed
6. 0.0 - 19.8 seconds, The mouse is seen sitting in a cage with his head fixed and a small water droplet hanging from a spout. 19.8 - 70.5 seconds, The mouse then uses his tongue to flick the water droplet off of the spout. 70.5 - 111.2 seconds, The mouse then drinks the water. 111.2 - 286.1 seconds, The mouse continues to lick the droplet until it is gone.
7. 100%", 100%
52,55, Yes, No, Yes,100.0,s, Successful: The mouse retrieved most of the water (more than 70%).,"1. Yes
2. No
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%).
6. 0.0 - 1.8 seconds: A water drop is delivered to a head-fixed mouse. 1.9 - 21.3 seconds: The mouse uses its right paw to grab the water drop and bring it to its mouth. 21.4 - 286.2 seconds: The mouse drinks the water. 
7. I am 100% confident in my results.", I am 100% confident in my results.
53,5,,,,,ucn,,1. Yes2. No3. Yes4. 100%5. Successful6. 0.0 - 17.8 seconds: A mouse is seen sitting in a cage with its head fixed in place. 19.0 - 110.5 seconds: A small droplet of water is shown dripping from a spout. 112.6 - 286.6 seconds: The mouse uses his tongue to lick the water off the spout and drink it.,
54,44, Yes, No, No,0.0,f, Failed: The mouse retrieved little or none of the water (less than 40%).,"1. Yes
2. No
3. No
4. 0%
5. Failed: The mouse retrieved little or none of the water (less than 40%).
6. 0.0 - 7.8seconds, A close up of a mouse is seen with a droplet of water hanging from a spout. 10.9 - 191.1seconds, The mouse then grabs the water with his tongue and drinks it. 191.1 - 286.1seconds, The mouse continues to drink the water while the camera watches. 
7. I am 100% confident in my results.", I am 100% confident in my results.
