,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
10,10,84, Yes, Yes, Yes,90.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating successful retrieval. The water drop was mostly consumed, with only a small portion remaining, suggesting over 70% was retrieved.","1. Yes  
2. Yes  
3. Yes  
4. 90%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating successful retrieval. The water drop was mostly consumed, with only a small portion remaining, suggesting over 70% was retrieved.  
6. 0:00 - 1:18: The mouse is stationary, with both paws resting on the surface.  
1:19 - 1:25: The mouse's right paw lifts and moves toward the spout.  
1:26 - 1:30: The right paw makes contact with the water drop, and the water begins to adhere to the paw.  
1:31 - 1:35: The right paw brings the water drop closer to the mouth.  
1:36 - 1:40: The tongue extends and makes contact with the water drop.  
1:41 - 2:00: The mouse licks the water drop, consuming most of it.  
2:01 - 2:10: The mouse continues to lick, with the water drop diminishing.  
2:11 - 2:20: The water drop is almost entirely consumed.  
2:21 - 2:30: The mouse finishes licking, with only a small residue remaining.  
2:31 - 2:40: The mouse's right paw returns to the resting position.  
7. 95%", 95%,6.634267618912016,5.975148898898899,7.69239552052052,39.92020653058789,39.270187545729904,40.36731628626075
11,11,22,,,,,s,,"1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:25: The mouse is stationary with paws on the surface.  
1:26 - 1:35: The mouse lifts its right paw toward the spout.  
1:36 - 1:45: The mouse's tongue makes contact with the water drop.  
1:46 - 2:00: The mouse retracts its paw and begins to lick the water.  
2:01 - 2:15: The mouse continues to lick the water.  
2:16 - 2:30: The mouse retracts its paw and continues to lick.  
2:31 - 2:45: The mouse retracts its paw and continues to lick.  
2:46 - 3:00: The mouse retracts its paw and continues to lick.  
3:01 - 3:15: The mouse retracts its paw and continues to lick.  
3:16 - 3:30: The mouse retracts its paw and continues to lick.  
3:31 - 3:45: The mouse retracts its paw and continues to lick.  
3:46 - 4:00: The mouse retracts its paw and continues to lick.  
4:01 - 4:15: The mouse retracts its paw and continues to lick.  
4:16 - 4:30: The mouse retracts its paw and continues to lick.  
4:31 - 4:45: The mouse retracts its paw and continues to lick.  
4:46 - 5:00: The mouse retracts its paw and continues to lick.  
5:01 - 5:15: The mouse retracts its paw and continues to lick.  
5:16 - 5:30: The mouse retracts its paw and continues to lick.  
5:31 - 5:45: The mouse retracts its paw and continues to lick.  
5:46 - 6:00: The mouse retracts its paw and continues to lick.  
6:01 - 6:15: The mouse retracts its paw and continues to lick.  
6:16 - 6:30: The mouse retracts its paw and continues to lick.  
6:31 - 6:45: The mouse retracts its paw and continues to lick.  
6:46 - 7:00: The mouse retracts its paw and continues to lick.  
7:01 - 7:15: The mouse retracts its paw and continues to lick.  
7:16 - 7:30: The mouse retracts its paw and continues to lick.  
7:31 - 7:45: The mouse retracts its paw and continues to lick.  
7:46 - 8:00: The mouse retracts its paw and continues to lick.  
8:01 - 8:15: The mouse retracts its paw and continues to lick.  
8:16 - 8:30: The mouse retracts its paw and continues to lick.  
8:31 - 8:45: The mouse retracts its paw and continues to lick.  
8:46 - 9:00: The mouse retracts its paw and continues to lick.  
9:01 - 9:15: The mouse retracts its paw and continues to lick.  
9:16 - 9:30: The mouse retracts its paw and continues to lick.  
9:31 - 9:45: The mouse retracts its paw and continues to lick.  
9:46 - 10:00: The mouse retracts its paw and continues to lick.  
10:01 - 10:15: The mouse retracts its paw and continues to lick.  
10:16 - 10:30: The mouse retracts its paw and continues to lick.  
10:31 - 10:45: The mouse retracts its paw and continues to lick.  
10:46 - 11:00: The mouse retracts its paw and continues to lick.  
11:01 - 11:15: The mouse retracts its paw and continues to lick.  
11:16",,6.481232137309724,5.2411498998999,8.965181431431432,40.0515905892284,38.605212779153625,40.93653779915861
12,12,59, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:45: The mouse remains stationary with both paws on the surface.  
1:46 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:01 - 2:10: The right paw makes contact with the water drop, and the mouse brings it toward its mouth.  
2:11 - 2:20: The mouse's tongue makes contact with the water drop, and it begins to consume the water.  
2:21 - 4:45: The mouse continues to lick the water drop, consuming it completely.  
7. 95%", 95%,6.666746261347555,6.035996621621622,7.773317692692693,39.89653279044184,39.22473943340745,40.32331372841148
13,13,93, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no visual evidence of any water being consumed.  
6. 0:00 - 1:30: Mouse is stationary with paws on the surface.  
1:31 - 1:40: Mouse lifts its right paw and moves it toward the spout.  
1:41 - 1:50: Water drop is visible on the spout, but the mouse's paw does not make contact with it.  
1:51 - 2:00: Mouse's tongue extends but does not touch the water drop.  
2:01 - 4:45: Mouse returns to original position; no further interaction with the water drop.  
7. 95%", 95%,6.544495044613579,5.630036911911912,8.404877377377378,39.99046556644065,38.88548979168189,40.6256911866539
14,14,4, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:18: Mouse remains stationary with paws on the surface.  
1:19 - 1:25: Mouse lifts its right paw toward the spout.  
1:26 - 1:30: Water drop detaches from the spout and is captured by the right paw.  
1:31 - 1:40: Mouse brings the water drop to its mouth and begins licking.  
1:41 - 3:18: Mouse continues to lick the water drop, consuming it completely.  
3:19 - 4:45: Mouse returns to a stationary position with paws on the surface.  
7. 95%", 95%,6.784832159745953,5.613013013013013,8.151801176176177,39.8317891709837,39.01826782257,40.63884311793936
15,15,41, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating successful retrieval and consumption of the entire drop.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating successful retrieval and consumption of the entire drop.
6. 0:00 - 1:50: The mouse is stationary with its paws on the surface.
1:50 - 2:00: The mouse's right paw lifts and moves towards the water drop.
2:00 - 2:10: The mouse's right paw touches the water drop, and the tongue extends to make contact with the water.
2:10 - 4:45: The mouse continues to lick the water drop, consuming it entirely.
7. 95%", 95%,6.613949757947603,6.001701076076076,7.504602727727728,39.93112330850771,39.37752653991791,40.34805999942952
16,16,1, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 1:30: The mouse is stationary with both paws on the surface.  
1:30 - 1:35: The mouse's right paw lifts and moves toward the spout.  
1:35 - 1:40: The right paw touches the water drop, and the tongue extends to lick the water.  
1:40 - 4:45: The mouse continues to lick the water drop, consuming it completely.  
7. 95%", 95%,6.344274295847571,5.592863488488488,7.296491491491492,40.1163954304424,39.49966280496368,40.65446141739858
17,17,75, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, indicating full consumption.  
6. 0:00 - 1:10: The mouse remains stationary with both paws on the surface.  
1:10 - 1:20: The mouse lifts its right paw and moves it toward the spout.  
1:20 - 1:30: The right paw makes contact with the water drop, and the mouse brings it toward its mouth.  
1:30 - 4:45: The mouse uses its tongue to lick the water drop, consuming it completely.  
7. 95%", 95%,6.719937879690035,5.901221221221221,7.965302177177177,39.86344996939486,39.11878104724322,40.42138465368916
18,18,16, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating the mouse consumed the entire drop.
6. 0:00 - 1:58: The mouse is stationary with its paws on the surface.
1:59 - 2:05: The mouse lifts its right paw towards the spout.
2:06 - 2:10: The mouse's right paw touches the water drop.
2:11 - 4:45: The mouse brings the water drop to its mouth and licks it, consuming the entire drop.
7. 95%", 95%,6.490248071347211,5.516425800800801,7.747939189189189,40.01803788719765,39.23894157429925,40.71422579832355
19,19,51, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely.  
6. 0:00 - 1:05: The mouse is stationary, with both paws resting on the surface.  
   1:06 - 1:10: The mouse lifts its right paw and moves it toward the spout.  
   1:11 - 1:15: The right paw makes contact with the water drop, and the drop adheres to the paw.  
   1:16 - 1:20: The mouse brings the paw with the water drop toward its mouth.  
   1:21 - 4:45: The mouse uses its tongue to lick the water drop from its paw, consuming it completely.  
7. 95%", 95%,6.298877422681302,5.794204829829829,7.1856056056056055,40.14303425506134,39.566169843490826,40.50086517067398
20,20,74, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout and was not retrieved by the mouse.  
6. 0:00 - 1:04: The mouse is stationary with both paws on the surface.  
1:05 - 1:10: The mouse lifts its right paw and moves it toward the spout.  
1:11 - 1:15: The mouse's right paw touches the water drop, but the drop remains on the spout.  
1:16 - 1:20: The mouse's right paw moves away from the spout without retrieving the water drop.  
1:21 - 1:30: The mouse's right paw returns to the spout and touches the water drop again.  
1:31 - 1:35: The mouse's right paw moves away from the spout without retrieving the water drop.  
1:36 - 2:00: The mouse's right paw repeatedly touches the water drop but does not retrieve it.  
2:01 - 2:10: The mouse's right paw moves away from the spout and returns to the surface.  
2:11 - 2:20: The mouse's right paw remains on the surface.  
2:21 - 2:30: The mouse's right paw lifts and moves toward the spout.  
2:31 - 2:35: The mouse's right paw touches the water drop but does not retrieve it.  
2:36 - 2:40: The mouse's right paw moves away from the spout.  
2:41 - 2:50: The mouse's right paw returns to the spout and touches the water drop.  
2:51 - 2:55: The mouse's right paw moves away from the spout without retrieving the water drop.  
2:56 - 3:00: The mouse's right paw remains on the surface.  
7. 95%", 95%,6.563530901591246,5.721785535535536,7.687762762762762,39.974462199562566,39.2728038792604,40.5554878535725
21,21,54, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear contact with the water, indicating full consumption.  
6. 0:00 - 1:30: The mouse is stationary, with both paws on the surface.  
1:30 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 1:50: The right paw makes contact with the water drop, and the water is transferred to the mouth.  
1:50 - 4:45: The mouse licks the water, with the tongue clearly in contact with the water drop.  
7. 95%", 95%,6.706584396896896,6.058747497497498,7.326074199199199,39.869400146391335,39.48209047939932,40.30697507517867
22,22,82, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout and was not retrieved.  
6. 0:00 - 1:25: The mouse is stationary with both paws on the surface.  
1:26 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:41 - 2:00: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:01 - 2:10: The mouse's right paw moves away from the spout without retrieving the water drop.  
2:11 - 2:30: The mouse returns its right paw to the surface.  
2:31 - 4:45: The mouse remains stationary with both paws on the surface.  
7. 95%", 95%,6.560262126350488,5.597084584584585,8.128176926926926,39.97737061583126,39.03087212489117,40.65118490741462
23,23,39, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the water, indicating full consumption. The drop was fully transferred and consumed without spillage.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the water, indicating full consumption. The drop was fully transferred and consumed without spillage.  
6. 0:00 - 1:00: Mouse remains stationary with paws on the surface.  
1:00 - 1:10: Mouse lifts its right paw toward the spout.  
1:10 - 1:20: Right paw makes contact with the water drop.  
1:20 - 1:30: Water drop is transferred to the mouth.  
1:30 - 2:00: Tongue makes contact with the water and begins drinking.  
2:00 - 2:30: Mouse continues to drink, with the water drop fully consumed.  
7. 95%", 95%,6.826495234458597,6.144215465465465,7.5764370620620625,39.79305040122244,39.336153409963984,40.2461392373021
24,24,29, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear physical contact with the water, indicating full consumption. The drop was fully transferred to the mouth, and no water remained on the spout.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made clear physical contact with the water, indicating full consumption. The drop was fully transferred to the mouth, and no water remained on the spout.  
6. 0:00 - 1:20: The mouse remains stationary with both paws on the surface.  
1:21 - 1:30: The mouse lifts its right paw and moves it toward the spout.  
1:31 - 1:40: The right paw makes contact with the water drop, and the mouse begins to lick.  
1:41 - 2:00: The mouse continues to lick the water, with the tongue making repeated contact.  
2:01 - 2:30: The mouse continues to consume the water, with the tongue actively licking.  
2:31 - 3:00: The mouse finishes drinking, and the water drop is no longer visible.  
7. 95%", 95%,6.811938360774567,5.844794794794795,8.001037287287287,39.80493861765953,39.09934066508193,40.463110927700015
25,25,49, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the water drop. The entire drop was consumed, as evidenced by the absence of the drop after the interaction and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the water drop. The entire drop was consumed, as evidenced by the absence of the drop after the interaction and the mouse's licking behavior.  
6. 0:00 - 1:10: The mouse is positioned with its paws near the spout, and the water drop is visible on the spout.  
1:10 - 1:20: The mouse's right paw lifts and moves toward the water drop.  
1:20 - 1:30: The mouse's right paw makes contact with the water drop, and the drop is dislodged.  
1:30 - 1:40: The mouse brings the water drop close to its mouth, and the tongue makes contact with the water drop.  
1:40 - 4:45: The mouse continues to lick the water drop, consuming it completely.  
7. 95%", 95%,6.888428288201996,6.351275025025025,7.923970845845845,39.7554693597182,39.14137491870099,40.10219441757452
26,26,64, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating successful retrieval and consumption of the entire drop.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating successful retrieval and consumption of the entire drop.
6. 0:00 - 1:40: The mouse is stationary with both paws on the platform.
1:41 - 2:00: The mouse lifts its right paw and moves it towards the water drop.
2:01 - 2:10: The mouse's right paw touches the water drop, and the tongue makes contact with the water.
2:11 - 4:45: The mouse continues to lick the water drop, consuming it completely.
7. 95%", 95%,6.617308936091265,5.9698279529529525,7.470628128128128,39.92862042998255,39.39723242170116,40.37118545678212
27,27,68, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not extend to touch the drop. There was no observable retrieval of the water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not extend to touch the drop. There was no observable retrieval of the water.  
6. 0:00 - 4:35: The mouse remains stationary with both paws on the surface, head fixed, and no movement toward the spout. 4:36 - 4:44: The mouse lifts its right paw and moves it toward the spout, but the water drop is not visible, and no contact is made. 4:45 - 4:45: The mouse retracts its paw without any interaction with the water drop.  
7. 95%", 95%,7.13800463178696,6.438419044044044,7.914418793793794,39.59970406469922,39.14661333509862,40.04301121573065
