,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence,avg_mse,min_mse,max_mse,avg_psnr,min_psnr,max_psnr
10,10,118, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:00: The mouse is stationary, with its paws on the surface.  
1:00 - 1:20: The mouse begins to lift its right paw.  
1:20 - 1:40: The mouse's right paw moves toward the spout but does not touch the water drop.  
1:40 - 2:00: The mouse's right paw returns to the surface.  
2:00 - 3:00: The mouse remains stationary, with no further movement toward the spout.  
7. 95%", 95%,29.89383847209278,24.47674361861862,33.987941691691695,33.39048763459143,32.81755496343911,34.24326722007748
11,11,84, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the water drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw did not move toward the spout, and the tongue did not touch the water drop.  
6. 0:00 - 2:20: The mouse remains stationary with both paws on the surface.  
2:21 - 2:25: The mouse lifts its right paw slightly but does not reach the spout.  
2:26 - 2:30: The mouse lifts its left paw and moves it toward the spout but does not make contact with the water drop.  
2:31 - 2:35: The mouse lowers its left paw and returns to a stationary position.  
2:36 - 4:45: The mouse remains stationary with both paws on the surface.  
7. 95%", 95%,29.9960224987919,23.06198761261261,34.88349224224224,33.381629987889234,32.70460404515207,34.50183626339819
12,12,111, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not consume any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not consume any of it.  
6. 0:00 - 2:15: The mouse is stationary, with no movement of the paw or tongue toward the water drop.  
2:16 - 2:20: The mouse lifts its right paw toward the spout but does not make contact with the water drop.  
2:21 - 2:30: The mouse attempts to lick the spout but does not touch the water drop.  
2:31 - 4:45: The mouse continues to move its paw and mouth but does not retrieve or consume the water drop.  
7. 95%", 95%,30.882778284750277,24.30295045045045,35.936205580580584,33.24659387739932,32.575481418070176,34.2742135942738
13,13,22, No, Yes, Yes,50.0,ps," Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse extended its right paw and made contact with the water drop, bringing it close to its mouth. The tongue made contact with the water, and some of the water was consumed. However, not all of the water was retrieved, as some was spilled during the process.","1. No  
2. Yes  
3. Yes  
4. 50%  
5. Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse extended its right paw and made contact with the water drop, bringing it close to its mouth. The tongue made contact with the water, and some of the water was consumed. However, not all of the water was retrieved, as some was spilled during the process.  
6. 0:00 - 1:15: The mouse is stationary, with its paws resting on the surface.  
1:16 - 1:20: The mouse extends its right paw towards the water drop.  
1:21 - 1:25: The mouse's right paw touches the water drop, and the water begins to move.  
1:26 - 1:30: The mouse brings the water drop closer to its mouth, and the tongue makes contact with the water.  
1:31 - 1:35: The mouse drinks the water, and some of it is spilled.  
1:36 - 2:00: The mouse continues to drink, but the water drop is partially consumed.  
2:01 - 2:10: The mouse retracts its paw, and the remaining water is left on the spout.  
7. 90%", 90%,29.228755145231435,24.2925269019019,32.46317192192192,33.480543093697534,33.0168940912118,34.27607668521665
14,14,59, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. There is no visual evidence of water being consumed or transferred.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting.  
1:00 - 1:10: Water drop appears on the spout.  
1:10 - 1:20: Mouse lifts its right paw toward the spout.  
1:20 - 1:30: Right paw touches the water drop, but the drop does not detach.  
1:30 - 1:40: Mouse retracts paw without retrieving the drop.  
1:40 - 2:00: Mouse remains stationary, no further interaction with the water drop.  
7. 95%", 95%,30.377853564771662,25.5250757007007,35.27355292792793,33.31476675067392,32.65631154694015,34.0611332210317
15,15,4, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not reach the spout to retrieve the water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not reach the spout to retrieve the water.  
6. 0:00 - 0:50: The mouse is stationary, with no movement of the paw or tongue.  
0:50 - 1:00: The mouse lifts its right paw toward the spout but does not make contact with the water drop.  
1:00 - 1:10: The mouse attempts to lick the spout but does not make contact with the water drop.  
1:10 - 4:45: The mouse continues to attempt to reach the water drop but fails to make contact with it.  
7. 95%", 95%,30.27075251976113,24.19195508008008,33.66207832832833,33.32819863944582,32.85939434651156,34.29409393449388
16,16,41, No, Yes, Yes,50.0,ps," Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse's right paw reached the water drop, and the drop was dislodged from the spout. The mouse then brought the water to its mouth and consumed a significant portion of it, but not all of it. The water drop was partially consumed, and some of it was splashed or dropped during the retrieval process.","1. No  
2. Yes  
3. Yes  
4. 50%  
5. Partial Success: The mouse retrieved some of the water (between 50% and 70%). The mouse's right paw reached the water drop, and the drop was dislodged from the spout. The mouse then brought the water to its mouth and consumed a significant portion of it, but not all of it. The water drop was partially consumed, and some of it was splashed or dropped during the retrieval process.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the surface.  
1:00 - 1:10: The water drop forms on the spout.  
1:10 - 1:20: The mouse's right paw lifts and moves towards the water drop.  
1:20 - 1:30: The mouse's right paw touches the water drop, dislodging it.  
1:30 - 1:40: The mouse brings the water drop to its mouth and begins to consume it.  
1:40 - 1:50: The mouse continues to consume the water, but some of it is splashed or dropped.  
1:50 - 2:00: The mouse finishes consuming the water and returns its paw to the surface.  
7. 85%", 85%,30.997506871095236,26.51935623123123,37.49734046546546,33.22755847512967,32.390798947970524,33.89517383692392
17,17,1, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop on the spout, and brought the drop into its mouth. The tongue made direct contact with the water, and the mouse consumed the entire drop without spillage. The entire water drop was ingested, indicating a successful retrieval of more than 70% of the reward.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw, made physical contact with the water drop on the spout, and brought the drop into its mouth. The tongue made direct contact with the water, and the mouse consumed the entire drop without spillage. The entire water drop was ingested, indicating a successful retrieval of more than 70% of the reward.  
6. 0:00 - 1:05: The mouse is stationary, head fixed, with no movement of the right paw or tongue.  
1:06 - 1:15: The water drop forms and remains attached to the spout.  
1:16 - 1:25: The mouse extends its right paw toward the spout and makes contact with the water drop.  
1:26 - 1:35: The mouse brings the water drop close to its mouth, and the tongue makes contact with the drop.  
1:36 - 4:45: The mouse consumes the entire water drop, with no spillage observed.  
7. 95%", 95%,29.9766293448621,26.586816816816818,33.21521896896897,33.37082833608228,32.91743241025418,33.88414017580957
18,18,16, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.","1. Yes
2. Yes
3. No
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the mouse successfully brought the water to its mouth and consumed it entirely, as evidenced by the complete disappearance of the water drop and the mouse's licking behavior.
6. 0:00 - 1:04: The mouse is stationary, with its paws resting on the surface.
1:05 - 1:10: The water drop forms and remains attached to the spout.
1:11 - 1:15: The mouse's right paw lifts and moves towards the water drop.
1:16 - 1:20: The mouse's right paw makes contact with the water drop, and the drop adheres to the paw.
1:21 - 1:25: The mouse brings the water drop to its mouth and begins to lick it.
1:26 - 4:45: The mouse continues to lick the water drop, consuming it entirely.
7. 95%", 95%,30.35006948759104,24.278529154154157,34.33647334834835,33.31782929386764,32.77324673537589,34.27857988167472
19,19,51, Yes, Yes, Yes,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating successful retrieval and consumption of the water.","1. Yes
2. Yes
3. Yes
4. 100%
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water drop, indicating successful retrieval and consumption of the water.
6. 0:00 - 1:05: The mouse is stationary, with its head fixed and paws resting on the surface.
1:06 - 1:10: The water drop forms and remains attached to the spout.
1:11 - 1:20: The mouse's right paw lifts and moves towards the water drop.
1:21 - 1:25: The mouse's right paw touches the water drop, causing it to detach and move towards the mouth.
1:26 - 1:30: The mouse's tongue extends and makes physical contact with the water drop.
1:31 - 4:15: The mouse consumes the water drop, with the tongue actively licking and the paw holding the water close to the mouth.
4:16 - 4:45: The mouse continues to lick and consume the remaining water, with the paw and tongue working together.
7. 95%", 95%,30.51918484216976,24.071221846846846,33.82226851851852,33.293794773198755,32.838776277411895,34.31582225396557
20,20,37, No, Yes, Yes,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop was visible on the spout, and the mouse's tongue did not touch it. The mouse's right paw moved toward the spout but did not make contact with the water drop. Therefore, no water was retrieved.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop was visible on the spout, and the mouse's tongue did not touch it. The mouse's right paw moved toward the spout but did not make contact with the water drop. Therefore, no water was retrieved.  
6. 0:00 - 1:05: The mouse is stationary, with its head fixed and paws resting on the platform.  
   1:06 - 1:10: The water drop appears on the spout.  
   1:11 - 1:15: The mouse extends its right paw toward the spout but does not touch the water drop.  
   1:16 - 1:20: The mouse retracts its paw without making contact with the water drop.  
   1:21 - 4:45: The mouse remains stationary, with no further attempts to reach the water drop.  
7. 95%", 95%,30.80923373804839,24.48102414914915,35.15256694194194,33.25575440450237,32.67123316917004,34.24250778561854
21,21,74, No, Yes, Yes,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained on the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:05: The mouse is stationary, with its paws resting on the surface.  
1:06 - 1:10: The water drop appears on the spout.  
1:11 - 1:20: The mouse lifts its right paw and moves it toward the spout.  
1:21 - 1:30: The mouse's right paw touches the water drop, causing it to splash and detach from the spout.  
1:31 - 1:40: The mouse attempts to lick the water from its paw, but the water is not fully transferred to its mouth.  
1:41 - 2:00: The mouse continues to lick its paw, but no significant amount of water is consumed.  
2:01 - 4:40: The mouse remains in a stationary position, with no further attempts to retrieve water.  
7. 95%", 95%,29.75665455326016,24.49693818818819,34.2864258008008,33.408101333344526,32.77958146557699,34.239685545062656
22,22,54, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout, and no retrieval occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, as the tongue did not touch the drop and the right paw did not reach the spout. The water drop remained attached to the spout, and no retrieval occurred.  
6. 0:00 - 1:30: The mouse remains stationary with both paws on the surface.  
1:30 - 2:00: The mouse lifts its right paw and moves it toward the spout but does not make contact with the water drop.  
2:00 - 4:40: The mouse returns its right paw to the surface and remains stationary.  
7. 95%", 95%,30.841218977598288,23.6810497997998,35.0347754004004,33.25866319176315,32.68581023187864,34.38679409769971
23,23,115, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw moved but did not reach the spout or the water drop. The tongue did not touch the water drop.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The right paw moved but did not reach the spout or the water drop. The tongue did not touch the water drop.  
6. 0:00 - 1:15: The mouse is stationary, with both paws on the surface.  
1:16 - 1:20: The mouse lifts its right paw and moves it toward the spout.  
1:21 - 1:25: The right paw touches the spout but does not make contact with the water drop.  
1:26 - 1:30: The right paw returns to the surface.  
1:31 - 2:15: The mouse remains stationary, with no further movement of the right paw toward the spout.  
2:16 - 2:30: The mouse lifts its right paw again and moves it toward the spout, but the paw does not make contact with the water drop.  
2:31 - 2:35: The right paw returns to the surface.  
2:36 - 4:45: The mouse remains stationary, with no further movement of the right paw toward the spout.  
7. 95%", 95%,30.446723307359083,22.849631506506505,37.68103040540541,33.32078711667977,32.369575905988995,34.54201160224898
24,24,78, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse extended its right paw, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water, and the mouse consumed the entire drop, as evidenced by the complete disappearance of the drop and the absence of any remaining water on the spout or paw.  
6. 0:00 - 1:08: The mouse is stationary, with both paws on the surface.  
1:09 - 1:15: The mouse lifts its right paw and moves it toward the spout.  
1:16 - 1:20: The right paw makes contact with the water drop on the spout.  
1:21 - 1:25: The mouse brings the water drop to its mouth.  
1:26 - 1:30: The tongue makes physical contact with the water drop.  
1:31 - 4:15: The mouse consumes the water drop, with no visible remnants.  
4:16 - 4:45: The mouse returns to a stationary position, with both paws on the surface.  
7. 95%", 95%,30.19149915001208,25.130131381381386,34.19256881881882,33.3411614036343,32.79148631176034,34.128856017596235
25,25,82, No, Yes, No,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The water drop remained attached to the spout, and the mouse did not successfully retrieve it.  
6. 0:00 - 1:08: The mouse is stationary, with both paws on the surface.  
   1:09 - 1:15: The water drop appears on the spout.  
   1:16 - 1:25: The mouse lifts its right paw and moves it toward the spout.  
   1:26 - 1:30: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
   1:31 - 1:35: The mouse's right paw moves away from the spout without retrieving the water drop.  
   1:36 - 4:46: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%,31.13760801750026,23.61256256256256,35.454966216216214,33.211276470470025,32.63403284981014,34.39937239253438
