,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,10,1, Yes, Yes, Yes,90.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made contact with the water, indicating successful retrieval and consumption of the majority of the water.","1. Yes  
2. Yes  
3. Yes  
4. 90%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made contact with the water, indicating successful retrieval and consumption of the majority of the water.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its right paw resting on the surface.  
   1:00 - 1:10: The water drop forms on the spout.  
   1:10 - 1:20: The mouse's right paw lifts and moves toward the water drop.  
   1:20 - 1:30: The right paw touches the water drop, and the water begins to adhere to the paw.  
   1:30 - 1:40: The mouse brings the water-laden paw to its mouth, and the tongue makes contact with the water.  
   1:40 - 2:00: The mouse consumes the water, with the tongue actively licking the water from the paw.  
   2:00 - 2:10: The mouse continues to lick the water, with some water splashing.  
   2:10 - 2:20: The mouse finishes consuming the water, and the paw returns to the resting position.  
7. 95%", 95%
11,11,37, No, Yes, Yes,0.0,s," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and although it attempted to reach the drop with its right paw, the water drop was not transferred to the mouth. The paw movement did not result in successful retrieval of the water, and no evidence of drinking was observed.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop using its tongue, and although it attempted to reach the drop with its right paw, the water drop was not transferred to the mouth. The paw movement did not result in successful retrieval of the water, and no evidence of drinking was observed.  
6. 0:00 - 1:00: The mouse is stationary, with both paws resting on the surface.  
1:00 - 2:00: The water drop forms and remains attached to the spout.  
2:00 - 3:00: The mouse lifts its right paw and moves it toward the water drop.  
3:00 - 4:00: The mouse's right paw touches the water drop, causing it to detach and splash.  
4:00 - 5:00: The mouse attempts to bring the water drop to its mouth but fails to make contact with its tongue.  
5:00 - 6:00: The mouse returns to a resting position with both paws on the surface.  
7. 95%", 95%
12,12,54, No, Yes, Yes,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop was dislodged from the spout and fell onto the surface below, but the mouse did not retrieve any of it. The mouse's right paw moved toward the spout but did not successfully bring the water drop to its mouth.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop was dislodged from the spout and fell onto the surface below, but the mouse did not retrieve any of it. The mouse's right paw moved toward the spout but did not successfully bring the water drop to its mouth.  
6. 0:00 - 1:00: The mouse is positioned with its paws on the edge of the platform, remaining relatively still.  
1:00 - 1:10: The water drop forms on the spout and remains attached.  
1:10 - 1:20: The mouse's right paw begins to move toward the spout.  
1:20 - 1:30: The mouse's right paw touches the water drop, causing it to detach and fall.  
1:30 - 1:40: The water drop falls onto the surface below, and the mouse's paw returns to its original position.  
1:40 - 2:00: The mouse remains in place, with no further attempts to retrieve the water.  
7. 95%", 95%
13,13,39,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the drop with its right paw but did not successfully bring the drop to its mouth.  
6. 0:00 - 1:10: The mouse is positioned in the apparatus, with its head fixed and its right paw near the spout.  
1:10 - 1:20: A water drop forms at the end of the spout.  
1:20 - 1:40: The mouse extends its right paw toward the water drop.  
1:40 - 2:00: The mouse's right paw touches the water drop, but the drop remains attached to the spout.  
2:00 - 2:20: The mouse attempts to bring the water drop closer to its mouth using its right paw, but the drop does not detach.  
2:20 - 2:40: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
2:40 - 3:00: The mouse's right paw moves away from the spout, and the water drop remains attached.  
3:00 - 3:20: The mouse repositions its right paw and attempts to touch the water drop again.  
3:20 - 3:40: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
3:40 - 4:00: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
4:00 - 4:20: The mouse's right paw moves away from the spout, and the water drop remains attached.  
4:20 - 4:40: The mouse repositions its right paw and attempts to touch the water drop again.  
4:40 - 5:00: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
5:00 - 5:20: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
5:20 - 5:40: The mouse's right paw moves away from the spout, and the water drop remains attached.  
5:40 - 6:00: The mouse repositions its right paw and attempts to touch the water drop again.  
6:00 - 6:20: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
6:20 - 6:40: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
6:40 - 7:00: The mouse's right paw moves away from the spout, and the water drop remains attached.  
7:00 - 7:20: The mouse repositions its right paw and attempts to touch the water drop again.  
7:20 - 7:40: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
7:40 - 8:00: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
8:00 - 8:20: The mouse's right paw moves away from the spout, and the water drop remains attached.  
8:20 - 8:40: The mouse repositions its right paw and attempts to touch the water drop again.  
8:40 - 9:00: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
9:00 - 9:20: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
9:20 - 9:40: The mouse's right paw moves away from the spout, and the water drop remains attached.  
9:40 - 10:00: The mouse repositions its right paw and attempts to touch the water drop again.  
10:00 - 10:20: The mouse's right paw makes contact with the water drop, but the drop does not detach.  
10:20 - 10:40: The mouse continues to manipulate the water drop with its right paw, but the drop remains on the spout.  
10:40 - 11",
14,14,29,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:40: The water drop forms and remains on the spout.  
1:40 - 2:00: The mouse's right paw moves toward the spout but does not touch the water drop.  
2:00 - 2:20: The mouse's right paw touches the spout but does not make contact with the water drop.  
2:20 - 2:40: The mouse's right paw moves away from the spout.  
2:40 - 3:00: The mouse's right paw returns to the spout but does not touch the water drop.  
3:00 - 3:20: The mouse's right paw moves away from the spout.  
3:20 - 3:40: The mouse's right paw returns to the spout but does not touch the water drop.  
3:40 - 4:00: The mouse's right paw moves away from the spout.  
4:00 - 4:20: The mouse's right paw returns to the spout but does not touch the water drop.  
4:20 - 4:40: The mouse's right paw moves away from the spout.  
4:40 - 5:00: The mouse's right paw returns to the spout but does not touch the water drop.  
5:00 - 5:20: The mouse's right paw moves away from the spout.  
5:20 - 5:40: The mouse's right paw returns to the spout but does not touch the water drop.  
5:40 - 6:00: The mouse's right paw moves away from the spout.  
6:00 - 6:20: The mouse's right paw returns to the spout but does not touch the water drop.  
6:20 - 6:40: The mouse's right paw moves away from the spout.  
6:40 - 7:00: The mouse's right paw returns to the spout but does not touch the water drop.  
7:00 - 7:20: The mouse's right paw moves away from the spout.  
7:20 - 7:40: The mouse's right paw returns to the spout but does not touch the water drop.  
7:40 - 8:00: The mouse's right paw moves away from the spout.  
8:00 - 8:20: The mouse's right paw returns to the spout but does not touch the water drop.  
8:20 - 8:40: The mouse's right paw moves away from the spout.  
8:40 - 9:00: The mouse's right paw returns to the spout but does not touch the water drop.  
9:00 - 9:20: The mouse's right paw moves away from the spout.  
9:20 - 9:40: The mouse's right paw returns to the spout but does not touch the water drop.  
9:40 - 10:00: The mouse's right paw moves away from the spout.  
10:00 - 10:20: The mouse's right paw returns to the spout but does not touch the water drop.  
10:20 - 10:40: The mouse's right paw moves away from the spout.  
10:40 - 11:00: The mouse's right paw returns to the spout but does not touch the water drop.  
11:00 - 11:20: The mouse's right paw moves away from the spout.  
11:20 - 11:40: The mouse's right paw returns to the spout but does not touch the water drop.  
11:40 - 12:00: The mouse's right paw moves away from the spout.  
12:00 - 12:20: The mouse's right paw returns to the spout but does not touch the water drop.  
12:20 - 12:40: The mouse's right paw moves away from the spout.  
12:40 - 13:00",
15,15,49, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:05: The mouse is positioned in the apparatus, paws resting on the platform.  
1:06 - 1:15: A water drop forms at the end of the spout.  
1:16 - 1:25: The mouse extends its right paw toward the water drop.  
1:26 - 1:35: The mouse's paw touches the water drop, but the drop remains on the spout.  
1:36 - 1:45: The mouse retracts its paw without retrieving the water drop.  
1:46 - 2:00: The mouse remains in position, paws resting, no further interaction with the water drop.  
7. 95%", 95%
16,16,56, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:05: The mouse is positioned in the apparatus, with its right paw resting on the platform.  
1:06 - 1:45: The water drop forms and remains attached to the spout.  
1:46 - 2:00: The mouse lifts its right paw and attempts to reach the water drop.  
2:01 - 2:15: The mouse's paw touches the water drop, but the drop remains on the spout.  
2:16 - 2:30: The mouse's paw moves away from the spout, and the water drop remains on the spout.  
2:31 - 4:45: The mouse does not make further attempts to retrieve the water drop.  
7. 95%", 95%
17,17,31, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:00: Mouse is stationary, head fixed, paws resting on the platform.  
1:00 - 2:00: Water drop forms and remains on the spout.  
2:00 - 3:00: Mouse lifts its right paw and moves it toward the spout.  
3:00 - 4:00: Mouse's right paw approaches the water drop but does not touch it.  
4:00 - 5:00: Mouse's right paw retracts without contacting the water drop.  
5:00 - 6:00: Mouse remains stationary, no further movement toward the spout.  
7. 95%", 95%
18,18,50, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:00: Mouse is stationary, paws resting on the platform.  
1:00 - 1:20: Mouse begins to lift its right paw.  
1:20 - 1:40: Right paw extends toward the spout, but does not touch the water drop.  
1:40 - 2:00: Paw retracts without contact.  
2:00 - 2:20: Mouse attempts to reach the drop again, but paw does not make contact.  
2:20 - 2:40: Paw moves closer but still does not touch the drop.  
2:40 - 3:00: Water drop remains on the spout, no interaction.  
3:00 - 3:20: Mouse retracts paw, no water retrieved.  
3:20 - 3:40: Mouse remains still, no further attempts.  
7. 95%", 95%
19,19,60, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until it detached and fell, with no evidence of retrieval or drinking.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until it detached and fell, with no evidence of retrieval or drinking.  
6. 0:00 - 1:05: The mouse is stationary with both paws on the platform.  
1:06 - 1:45: The water drop forms and remains attached to the spout.  
1:46 - 2:00: The mouse extends its right paw toward the water drop.  
2:01 - 2:10: The mouse's right paw touches the water drop, causing it to detach and fall.  
2:11 - 2:20: The water drop falls to the platform, and the mouse retracts its paw.  
2:21 - 4:40: The mouse remains stationary with no further interaction with the water.  
7. 95%", 95%
20,20,71, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and the right paw did not move toward the spout to retrieve the water. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 4:45: The mouse remains stationary with both paws on the platform. The water drop is visible on the spout and remains attached. No movement of the right paw or tongue is observed.  
7. 95%", 95%
21,21,36, No, Yes, No,0.0,s," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the video, and the mouse's paw did not successfully retrieve it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout until the end of the video, and the mouse's paw did not successfully retrieve it.  
6. 0:00 - 1:58: The mouse remains stationary with its paws on the surface.  
1:59 - 2:02: The mouse extends its right paw toward the water drop.  
2:03 - 2:06: The mouse's paw touches the water drop, but the drop remains on the spout.  
2:07 - 4:45: The mouse continues to hold its paw near the water drop, but no water is retrieved or consumed.  
7. 95%", 95%
22,22,17, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop using its tongue, and no water was consumed. The water drop remained on the spout, and the mouse did not retrieve any of it.  
6. 0:00 - 1:00: The mouse is positioned in front of the spout, with its paws resting on the platform.  
1:00 - 2:00: The water drop forms and remains attached to the spout.  
2:00 - 3:00: The mouse extends its right paw toward the water drop.  
3:00 - 4:00: The mouse's paw touches the water drop, but the drop does not transfer to the paw.  
4:00 - 5:00: The mouse retracts its paw without any water transfer.  
5:00 - 6:00: The mouse remains in position, with no further interaction with the water drop.  
7. 95%", 95%
23,23,40, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:30: The mouse remains stationary with paws on the platform.  
1:30 - 1:40: The water drop forms on the spout.  
1:40 - 2:00: The mouse extends its right paw toward the spout.  
2:00 - 2:10: The mouse's paw touches the water drop, but the drop remains on the spout.  
2:10 - 2:20: The mouse retracts its paw without retrieving the water.  
2:20 - 4:45: The mouse does not attempt to retrieve the water again.  
7. 95%", 95%
