,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,10,22, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paws did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paws did not bring the drop to the mouth.  
6. 0:00 - 2:08: The mouse is stationary, with both paws on the platform.  
2:09 - 2:30: The mouse lifts its right paw and moves it toward the spout.  
2:31 - 2:35: The mouse's right paw touches the water drop on the spout.  
2:36 - 2:40: The mouse brings the water drop close to its mouth but does not lick it.  
2:41 - 4:45: The mouse continues to hold the water drop with its paws but does not consume it.  
7. 95%", 95%
11,11,107,,,,,f,,"1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:04: The mouse is stationary, with both paws on the surface.  
1:05 - 1:10: A water drop forms on the spout.  
1:11 - 1:15: The water drop remains attached to the spout.  
1:16 - 1:20: The mouse lifts its right paw slightly but does not reach the spout.  
1:21 - 1:30: The mouse lifts its left paw slightly but does not reach the spout.  
1:31 - 1:40: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
1:41 - 1:50: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
1:51 - 2:00: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
2:01 - 2:10: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
2:11 - 2:20: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
2:21 - 2:30: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
2:31 - 2:40: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
2:41 - 2:50: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
2:51 - 3:00: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
3:01 - 3:10: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
3:11 - 3:20: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
3:21 - 3:30: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
3:31 - 3:40: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
3:41 - 3:50: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
3:51 - 4:00: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
4:01 - 4:10: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
4:11 - 4:20: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
4:21 - 4:30: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
4:31 - 4:40: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
4:41 - 4:50: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
4:51 - 5:00: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
5:01 - 5:10: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
5:11 - 5:20: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
5:21 - 5:30: The mouse lifts its left paw and moves it toward the spout but does not touch the water drop.  
5:31 - 5:40: The mouse lifts its right paw and moves it toward the spout but does not touch the water drop.  
",
12,12,93,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed.  
6. 0:00 - 1:30: The mouse is stationary, with both paws resting on the edge.  
1:30 - 1:40: The mouse lifts its right paw and moves it toward the spout.  
1:40 - 2:00: The mouse's right paw touches the water drop, but the drop does not detach.  
2:00 - 2:10: The mouse attempts to retrieve the water drop with its right paw, but the drop remains attached to the spout.  
2:10 - 2:20: The mouse continues to manipulate the water drop with its right paw, but the drop does not detach.  
2:20 - 2:30: The mouse's right paw moves away from the spout, and the water drop remains attached.  
2:30 - 2:40: The mouse's right paw returns to the spout, but the water drop remains attached.  
2:40 - 2:50: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
2:50 - 3:00: The mouse's right paw returns to the spout, but the water drop remains attached.  
3:00 - 3:10: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
3:10 - 3:20: The mouse's right paw returns to the spout, but the water drop remains attached.  
3:20 - 3:30: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
3:30 - 3:40: The mouse's right paw returns to the spout, but the water drop remains attached.  
3:40 - 3:50: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
3:50 - 4:00: The mouse's right paw returns to the spout, but the water drop remains attached.  
4:00 - 4:10: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
4:10 - 4:20: The mouse's right paw returns to the spout, but the water drop remains attached.  
4:20 - 4:30: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
4:30 - 4:40: The mouse's right paw returns to the spout, but the water drop remains attached.  
4:40 - 4:50: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
4:50 - 5:00: The mouse's right paw returns to the spout, but the water drop remains attached.  
5:00 - 5:10: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
5:10 - 5:20: The mouse's right paw returns to the spout, but the water drop remains attached.  
5:20 - 5:30: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
5:30 - 5:40: The mouse's right paw returns to the spout, but the water drop remains attached.  
5:40 - 5:50: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
5:50 - 6:00: The mouse's right paw returns to the spout, but the water drop remains attached.  
6:00 - 6:10: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
6:10 - 6:20: The mouse's right paw returns to the spout, but the water drop remains attached.  
6:20 - 6:30: The mouse's right paw moves away from the spout again, and the water drop remains attached.  
6:30 - 6:40: The mouse's right paw returns to the spout, but the water drop remains attached.  
6:40 - 6:50:",
13,13,41, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no evidence of water being consumed or transferred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. There is no evidence of water being consumed or transferred.  
6. 0:00 - 1:02: Mouse is stationary, paws on the edge, no water drop visible.  
1:03 - 1:05: Water drop forms and attaches to the spout.  
1:06 - 1:08: Water drop remains attached to the spout.  
1:09 - 1:11: Water drop detaches and falls.  
1:12 - 1:14: Mouse remains stationary, no paw movement.  
1:15 - 4:45: Mouse remains stationary, no interaction with the water drop.  
7. 95%", 95%
14,14,1, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not reach the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not reach the spout to bring the drop to the mouth. There is no visual evidence of any water being consumed.  
6. 0:00 - 1:05: The mouse is stationary, head fixed, with both paws resting on the platform.  
1:06 - 1:10: A water drop forms and remains attached to the spout.  
1:11 - 2:00: The mouse remains still, no paw movement toward the spout.  
2:01 - 2:15: The mouse lifts its right paw and moves it toward the spout, but does not make contact with the water drop.  
2:16 - 2:30: The right paw touches the spout, but the water drop is not displaced or retrieved.  
2:31 - 4:45: The mouse returns its paws to the resting position. No further interaction with the water drop occurs.  
7. 95%", 95%
15,15,75, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the mouse did not retrieve any water.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the mouse did not retrieve any water.  
6. 0:00 - 1:50: The mouse remains stationary with both paws on the platform, head fixed, and no water drop visible.  
1:50 - 2:00: A water drop forms and remains attached to the spout.  
2:00 - 2:10: The mouse lifts its right paw and moves it toward the spout.  
2:10 - 2:20: The mouse's right paw touches the water drop, but the drop does not detach.  
2:20 - 2:30: The mouse attempts to retrieve the water drop with its right paw but fails to dislodge it.  
2:30 - 2:40: The mouse retracts its paw without any water being collected.  
2:40 - 3:00: The mouse remains stationary, with no further attempts to retrieve the water drop.  
7. 95%", 95%
16,16,51, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth.  
6. 0:00 - 1:30: Mouse is stationary, paws on the edge, no water drop visible.  
1:30 - 2:00: Water drop appears on the spout, mouse remains still.  
2:00 - 2:30: Mouse lifts its right paw toward the spout but does not touch the water drop.  
2:30 - 3:00: Mouse attempts to reach the drop with both paws but fails to make contact.  
3:00 - 4:00: Mouse continues to move paws but the water drop remains on the spout.  
4:00 - 4:30: Mouse retracts paws, no water is consumed.  
7. 95%", 95%
17,17,37, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not retrieve any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not retrieve any of it.  
6. 0:00 - 1:45: The mouse is stationary, with both paws resting on the surface. No movement toward the spout is observed.  
1:46 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:01 - 2:10: The right paw touches the water drop, but the drop does not detach.  
2:11 - 2:20: The mouse attempts to grasp the drop with both paws, but the drop remains attached to the spout.  
2:21 - 2:30: The mouse continues to manipulate the drop with its paws, but no water is transferred to the mouth.  
2:31 - 2:40: The mouse retracts its paws, and the water drop remains on the spout.  
2:41 - 3:00: The mouse remains stationary, with no further attempts to retrieve the water.  
7. 95%", 95%
18,18,74, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. The water drop remained attached to the spout throughout the trial, and no consumption occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. The water drop remained attached to the spout throughout the trial, and no consumption occurred.  
6. 0:00 - 2:24: The mouse remains stationary with both paws on the surface, head fixed, and no water drop visible.  
2:25 - 2:30: The water drop appears on the spout, and the mouse begins to lift its right paw.  
2:31 - 2:35: The right paw moves toward the spout but does not make contact with the water drop.  
2:36 - 4:45: The mouse attempts to reach the drop with its right paw, but the paw does not touch the drop. The tongue remains retracted and does not make contact with the drop.  
7. 95%", 95%
19,19,54, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not consume any of it.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout, and the mouse did not consume any of it.  
6. 0:00 - 2:25: The mouse is stationary, with both paws resting on the edge of the platform.  
2:26 - 2:30: The mouse lifts its right paw and moves it toward the spout.  
2:31 - 2:35: The mouse's right paw touches the water drop, but the drop does not detach.  
2:36 - 4:40: The mouse continues to manipulate the water drop with its right paw, but the drop remains attached to the spout.  
4:41 - 4:45: The mouse lifts its left paw and attempts to assist, but the water drop remains on the spout.  
4:46 - 4:50: The mouse retracts both paws and returns to its initial position.  
7. 95%", 95%
20,20,115, No, Yes, No,0.0,f," Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paws did not bring the drop to the mouth.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paws did not bring the drop to the mouth.  
6. 0:00 - 1:20: The mouse is stationary, with both paws resting on the surface.  
1:21 - 1:40: The mouse begins to lift its right paw toward the spout.  
1:41 - 2:00: The mouse's right paw reaches the spout and makes contact with the water drop.  
2:01 - 2:20: The mouse attempts to bring the water drop to its mouth but fails to do so.  
2:21 - 2:40: The mouse continues to manipulate the water drop with its paws but does not consume it.  
2:41 - 3:00: The mouse's paws move away from the spout, and the water drop remains on the spout.  
7. 95%", 95%
21,21,78, No, Yes, Yes,0.0,s," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the mouse did not successfully retrieve any water.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the mouse did not successfully retrieve any water.  
6. 0:00 - 1:00: The mouse is stationary, with its paws resting on the edge.  
1:00 - 1:05: A water drop forms and remains attached to the spout.  
1:05 - 1:10: The mouse lifts its right paw and moves it toward the spout.  
1:10 - 1:15: The mouse's right paw touches the water drop, causing it to detach and splash.  
1:15 - 1:20: The water drop falls away, and the mouse does not consume any of it.  
1:20 - 1:30: The mouse continues to move its paws but does not retrieve the water.  
7. 95%", 95%
22,22,82, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout, and no consumption occurred.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paws did not bring the drop to the mouth. The water drop remained on the spout, and no consumption occurred.  
6. 0:00 - 1:40: The mouse is stationary, with both paws resting on the platform. The water drop is visible on the spout.  
1:40 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:00 - 2:20: The right paw touches the water drop, but the drop remains attached to the spout.  
2:20 - 2:40: The mouse attempts to grasp the drop with both paws but fails to dislodge it.  
2:40 - 3:00: The mouse continues to manipulate the drop with both paws, but the drop remains on the spout.  
3:00 - 3:20: The mouse retracts its paws, and the water drop remains on the spout.  
7. 95%", 95%
23,23,103, No, Yes, Yes,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.","1. No  
2. Yes  
3. Yes  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was consumed. The tongue did not touch the drop, and the paw did not bring the drop to the mouth. The water drop remained on the spout and was not retrieved.  
6. 0:00 - 1:40: The mouse is stationary, with both paws on the surface.  
1:40 - 2:00: The mouse lifts its right paw and moves it toward the spout.  
2:00 - 2:20: The right paw touches the water drop, but the drop does not detach.  
2:20 - 2:40: The mouse attempts to lick the water drop with its tongue, but the tongue does not make contact.  
2:40 - 3:00: The mouse retracts its paw and returns to the initial position.  
3:00 - 4:40: The mouse remains stationary, with no further interaction with the water drop.  
7. 95%", 95%
24,24,39, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse then used its tongue to lick the water, and the entire drop was consumed.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the drop was transferred to its mouth. The mouse then used its tongue to lick the water, and the entire drop was consumed.  
6. 0:00 - 2:20: The mouse is positioned in front of the spout, with its paws resting on the platform.  
   2:20 - 2:40: The mouse lifts its right paw and reaches towards the spout.  
   2:40 - 3:00: The mouse's right paw makes contact with the water drop, and the drop is transferred to its mouth.  
   3:00 - 4:40: The mouse uses its tongue to lick the water, consuming the entire drop.  
7. 95%", 95%
