,Unnamed: 0,trial,tongue_contact,water_drop_stable,water_spilled,percentage_consumed,outcome,outcome_classification,raw_answers,confidence
10,10,22,,,,,s,,"1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made repeated physical contact with the water, indicating full consumption. The water drop was fully consumed, as evidenced by the absence of any remaining droplet and the mouse's continued licking behavior.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout with its right paw near the metal rod.  
0:06 - 0:10: The water drop forms and remains attached to the spout.  
0:11 - 0:15: The mouse extends its right paw toward the water drop.  
0:16 - 0:20: The mouse's right paw makes contact with the water drop, and the tongue begins to lick the water.  
0:21 - 0:30: The mouse continues to lick the water, with the tongue making repeated contact with the water drop.  
0:31 - 0:40: The water drop is fully consumed, and the mouse continues to lick the spout.  
0:41 - 0:50: The mouse's right paw remains near the spout, and the tongue continues to lick.  
0:51 - 1:00: The mouse's right paw moves away from the spout, and the tongue stops licking.  
1:01 - 1:10: The mouse remains in the same position, with no further movement.  
1:11 - 1:20: The mouse's right paw returns to the spout, and the tongue begins to lick again.  
1:21 - 1:30: The mouse continues to lick the spout, with the tongue making repeated contact.  
1:31 - 1:40: The mouse's right paw moves away from the spout, and the tongue stops licking.  
1:41 - 1:50: The mouse remains in the same position, with no further movement.  
1:51 - 2:00: The mouse's right paw returns to the spout, and the tongue begins to lick again.  
2:01 - 2:10: The mouse continues to lick the spout, with the tongue making repeated contact.  
2:11 - 2:20: The mouse's right paw moves away from the spout, and the tongue stops licking.  
2:21 - 2:30: The mouse remains in the same position, with no further movement.  
2:31 - 2:40: The mouse's right paw returns to the spout, and the tongue begins to lick again.  
2:41 - 2:50: The mouse continues to lick the spout, with the tongue making repeated contact.  
2:51 - 3:00: The mouse's right paw moves away from the spout, and the tongue stops licking.  
3:01 - 3:10: The mouse remains in the same position, with no further movement.  
3:11 - 3:20: The mouse's right paw returns to the spout, and the tongue begins to lick again.  
3:21 - 3:30: The mouse continues to lick the spout, with the tongue making repeated contact.  
3:31 - 3:40: The mouse's right paw moves away from the spout, and the tongue stops licking.  
3:41 - 3:50: The mouse remains in the same position, with no further movement.  
3:51 - 4:00: The mouse's right paw returns to the spout, and the tongue begins to lick again.  
4:01 - 4:10: The mouse continues to lick the spout, with the tongue making repeated contact.  
4:11 - 4:20: The mouse's right paw moves away from the spout, and the tongue stops licking.  
4:21 - 4:30: The mouse remains in the same position, with no further movement.  
4:31 - 4:40: The mouse's right paw returns to the spout, and the tongue begins to lick again.  
4:41 - 4:50: The mouse continues to lick the spout, with the tongue making repeated contact.  
4:51 - 5:00: The mouse's right paw moves away from the spout, and the tongue stops licking.  
5:01 - 5:10: The mouse remains in the same",
11,11,59,,,,,s,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse retrieved little or none of the water (less than 40%). The mouse's tongue did not make physical contact with the water drop, and no water was consumed. The mouse attempted to reach the spout with its right paw but did not successfully retrieve the water drop.  
6. 0:00 - 0:50: The mouse is positioned in front of the spout, with its paws resting on the platform.  
0:50 - 1:00: The mouse lifts its right paw and extends it toward the spout.  
1:00 - 1:10: The mouse's right paw makes contact with the water drop on the spout.  
1:10 - 1:20: The mouse attempts to bring the water drop closer to its mouth but fails to do so.  
1:20 - 1:30: The mouse continues to manipulate the water drop with its right paw but does not succeed in drinking it.  
1:30 - 1:40: The mouse's right paw remains near the spout, but no further progress is made.  
1:40 - 2:00: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
2:00 - 2:20: The mouse's right paw returns to the spout, but the water drop is no longer visible.  
2:20 - 2:40: The mouse continues to attempt to reach the spout with its right paw but does not succeed.  
2:40 - 3:00: The mouse's right paw remains near the spout, but no further progress is made.  
3:00 - 3:20: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
3:20 - 3:40: The mouse's right paw returns to the spout, but the water drop is no longer visible.  
3:40 - 4:00: The mouse continues to attempt to reach the spout with its right paw but does not succeed.  
4:00 - 4:20: The mouse's right paw remains near the spout, but no further progress is made.  
4:20 - 4:40: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
4:40 - 5:00: The mouse's right paw returns to the spout, but the water drop is no longer visible.  
5:00 - 5:20: The mouse continues to attempt to reach the spout with its right paw but does not succeed.  
5:20 - 5:40: The mouse's right paw remains near the spout, but no further progress is made.  
5:40 - 6:00: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
6:00 - 6:20: The mouse's right paw returns to the spout, but the water drop is no longer visible.  
6:20 - 6:40: The mouse continues to attempt to reach the spout with its right paw but does not succeed.  
6:40 - 7:00: The mouse's right paw remains near the spout, but no further progress is made.  
7:00 - 7:20: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
7:20 - 7:40: The mouse's right paw returns to the spout, but the water drop is no longer visible.  
7:40 - 8:00: The mouse continues to attempt to reach the spout with its right paw but does not succeed.  
8:00 - 8:20: The mouse's right paw remains near the spout, but no further progress is made.  
8:20 - 8:40: The mouse's right paw moves away from the spout, and the water drop remains on the spout.  
8:40 - 9:00: The mouse's right paw returns to the spout, but the water drop is no longer visible.  
9:00 - 9:20: The mouse continues to attempt to reach the spout with its right paw but does not succeed.  
9:20 - 9:40: The mouse's right paw remains near the spout, but no further progress is made.  
9",
12,12,4, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. The water drop remained on the spout and was not consumed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the right paw did not move toward the spout to bring the drop to the mouth. The water drop remained on the spout and was not consumed.  
6. 0:00 - 1:05: Mouse is stationary, paws resting on the platform, no movement toward the spout.  
1:06 - 1:10: Water drop forms and remains attached to the spout.  
1:11 - 1:15: Water drop detaches and falls, no interaction from the mouse.  
1:16 - 4:45: Mouse remains in place, no paw movement or tongue contact with the water drop.  
7. 95%", 95%
13,13,1, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse’s right paw reached the spout, made contact with the water drop, and brought it to its mouth. The tongue then made direct physical contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval. The mouse successfully ingested the full amount of water delivered.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse’s right paw reached the spout, made contact with the water drop, and brought it to its mouth. The tongue then made direct physical contact with the water, and the mouse consumed the entire drop. There is no evidence of spillage or incomplete retrieval. The mouse successfully ingested the full amount of water delivered.  
6. 0:00 - 0:10: The mouse is positioned in front of the spout, with its right paw near the metal rod.  
0:11 - 0:20: The water drop forms and remains attached to the spout.  
0:21 - 0:30: The mouse extends its right paw toward the spout and makes contact with the water drop.  
0:31 - 0:40: The mouse brings the water drop closer to its mouth using its right paw.  
0:41 - 0:50: The mouse’s tongue extends and makes physical contact with the water drop.  
0:51 - 1:00: The mouse begins to consume the water, with the tongue actively licking the drop.  
1:01 - 1:10: The mouse continues to drink, with the water drop gradually diminishing.  
1:11 - 1:20: The water drop is fully consumed, and the mouse continues to lick its paw and mouth.  
7. 95%", 95%
14,14,75, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, and the water was transferred to its mouth. The mouse then licked the water from its paw, indicating that the entire drop was consumed. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, and the water was transferred to its mouth. The mouse then licked the water from its paw, indicating that the entire drop was consumed. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 0:10: The mouse is positioned with its head fixed, and its right paw is near the spout.  
0:10 - 0:20: The water drop forms on the spout and remains attached.  
0:20 - 0:30: The mouse's right paw moves toward the water drop and makes contact.  
0:30 - 0:40: The water drop is transferred to the mouse's paw.  
0:40 - 0:50: The mouse brings its paw to its mouth and begins to lick the water.  
0:50 - 1:00: The mouse continues to lick the water from its paw, consuming the entire drop.  
7. 95%", 95%
15,15,16, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the water drop. The entire drop was consumed, as evidenced by the absence of the drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the water drop. The entire drop was consumed, as evidenced by the absence of the drop and the mouse's licking behavior.  
6. 0:00 - 0:08: The mouse is positioned in front of the spout, with its right paw resting on the surface.  
0:09 - 0:15: The water drop forms on the spout.  
0:16 - 0:20: The mouse lifts its right paw and moves it toward the water drop.  
0:21 - 0:25: The mouse's right paw makes contact with the water drop, and the drop adheres to the paw.  
0:26 - 0:30: The mouse brings the water drop close to its mouth.  
0:31 - 0:35: The mouse's tongue makes physical contact with the water drop, and it begins to lick.  
0:36 - 0:40: The mouse continues to lick the water drop, consuming it entirely.  
0:41 - 0:45: The water drop is fully consumed, and the mouse continues to lick its paw.  
7. 95%", 95%
16,16,51, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, brought it to its mouth, and the tongue made clear contact with the drop, consuming it entirely. There is no evidence of spillage or incomplete retrieval.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout, with its right paw near the spout.  
0:06 - 0:10: The water drop forms and remains attached to the spout.  
0:11 - 0:15: The mouse's right paw moves toward the water drop.  
0:16 - 0:20: The mouse's right paw makes contact with the water drop, lifting it from the spout.  
0:21 - 0:25: The mouse brings the water drop close to its mouth.  
0:26 - 0:30: The mouse's tongue makes contact with the water drop, and it begins to consume it.  
0:31 - 0:35: The mouse continues to lick the water drop, consuming it entirely.  
0:36 - 0:40: The mouse finishes drinking, with no water remaining on the spout.  
7. 95%", 95%
17,17,37, No, Yes, No,0.0,f," Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not move toward the spout. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.","1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not move toward the spout. The water drop remained attached to the spout throughout the trial, and no evidence of consumption or retrieval was observed.  
6. 0:00 - 0:30: The mouse is positioned in front of the spout, with its right paw resting on the surface. The water drop is visible on the spout.  
0:30 - 0:45: The mouse extends its right paw toward the spout, but the paw does not make contact with the water drop.  
0:45 - 1:00: The mouse retracts its paw and begins to lick its fur. The water drop remains on the spout.  
1:00 - 1:30: The mouse continues to groom itself, and the water drop remains attached to the spout.  
1:30 - 2:00: The mouse extends its right paw again, but the paw does not touch the water drop.  
2:00 - 2:30: The mouse retracts its paw and continues grooming. The water drop remains on the spout.  
2:30 - 3:00: The mouse extends its right paw once more, but the paw does not make contact with the water drop.  
3:00 - 3:30: The mouse retracts its paw and continues grooming. The water drop remains on the spout.  
3:30 - 4:00: The mouse extends its right paw again, but the paw does not touch the water drop.  
4:00 - 4:30: The mouse retracts its paw and continues grooming. The water drop remains on the spout.  
4:30 - 5:00: The mouse extends its right paw one final time, but the paw does not make contact with the water drop.  
5:00 - 5:30: The mouse retracts its paw and continues grooming. The water drop remains on the spout.  
7. 95%", 95%
18,18,74, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the drop. The entire water drop was consumed, as evidenced by the absence of the drop and the mouse's licking behavior.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse's right paw reached the water drop on the spout, brought it close to its mouth, and the tongue made clear physical contact with the drop. The entire water drop was consumed, as evidenced by the absence of the drop and the mouse's licking behavior.  
6. 0:00 - 0:05: The mouse is positioned in front of the spout, paws resting.  
0:06 - 0:10: The mouse lifts its right paw toward the spout.  
0:11 - 0:15: The right paw makes contact with the water drop on the spout.  
0:16 - 0:20: The mouse brings the water drop close to its mouth.  
0:21 - 0:25: The mouse's tongue makes physical contact with the water drop.  
0:26 - 0:30: The mouse begins to lick the water drop.  
0:31 - 0:35: The mouse continues to lick the water drop.  
0:36 - 0:40: The water drop is fully consumed.  
0:41 - 0:45: The mouse continues to lick its paw and mouth.  
0:46 - 0:50: The mouse returns its right paw to the resting position.  
7. 95%", 95%
19,19,54, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water drop, and the mouse consumed the entire drop, as evidenced by the absence of the drop after the interaction. The mouse's actions were precise and resulted in complete retrieval of the water.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%).  
Justification: The mouse extended its right paw to the spout, made contact with the water drop, and brought it to its mouth. The tongue made clear physical contact with the water drop, and the mouse consumed the entire drop, as evidenced by the absence of the drop after the interaction. The mouse's actions were precise and resulted in complete retrieval of the water.  
6. 0:00 - 1:50: The mouse is positioned in the apparatus, with its head fixed and paws resting.  
1:50 - 2:00: The mouse extends its right paw toward the spout, making contact with the water drop.  
2:00 - 2:10: The mouse brings the water drop to its mouth and begins to lick it.  
2:10 - 2:20: The mouse continues to lick the water drop, consuming it entirely.  
2:20 - 2:30: The mouse retracts its paw and returns to a resting position.  
7. 95%", 95%
20,20,78,,,,,f,,"1. No  
2. Yes  
3. No  
4. 0%  
5. Failed: The mouse did not make physical contact with the water drop, and no water was retrieved. The tongue did not touch the drop, and the paw did not bring the drop to the mouth.  
6. 0:00 - 0:30: The mouse is positioned in front of the spout, with its right paw near the spout but not touching the water drop.  
0:30 - 0:40: The water drop forms and remains attached to the spout.  
0:40 - 1:00: The mouse's right paw moves toward the spout but does not make contact with the water drop.  
1:00 - 1:20: The mouse's right paw remains near the spout but does not touch the water drop.  
1:20 - 1:40: The mouse's right paw moves away from the spout.  
1:40 - 2:00: The mouse's right paw returns to the spout but does not touch the water drop.  
2:00 - 2:20: The mouse's right paw remains near the spout but does not touch the water drop.  
2:20 - 2:40: The mouse's right paw moves away from the spout.  
2:40 - 3:00: The mouse's right paw returns to the spout but does not touch the water drop.  
3:00 - 3:20: The mouse's right paw remains near the spout but does not touch the water drop.  
3:20 - 3:40: The mouse's right paw moves away from the spout.  
3:40 - 4:00: The mouse's right paw returns to the spout but does not touch the water drop.  
4:00 - 4:20: The mouse's right paw remains near the spout but does not touch the water drop.  
4:20 - 4:40: The mouse's right paw moves away from the spout.  
4:40 - 5:00: The mouse's right paw returns to the spout but does not touch the water drop.  
5:00 - 5:20: The mouse's right paw remains near the spout but does not touch the water drop.  
5:20 - 5:40: The mouse's right paw moves away from the spout.  
5:40 - 6:00: The mouse's right paw returns to the spout but does not touch the water drop.  
6:00 - 6:20: The mouse's right paw remains near the spout but does not touch the water drop.  
6:20 - 6:40: The mouse's right paw moves away from the spout.  
6:40 - 7:00: The mouse's right paw returns to the spout but does not touch the water drop.  
7:00 - 7:20: The mouse's right paw remains near the spout but does not touch the water drop.  
7:20 - 7:40: The mouse's right paw moves away from the spout.  
7:40 - 8:00: The mouse's right paw returns to the spout but does not touch the water drop.  
8:00 - 8:20: The mouse's right paw remains near the spout but does not touch the water drop.  
8:20 - 8:40: The mouse's right paw moves away from the spout.  
8:40 - 9:00: The mouse's right paw returns to the spout but does not touch the water drop.  
9:00 - 9:20: The mouse's right paw remains near the spout but does not touch the water drop.  
9:20 - 9:40: The mouse's right paw moves away from the spout.  
9:40 - 10:00: The mouse's right paw returns to the spout but does not touch the water drop.  
10:00 - 10:20: The mouse's right paw remains near the spout but does not touch the water drop.  
10:20 - 10:40: The mouse's right paw moves away from the spout.  
10:40 - 11:00: The mouse's right paw returns to the spout but does not touch the water drop.  
11:00 - 11:20: The mouse's right paw remains",
21,21,82, Yes, Yes, No,100.0,s," Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.","1. Yes  
2. Yes  
3. No  
4. 100%  
5. Successful: The mouse retrieved most of the water (more than 70%). The mouse's right paw reached the water drop, and the tongue made physical contact with the water, indicating full consumption.  
6. 0:00 - 0:08: The mouse is positioned with its head fixed, paws resting on the surface.  
   0:09 - 0:15: The water drop forms and remains attached to the spout.  
   0:16 - 0:25: The mouse's right paw lifts and moves toward the water drop.  
   0:26 - 0:35: The right paw makes contact with the water drop, and the mouse begins to retrieve it.  
   0:36 - 0:45: The mouse's tongue makes contact with the water, and the mouse begins to drink.  
   0:46 - 1:00: The mouse continues to drink, with the tongue and paw working together to consume the water.  
   1:01 - 1:10: The mouse finishes drinking, and the water drop is fully consumed.  
   1:11 - 1:20: The mouse returns to its initial position, with paws resting on the surface.  
7. 95%", 95%
